tf,tolerance,transition,partition,direction,high_retests,low_retests,n,share_within_group
1h,TOL_0.10,ASIA_TO_LONDON,reference_validation,BEAR,1,1,7,0.06140350877192982
1h,TOL_0.10,ASIA_TO_LONDON,reference_validation,BEAR,3,0,1,0.008771929824561403
1h,TOL_0.10,ASIA_TO_LONDON,reference_validation,BULL,0,0,56,0.49122807017543857
1h,TOL_0.10,ASIA_TO_LONDON,reference_validation,BULL,0,1,4,0.03508771929824561
1h,TOL_0.10,ASIA_TO_LONDON,reference_validation,BULL,1,0,50,0.43859649122807015
1h,TOL_0.10,ASIA_TO_LONDON,reference_validation,BULL,1,1,3,0.02631578947368421
1h,TOL_0.10,ASIA_TO_LONDON,reference_validation,BULL,2,0,1,0.008771929824561403
1h,TOL_0.10,ASIA_TO_LONDON,reference_validation,NO_BREAK,0,0,69,0.3770491803278688
1h,TOL_0.10,ASIA_TO_LONDON,reference_validation,NO_BREAK,0,1,40,0.2185792349726776
1h,TOL_0.10,ASIA_TO_LONDON,reference_validation,NO_BREAK,0,2,8,0.04371584699453552
1h,TOL_0.10,ASIA_TO_LONDON,reference_validation,NO_BREAK,1,0,39,0.21311475409836064
1h,TOL_0.10,ASIA_TO_LONDON,reference_validation,NO_BREAK,1,1,14,0.07650273224043716
1h,TOL_0.10,ASIA_TO_LONDON,reference_validation,NO_BREAK,1,2,1,0.00546448087431694
1h,TOL_0.10,ASIA_TO_LONDON,reference_validation,NO_BREAK,2,0,11,0.060109289617486336
1h,TOL_0.10,ASIA_TO_LONDON,reference_validation,NO_BREAK,2,1,1,0.00546448087431694
1h,TOL_0.10,LONDON_TO_NEWYORK,august,BEAR,0,0,3,0.75
1h,TOL_0.10,LONDON_TO_NEWYORK,august,BEAR,1,1,1,0.25
1h,TOL_0.10,LONDON_TO_NEWYORK,august,BULL,0,0,3,0.375
1h,TOL_0.10,LONDON_TO_NEWYORK,august,BULL,0,1,1,0.125
1h,TOL_0.10,LONDON_TO_NEWYORK,august,BULL,1,0,3,0.375
1h,TOL_0.10,LONDON_TO_NEWYORK,august,BULL,1,1,1,0.125
1h,TOL_0.10,LONDON_TO_NEWYORK,august,NO_BREAK,1,0,1,0.5
1h,TOL_0.10,LONDON_TO_NEWYORK,august,NO_BREAK,1,1,1,0.5
1h,TOL_0.10,LONDON_TO_NEWYORK,development,BEAR,0,0,174,0.5225225225225225
1h,TOL_0.10,LONDON_TO_NEWYORK,development,BEAR,0,1,89,0.2672672672672673
1h,TOL_0.10,LONDON_TO_NEWYORK,development,BEAR,0,2,4,0.012012012012012012
1h,TOL_0.10,LONDON_TO_NEWYORK,development,BEAR,1,0,28,0.08408408408408409
1h,TOL_0.10,LONDON_TO_NEWYORK,development,BEAR,1,1,32,0.0960960960960961
1h,TOL_0.10,LONDON_TO_NEWYORK,development,BEAR,1,2,5,0.015015015015015015
1h,TOL_0.10,LONDON_TO_NEWYORK,development,BEAR,2,1,1,0.003003003003003003
1h,TOL_0.10,LONDON_TO_NEWYORK,development,BULL,0,0,157,0.5376712328767124
1h,TOL_0.10,LONDON_TO_NEWYORK,development,BULL,0,1,27,0.09246575342465753
1h,TOL_0.10,LONDON_TO_NEWYORK,development,BULL,0,2,1,0.003424657534246575
1h,TOL_0.10,LONDON_TO_NEWYORK,development,BULL,1,0,66,0.22602739726027396
1h,TOL_0.10,LONDON_TO_NEWYORK,development,BULL,1,1,29,0.09931506849315068
1h,TOL_0.10,LONDON_TO_NEWYORK,development,BULL,1,2,1,0.003424657534246575
1h,TOL_0.10,LONDON_TO_NEWYORK,development,BULL,2,0,6,0.02054794520547945
1h,TOL_0.10,LONDON_TO_NEWYORK,development,BULL,2,1,5,0.017123287671232876
1h,TOL_0.10,LONDON_TO_NEWYORK,development,NO_BREAK,0,0,34,0.21656050955414013
1h,TOL_0.10,LONDON_TO_NEWYORK,development,NO_BREAK,0,1,26,0.16560509554140126
1h,TOL_0.10,LONDON_TO_NEWYORK,development,NO_BREAK,0,2,15,0.09554140127388536
1h,TOL_0.10,LONDON_TO_NEWYORK,development,NO_BREAK,1,0,36,0.22929936305732485
1h,TOL_0.10,LONDON_TO_NEWYORK,development,NO_BREAK,1,1,23,0.1464968152866242
1h,TOL_0.10,LONDON_TO_NEWYORK,development,NO_BREAK,1,2,10,0.06369426751592357
1h,TOL_0.10,LONDON_TO_NEWYORK,development,NO_BREAK,2,0,10,0.06369426751592357
1h,TOL_0.10,LONDON_TO_NEWYORK,development,NO_BREAK,2,1,1,0.006369426751592357
1h,TOL_0.10,LONDON_TO_NEWYORK,development,NO_BREAK,2,2,1,0.006369426751592357
1h,TOL_0.10,LONDON_TO_NEWYORK,development,NO_BREAK,3,1,1,0.006369426751592357
1h,TOL_0.10,LONDON_TO_NEWYORK,external,BEAR,0,0,87,0.58
1h,TOL_0.10,LONDON_TO_NEWYORK,external,BEAR,0,1,43,0.2866666666666667
1h,TOL_0.10,LONDON_TO_NEWYORK,external,BEAR,0,2,4,0.02666666666666667
1h,TOL_0.10,LONDON_TO_NEWYORK,external,BEAR,1,0,10,0.06666666666666667
1h,TOL_0.10,LONDON_TO_NEWYORK,external,BEAR,1,1,6,0.04
1h,TOL_0.10,LONDON_TO_NEWYORK,external,BULL,0,0,120,0.6
1h,TOL_0.10,LONDON_TO_NEWYORK,external,BULL,0,1,4,0.02
1h,TOL_0.10,LONDON_TO_NEWYORK,external,BULL,1,0,62,0.31
1h,TOL_0.10,LONDON_TO_NEWYORK,external,BULL,1,1,7,0.035
1h,TOL_0.10,LONDON_TO_NEWYORK,external,BULL,2,0,5,0.025
1h,TOL_0.10,LONDON_TO_NEWYORK,external,BULL,2,1,2,0.01
1h,TOL_0.10,LONDON_TO_NEWYORK,external,NO_BREAK,0,0,69,0.3988439306358382
1h,TOL_0.10,LONDON_TO_NEWYORK,external,NO_BREAK,0,1,38,0.21965317919075145
1h,TOL_0.10,LONDON_TO_NEWYORK,external,NO_BREAK,0,2,8,0.046242774566473986
1h,TOL_0.10,LONDON_TO_NEWYORK,external,NO_BREAK,1,0,37,0.2138728323699422
1h,TOL_0.10,LONDON_TO_NEWYORK,external,NO_BREAK,1,1,6,0.03468208092485549
1h,TOL_0.10,LONDON_TO_NEWYORK,external,NO_BREAK,1,2,3,0.017341040462427744
1h,TOL_0.10,LONDON_TO_NEWYORK,external,NO_BREAK,2,0,9,0.05202312138728324
1h,TOL_0.10,LONDON_TO_NEWYORK,external,NO_BREAK,2,1,2,0.011560693641618497
1h,TOL_0.10,LONDON_TO_NEWYORK,external,NO_BREAK,3,1,1,0.005780346820809248
1h,TOL_0.10,LONDON_TO_NEWYORK,reference_validation,BEAR,0,0,101,0.5343915343915344
1h,TOL_0.10,LONDON_TO_NEWYORK,reference_validation,BEAR,0,1,43,0.2275132275132275
1h,TOL_0.10,LONDON_TO_NEWYORK,reference_validation,BEAR,0,2,3,0.015873015873015872
1h,TOL_0.10,LONDON_TO_NEWYORK,reference_validation,BEAR,1,0,15,0.07936507936507936
1h,TOL_0.10,LONDON_TO_NEWYORK,reference_validation,BEAR,1,1,23,0.12169312169312169
1h,TOL_0.10,LONDON_TO_NEWYORK,reference_validation,BEAR,1,2,3,0.015873015873015872
1h,TOL_0.10,LONDON_TO_NEWYORK,reference_validation,BEAR,2,1,1,0.005291005291005291
1h,TOL_0.10,LONDON_TO_NEWYORK,reference_validation,BULL,0,0,76,0.4342857142857143
1h,TOL_0.10,LONDON_TO_NEWYORK,reference_validation,BULL,0,1,13,0.07428571428571429
1h,TOL_0.10,LONDON_TO_NEWYORK,reference_validation,BULL,0,2,1,0.005714285714285714
1h,TOL_0.10,LONDON_TO_NEWYORK,reference_validation,BULL,1,0,48,0.2742857142857143
1h,TOL_0.10,LONDON_TO_NEWYORK,reference_validation,BULL,1,1,25,0.14285714285714285
1h,TOL_0.10,LONDON_TO_NEWYORK,reference_validation,BULL,1,2,1,0.005714285714285714
1h,TOL_0.10,LONDON_TO_NEWYORK,reference_validation,BULL,2,0,4,0.022857142857142857
1h,TOL_0.10,LONDON_TO_NEWYORK,reference_validation,BULL,2,1,4,0.022857142857142857
1h,TOL_0.10,LONDON_TO_NEWYORK,reference_validation,BULL,2,2,1,0.005714285714285714
1h,TOL_0.10,LONDON_TO_NEWYORK,reference_validation,BULL,3,0,1,0.005714285714285714
1h,TOL_0.10,LONDON_TO_NEWYORK,reference_validation,BULL,3,1,1,0.005714285714285714
1h,TOL_0.10,LONDON_TO_NEWYORK,reference_validation,NO_BREAK,0,0,5,0.10638297872340426
1h,TOL_0.10,LONDON_TO_NEWYORK,reference_validation,NO_BREAK,0,1,15,0.3191489361702128
1h,TOL_0.10,LONDON_TO_NEWYORK,reference_validation,NO_BREAK,0,2,1,0.02127659574468085
1h,TOL_0.10,LONDON_TO_NEWYORK,reference_validation,NO_BREAK,1,0,7,0.14893617021276595
1h,TOL_0.10,LONDON_TO_NEWYORK,reference_validation,NO_BREAK,1,1,8,0.1702127659574468
1h,TOL_0.10,LONDON_TO_NEWYORK,reference_validation,NO_BREAK,1,2,6,0.1276595744680851
1h,TOL_0.10,LONDON_TO_NEWYORK,reference_validation,NO_BREAK,2,0,2,0.0425531914893617
1h,TOL_0.10,LONDON_TO_NEWYORK,reference_validation,NO_BREAK,2,1,1,0.02127659574468085
1h,TOL_0.10,LONDON_TO_NEWYORK,reference_validation,NO_BREAK,2,2,1,0.02127659574468085
1h,TOL_0.10,LONDON_TO_NEWYORK,reference_validation,NO_BREAK,3,0,1,0.02127659574468085
1h,TOL_0.20,ASIA_TO_LONDON,august,BEAR,0,0,1,0.3333333333333333
1h,TOL_0.20,ASIA_TO_LONDON,august,BEAR,0,1,1,0.3333333333333333
1h,TOL_0.20,ASIA_TO_LONDON,august,BEAR,1,1,1,0.3333333333333333
1h,TOL_0.20,ASIA_TO_LONDON,august,BULL,0,0,2,0.4
1h,TOL_0.20,ASIA_TO_LONDON,august,BULL,0,1,1,0.2
1h,TOL_0.20,ASIA_TO_LONDON,august,BULL,1,0,2,0.4
1h,TOL_0.20,ASIA_TO_LONDON,august,NO_BREAK,0,0,1,0.16666666666666666
1h,TOL_0.20,ASIA_TO_LONDON,august,NO_BREAK,0,2,1,0.16666666666666666
1h,TOL_0.20,ASIA_TO_LONDON,august,NO_BREAK,1,0,1,0.16666666666666666
1h,TOL_0.20,ASIA_TO_LONDON,august,NO_BREAK,1,1,3,0.5
1h,TOL_0.20,ASIA_TO_LONDON,development,BEAR,0,0,73,0.42441860465116277
1h,TOL_0.20,ASIA_TO_LONDON,development,BEAR,0,1,71,0.4127906976744186
1h,TOL_0.20,ASIA_TO_LONDON,development,BEAR,0,2,1,0.005813953488372093
1h,TOL_0.20,ASIA_TO_LONDON,development,BEAR,1,0,15,0.0872093023255814
1h,TOL_0.20,ASIA_TO_LONDON,development,BEAR,1,1,10,0.05813953488372093
1h,TOL_0.20,ASIA_TO_LONDON,development,BEAR,2,0,2,0.011627906976744186
1h,TOL_0.20,ASIA_TO_LONDON,development,BULL,0,0,81,0.36818181818181817
1h,TOL_0.20,ASIA_TO_LONDON,development,BULL,0,1,16,0.07272727272727272
1h,TOL_0.20,ASIA_TO_LONDON,development,BULL,1,0,91,0.41363636363636364
1h,TOL_0.20,ASIA_TO_LONDON,development,BULL,1,1,17,0.07727272727272727
1h,TOL_0.20,ASIA_TO_LONDON,development,BULL,1,2,1,0.004545454545454545
1h,TOL_0.20,ASIA_TO_LONDON,development,BULL,2,0,13,0.05909090909090909
1h,TOL_0.20,ASIA_TO_LONDON,development,BULL,2,1,1,0.004545454545454545
1h,TOL_0.20,ASIA_TO_LONDON,development,NO_BREAK,0,0,111,0.2846153846153846
1h,TOL_0.20,ASIA_TO_LONDON,development,NO_BREAK,0,1,80,0.20512820512820512
1h,TOL_0.20,ASIA_TO_LONDON,development,NO_BREAK,0,2,26,0.06666666666666667
1h,TOL_0.20,ASIA_TO_LONDON,development,NO_BREAK,0,3,1,0.002564102564102564
1h,TOL_0.20,ASIA_TO_LONDON,development,NO_BREAK,1,0,82,0.21025641025641026
1h,TOL_0.20,ASIA_TO_LONDON,development,NO_BREAK,1,1,38,0.09743589743589744
1h,TOL_0.20,ASIA_TO_LONDON,development,NO_BREAK,1,2,6,0.015384615384615385
1h,TOL_0.20,ASIA_TO_LONDON,development,NO_BREAK,2,0,27,0.06923076923076923
1h,TOL_0.20,ASIA_TO_LONDON,development,NO_BREAK,2,1,16,0.041025641025641026
1h,TOL_0.20,ASIA_TO_LONDON,development,NO_BREAK,2,2,1,0.002564102564102564
1h,TOL_0.20,ASIA_TO_LONDON,development,NO_BREAK,3,0,1,0.002564102564102564
1h,TOL_0.20,ASIA_TO_LONDON,development,NO_BREAK,3,1,1,0.002564102564102564
1h,TOL_0.20,ASIA_TO_LONDON,external,BEAR,0,0,67,0.4589041095890411
1h,TOL_0.20,ASIA_TO_LONDON,external,BEAR,0,1,62,0.4246575342465753
1h,TOL_0.20,ASIA_TO_LONDON,external,BEAR,0,2,1,0.00684931506849315
1h,TOL_0.20,ASIA_TO_LONDON,external,BEAR,1,0,6,0.0410958904109589
1h,TOL_0.20,ASIA_TO_LONDON,external,BEAR,1,1,7,0.04794520547945205
1h,TOL_0.20,ASIA_TO_LONDON,external,BEAR,1,2,3,0.02054794520547945
1h,TOL_0.20,ASIA_TO_LONDON,external,BULL,0,0,72,0.43373493975903615
1h,TOL_0.20,ASIA_TO_LONDON,external,BULL,0,1,8,0.04819277108433735
1h,TOL_0.20,ASIA_TO_LONDON,external,BULL,1,0,71,0.42771084337349397
1h,TOL_0.20,ASIA_TO_LONDON,external,BULL,1,1,9,0.05421686746987952
1h,TOL_0.20,ASIA_TO_LONDON,external,BULL,2,0,6,0.03614457831325301
1h,TOL_0.20,ASIA_TO_LONDON,external,NO_BREAK,0,0,72,0.3412322274881517
1h,TOL_0.20,ASIA_TO_LONDON,external,NO_BREAK,0,1,42,0.1990521327014218
1h,TOL_0.20,ASIA_TO_LONDON,external,NO_BREAK,0,2,16,0.07582938388625593
1h,TOL_0.20,ASIA_TO_LONDON,external,NO_BREAK,1,0,35,0.16587677725118483
1h,TOL_0.20,ASIA_TO_LONDON,external,NO_BREAK,1,1,16,0.07582938388625593
1h,TOL_0.20,ASIA_TO_LONDON,external,NO_BREAK,1,2,8,0.037914691943127965
1h,TOL_0.20,ASIA_TO_LONDON,external,NO_BREAK,2,0,17,0.08056872037914692
1h,TOL_0.20,ASIA_TO_LONDON,external,NO_BREAK,2,1,3,0.014218009478672985
1h,TOL_0.20,ASIA_TO_LONDON,external,NO_BREAK,3,0,2,0.009478672985781991
1h,TOL_0.20,ASIA_TO_LONDON,reference_validation,BEAR,0,0,41,0.35964912280701755
1h,TOL_0.20,ASIA_TO_LONDON,reference_validation,BEAR,0,1,52,0.45614035087719296
1h,TOL_0.20,ASIA_TO_LONDON,reference_validation,BEAR,0,2,2,0.017543859649122806
1h,TOL_0.20,ASIA_TO_LONDON,reference_validation,BEAR,1,0,6,0.05263157894736842
1h,TOL_0.20,ASIA_TO_LONDON,reference_validation,BEAR,1,1,12,0.10526315789473684
1h,TOL_0.20,ASIA_TO_LONDON,reference_validation,BEAR,2,1,1,0.008771929824561403
1h,TOL_0.20,ASIA_TO_LONDON,reference_validation,BULL,0,0,50,0.43859649122807015
1h,TOL_0.20,ASIA_TO_LONDON,reference_validation,BULL,0,1,3,0.02631578947368421
1h,TOL_0.20,ASIA_TO_LONDON,reference_validation,BULL,0,2,1,0.008771929824561403
1h,TOL_0.20,ASIA_TO_LONDON,reference_validation,BULL,1,0,51,0.4473684210526316
1h,TOL_0.20,ASIA_TO_LONDON,reference_validation,BULL,1,1,4,0.03508771929824561
1h,TOL_0.20,ASIA_TO_LONDON,reference_validation,BULL,1,2,1,0.008771929824561403
1h,TOL_0.20,ASIA_TO_LONDON,reference_validation,BULL,2,0,3,0.02631578947368421
1h,TOL_0.20,ASIA_TO_LONDON,reference_validation,BULL,2,1,1,0.008771929824561403
1h,TOL_0.20,ASIA_TO_LONDON,reference_validation,NO_BREAK,0,0,45,0.2459016393442623
1h,TOL_0.20,ASIA_TO_LONDON,reference_validation,NO_BREAK,0,1,42,0.22950819672131148
1h,TOL_0.20,ASIA_TO_LONDON,reference_validation,NO_BREAK,0,2,7,0.03825136612021858
1h,TOL_0.20,ASIA_TO_LONDON,reference_validation,NO_BREAK,1,0,43,0.23497267759562843
1h,TOL_0.20,ASIA_TO_LONDON,reference_validation,NO_BREAK,1,1,24,0.13114754098360656
1h,TOL_0.20,ASIA_TO_LONDON,reference_validation,NO_BREAK,1,2,5,0.0273224043715847
1h,TOL_0.20,ASIA_TO_LONDON,reference_validation,NO_BREAK,2,0,15,0.08196721311475409
1h,TOL_0.20,ASIA_TO_LONDON,reference_validation,NO_BREAK,2,1,2,0.01092896174863388
1h,TOL_0.20,LONDON_TO_NEWYORK,august,BEAR,0,0,3,0.75
1h,TOL_0.20,LONDON_TO_NEWYORK,august,BEAR,1,1,1,0.25
1h,TOL_0.20,LONDON_TO_NEWYORK,august,BULL,0,0,3,0.375
1h,TOL_0.20,LONDON_TO_NEWYORK,august,BULL,0,1,1,0.125
1h,TOL_0.20,LONDON_TO_NEWYORK,august,BULL,1,0,3,0.375
1h,TOL_0.20,LONDON_TO_NEWYORK,august,BULL,1,1,1,0.125
1h,TOL_0.20,LONDON_TO_NEWYORK,august,NO_BREAK,1,0,1,0.5
1h,TOL_0.20,LONDON_TO_NEWYORK,august,NO_BREAK,1,1,1,0.5
1h,TOL_0.20,LONDON_TO_NEWYORK,development,BEAR,0,0,165,0.4954954954954955
1h,TOL_0.20,LONDON_TO_NEWYORK,development,BEAR,0,1,78,0.23423423423423423
1h,TOL_0.20,LONDON_TO_NEWYORK,development,BEAR,0,2,4,0.012012012012012012
1h,TOL_0.20,LONDON_TO_NEWYORK,development,BEAR,1,0,23,0.06906906906906907
1h,TOL_0.20,LONDON_TO_NEWYORK,development,BEAR,1,1,57,0.17117117117117117
1h,TOL_0.20,LONDON_TO_NEWYORK,development,BEAR,1,2,4,0.012012012012012012
1h,TOL_0.20,LONDON_TO_NEWYORK,development,BEAR,2,0,1,0.003003003003003003
1h,TOL_0.20,LONDON_TO_NEWYORK,development,BEAR,2,1,1,0.003003003003003003
1h,TOL_0.20,LONDON_TO_NEWYORK,development,BULL,0,0,136,0.4657534246575342
1h,TOL_0.20,LONDON_TO_NEWYORK,development,BULL,0,1,26,0.08904109589041095
1h,TOL_0.20,LONDON_TO_NEWYORK,development,BULL,1,0,68,0.2328767123287671
1h,TOL_0.20,LONDON_TO_NEWYORK,development,BULL,1,1,47,0.16095890410958905
1h,TOL_0.20,LONDON_TO_NEWYORK,development,BULL,1,2,1,0.003424657534246575
1h,TOL_0.20,LONDON_TO_NEWYORK,development,BULL,2,0,8,0.0273972602739726
1h,TOL_0.20,LONDON_TO_NEWYORK,development,BULL,2,1,6,0.02054794520547945
1h,TOL_0.20,LONDON_TO_NEWYORK,development,NO_BREAK,0,0,20,0.12738853503184713
1h,TOL_0.20,LONDON_TO_NEWYORK,development,NO_BREAK,0,1,23,0.1464968152866242
1h,TOL_0.20,LONDON_TO_NEWYORK,development,NO_BREAK,0,2,14,0.08917197452229299
1h,TOL_0.20,LONDON_TO_NEWYORK,development,NO_BREAK,0,3,1,0.006369426751592357
1h,TOL_0.20,LONDON_TO_NEWYORK,development,NO_BREAK,1,0,30,0.1910828025477707
1h,TOL_0.20,LONDON_TO_NEWYORK,development,NO_BREAK,1,1,31,0.19745222929936307
1h,TOL_0.20,LONDON_TO_NEWYORK,development,NO_BREAK,1,2,9,0.05732484076433121
1h,TOL_0.20,LONDON_TO_NEWYORK,development,NO_BREAK,1,3,1,0.006369426751592357
1h,TOL_0.20,LONDON_TO_NEWYORK,development,NO_BREAK,2,0,17,0.10828025477707007
1h,TOL_0.20,LONDON_TO_NEWYORK,development,NO_BREAK,2,1,4,0.025477707006369428
1h,TOL_0.20,LONDON_TO_NEWYORK,development,NO_BREAK,2,2,6,0.03821656050955414
1h,TOL_0.20,LONDON_TO_NEWYORK,development,NO_BREAK,3,1,1,0.006369426751592357
1h,TOL_0.20,LONDON_TO_NEWYORK,external,BEAR,0,0,74,0.49333333333333335
1h,TOL_0.20,LONDON_TO_NEWYORK,external,BEAR,0,1,48,0.32
1h,TOL_0.20,LONDON_TO_NEWYORK,external,BEAR,0,2,3,0.02
1h,TOL_0.20,LONDON_TO_NEWYORK,external,BEAR,1,0,13,0.08666666666666667
1h,TOL_0.20,LONDON_TO_NEWYORK,external,BEAR,1,1,12,0.08
1h,TOL_0.20,LONDON_TO_NEWYORK,external,BULL,0,0,97,0.485
1h,TOL_0.20,LONDON_TO_NEWYORK,external,BULL,0,1,4,0.02
1h,TOL_0.20,LONDON_TO_NEWYORK,external,BULL,1,0,80,0.4
1h,TOL_0.20,LONDON_TO_NEWYORK,external,BULL,1,1,11,0.055
1h,TOL_0.20,LONDON_TO_NEWYORK,external,BULL,2,0,5,0.025
1h,TOL_0.20,LONDON_TO_NEWYORK,external,BULL,2,1,3,0.015
1h,TOL_0.20,LONDON_TO_NEWYORK,external,NO_BREAK,0,0,63,0.36416184971098264
1h,TOL_0.20,LONDON_TO_NEWYORK,external,NO_BREAK,0,1,31,0.1791907514450867
1h,TOL_0.20,LONDON_TO_NEWYORK,external,NO_BREAK,0,2,10,0.057803468208092484
1h,TOL_0.20,LONDON_TO_NEWYORK,external,NO_BREAK,0,3,1,0.005780346820809248
1h,TOL_0.20,LONDON_TO_NEWYORK,external,NO_BREAK,1,0,37,0.2138728323699422
1h,TOL_0.20,LONDON_TO_NEWYORK,external,NO_BREAK,1,1,8,0.046242774566473986
1h,TOL_0.20,LONDON_TO_NEWYORK,external,NO_BREAK,1,2,8,0.046242774566473986
1h,TOL_0.20,LONDON_TO_NEWYORK,external,NO_BREAK,2,0,11,0.06358381502890173
1h,TOL_0.20,LONDON_TO_NEWYORK,external,NO_BREAK,2,1,2,0.011560693641618497
1h,TOL_0.20,LONDON_TO_NEWYORK,external,NO_BREAK,2,2,1,0.005780346820809248
1h,TOL_0.20,LONDON_TO_NEWYORK,external,NO_BREAK,3,1,1,0.005780346820809248
1h,TOL_0.20,LONDON_TO_NEWYORK,reference_validation,BEAR,0,0,94,0.4973544973544973
1h,TOL_0.20,LONDON_TO_NEWYORK,reference_validation,BEAR,0,1,44,0.2328042328042328
1h,TOL_0.20,LONDON_TO_NEWYORK,reference_validation,BEAR,0,2,1,0.005291005291005291
1h,TOL_0.20,LONDON_TO_NEWYORK,reference_validation,BEAR,1,0,10,0.05291005291005291
1h,TOL_0.20,LONDON_TO_NEWYORK,reference_validation,BEAR,1,1,35,0.18518518518518517
1h,TOL_0.20,LONDON_TO_NEWYORK,reference_validation,BEAR,1,2,4,0.021164021164021163
1h,TOL_0.20,LONDON_TO_NEWYORK,reference_validation,BEAR,2,1,1,0.005291005291005291
1h,TOL_0.20,LONDON_TO_NEWYORK,reference_validation,BULL,0,0,70,0.4
1h,TOL_0.20,LONDON_TO_NEWYORK,reference_validation,BULL,0,1,11,0.06285714285714286
1h,TOL_0.20,LONDON_TO_NEWYORK,reference_validation,BULL,0,2,1,0.005714285714285714
1h,TOL_0.20,LONDON_TO_NEWYORK,reference_validation,BULL,1,0,49,0.28
1h,TOL_0.20,LONDON_TO_NEWYORK,reference_validation,BULL,1,1,30,0.17142857142857143
1h,TOL_0.20,LONDON_TO_NEWYORK,reference_validation,BULL,1,2,3,0.017142857142857144
1h,TOL_0.20,LONDON_TO_NEWYORK,reference_validation,BULL,2,0,2,0.011428571428571429
1h,TOL_0.20,LONDON_TO_NEWYORK,reference_validation,BULL,2,1,6,0.03428571428571429
1h,TOL_0.20,LONDON_TO_NEWYORK,reference_validation,BULL,2,2,2,0.011428571428571429
1h,TOL_0.20,LONDON_TO_NEWYORK,reference_validation,BULL,3,1,1,0.005714285714285714
1h,TOL_0.20,LONDON_TO_NEWYORK,reference_validation,NO_BREAK,0,0,3,0.06382978723404255
1h,TOL_0.20,LONDON_TO_NEWYORK,reference_validation,NO_BREAK,0,1,10,0.2127659574468085
1h,TOL_0.20,LONDON_TO_NEWYORK,reference_validation,NO_BREAK,0,2,1,0.02127659574468085
1h,TOL_0.20,LONDON_TO_NEWYORK,reference_validation,NO_BREAK,1,0,9,0.19148936170212766
1h,TOL_0.20,LONDON_TO_NEWYORK,reference_validation,NO_BREAK,1,1,10,0.2127659574468085
1h,TOL_0.20,LONDON_TO_NEWYORK,reference_validation,NO_BREAK,1,2,6,0.1276595744680851
1h,TOL_0.20,LONDON_TO_NEWYORK,reference_validation,NO_BREAK,2,0,3,0.06382978723404255
1h,TOL_0.20,LONDON_TO_NEWYORK,reference_validation,NO_BREAK,2,1,2,0.0425531914893617
1h,TOL_0.20,LONDON_TO_NEWYORK,reference_validation,NO_BREAK,2,2,3,0.06382978723404255
