tf,partition,transition,date_utc,previous_session_high,previous_session_low,midpoint,active_session_start,active_session_end,status,side,signal_level,signal_k,signal_bar_start,signal_ts,setup_status,filled,entry_ts,entry_px,stop_px,target_px,exit_ts,exit_px,exit_reason,gross_return,net_pnl_usd,hold_minutes
1h,external,ASIA_TO_LONDON,2021-01-29,34380.0,31960.0,33170.0,2021-01-29 08:00:00+00:00,2021-01-29 13:30:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
1h,external,LONDON_TO_NEWYORK,2021-01-29,38356.98,32040.54,35198.76,2021-01-29 13:30:00+00:00,2021-01-29 20:00:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
1h,external,ASIA_TO_LONDON,2021-02-01,34484.1,32322.47,33403.285,2021-02-01 08:00:00+00:00,2021-02-01 13:30:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
1h,external,LONDON_TO_NEWYORK,2021-02-01,34720.0,33608.0,34164.0,2021-02-01 13:30:00+00:00,2021-02-01 20:00:00+00:00,,SHORT,LOW,,2021-02-01 13:45:00+00:00,2021-02-01 13:50:00+00:00,SIGNAL,False,,,34720.0,33608.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,ASIA_TO_LONDON,2021-02-02,34455.0,33450.0,33952.5,2021-02-02 08:00:00+00:00,2021-02-02 13:30:00+00:00,,LONG,HIGH,,2021-02-02 08:00:00+00:00,2021-02-02 08:05:00+00:00,SIGNAL,False,,,33450.0,34455.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,LONDON_TO_NEWYORK,2021-02-02,35720.0,34150.0,34935.0,2021-02-02 13:30:00+00:00,2021-02-02 20:00:00+00:00,,LONG,HIGH,,2021-02-02 19:50:00+00:00,2021-02-02 19:55:00+00:00,SIGNAL,False,,,34150.0,35720.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,ASIA_TO_LONDON,2021-02-03,36915.06,35410.0,36162.53,2021-02-03 08:00:00+00:00,2021-02-03 13:30:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
1h,external,LONDON_TO_NEWYORK,2021-02-03,36776.89,35598.79,36187.84,2021-02-03 13:30:00+00:00,2021-02-03 20:00:00+00:00,,LONG,HIGH,,2021-02-03 13:30:00+00:00,2021-02-03 13:35:00+00:00,SIGNAL,False,,,35598.79,36776.89,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,ASIA_TO_LONDON,2021-02-04,38388.73,37370.0,37879.365000000005,2021-02-04 08:00:00+00:00,2021-02-04 13:30:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
1h,external,LONDON_TO_NEWYORK,2021-02-04,38833.0,36800.0,37816.5,2021-02-04 13:30:00+00:00,2021-02-04 20:00:00+00:00,,SHORT,LOW,,2021-02-04 14:45:00+00:00,2021-02-04 14:50:00+00:00,SIGNAL,False,,,38833.0,36800.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,ASIA_TO_LONDON,2021-02-05,37780.0,36586.68,37183.34,2021-02-05 08:00:00+00:00,2021-02-05 13:30:00+00:00,,LONG,HIGH,,2021-02-05 08:00:00+00:00,2021-02-05 08:05:00+00:00,SIGNAL,False,,,36586.68,37780.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,LONDON_TO_NEWYORK,2021-02-05,38219.0,37242.67,37730.835,2021-02-05 13:30:00+00:00,2021-02-05 20:00:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
1h,external,ASIA_TO_LONDON,2021-02-08,39450.0,38037.0,38743.5,2021-02-08 08:00:00+00:00,2021-02-08 13:30:00+00:00,,LONG,HIGH,,2021-02-08 08:00:00+00:00,2021-02-08 08:05:00+00:00,SIGNAL,False,,,38037.0,39450.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,LONDON_TO_NEWYORK,2021-02-08,45063.24,38920.38,41991.81,2021-02-08 13:30:00+00:00,2021-02-08 20:00:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
1h,external,ASIA_TO_LONDON,2021-02-09,48266.36,45617.57,46941.965,2021-02-09 08:00:00+00:00,2021-02-09 13:30:00+00:00,,SHORT,LOW,,2021-02-09 10:55:00+00:00,2021-02-09 11:00:00+00:00,SIGNAL,False,,,48266.36,45617.57,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,LONDON_TO_NEWYORK,2021-02-09,48164.15,45057.65,46610.9,2021-02-09 13:30:00+00:00,2021-02-09 20:00:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
1h,external,ASIA_TO_LONDON,2021-02-10,47100.0,45690.0,46395.0,2021-02-10 08:00:00+00:00,2021-02-10 13:30:00+00:00,,LONG,HIGH,,2021-02-10 09:15:00+00:00,2021-02-10 09:20:00+00:00,SIGNAL,False,,,45690.0,47100.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,LONDON_TO_NEWYORK,2021-02-10,47475.0,44427.55,45951.275,2021-02-10 13:30:00+00:00,2021-02-10 20:00:00+00:00,,SHORT,LOW,,2021-02-10 15:10:00+00:00,2021-02-10 15:15:00+00:00,SIGNAL,False,,,47475.0,44427.55,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,ASIA_TO_LONDON,2021-02-11,45781.83,44038.97,44910.4,2021-02-11 08:00:00+00:00,2021-02-11 13:30:00+00:00,,LONG,HIGH,,2021-02-11 10:00:00+00:00,2021-02-11 10:05:00+00:00,SIGNAL,False,,,44038.97,45781.83,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,LONDON_TO_NEWYORK,2021-02-11,48720.0,44555.43,46637.715,2021-02-11 13:30:00+00:00,2021-02-11 20:00:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
1h,external,ASIA_TO_LONDON,2021-02-12,49278.98,46817.47,48048.225000000006,2021-02-12 08:00:00+00:00,2021-02-12 13:30:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
1h,external,LONDON_TO_NEWYORK,2021-02-12,48273.0,47100.0,47686.5,2021-02-12 13:30:00+00:00,2021-02-12 20:00:00+00:00,,SHORT,LOW,,2021-02-12 14:30:00+00:00,2021-02-12 14:35:00+00:00,SIGNAL,False,,,48273.0,47100.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,ASIA_TO_LONDON,2021-02-15,49100.0,45349.21,47224.604999999996,2021-02-15 08:00:00+00:00,2021-02-15 13:30:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
1h,external,LONDON_TO_NEWYORK,2021-02-15,48308.0,47164.01,47736.005000000005,2021-02-15 13:30:00+00:00,2021-02-15 20:00:00+00:00,SIGNAL,LONG,HIGH,6.0,2021-02-15 14:00:00+00:00,2021-02-15 14:05:00+00:00,SIGNAL,True,2021-02-15 14:30:00+00:00,47736.005000000005,47164.01,48308.0,2021-02-15 16:15:00+00:00,48308.0,TP_RANGE_EDGE,0.01198246480827203,5.591232404136015,105.0
1h,external,ASIA_TO_LONDON,2021-02-16,50298.0,47101.02,48699.509999999995,2021-02-16 08:00:00+00:00,2021-02-16 13:30:00+00:00,,LONG,HIGH,,2021-02-16 12:25:00+00:00,2021-02-16 12:30:00+00:00,SIGNAL,False,,,47101.02,50298.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,LONDON_TO_NEWYORK,2021-02-16,50953.44,48331.82,49642.630000000005,2021-02-16 13:30:00+00:00,2021-02-16 20:00:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
1h,external,ASIA_TO_LONDON,2021-02-17,51400.0,49029.62,50214.81,2021-02-17 08:00:00+00:00,2021-02-17 13:30:00+00:00,,LONG,HIGH,,2021-02-17 08:00:00+00:00,2021-02-17 08:05:00+00:00,SIGNAL,False,,,49029.62,51400.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,LONDON_TO_NEWYORK,2021-02-17,51806.46,50666.0,51236.229999999996,2021-02-17 13:30:00+00:00,2021-02-17 20:00:00+00:00,SIGNAL,SHORT,LOW,0.0,2021-02-17 13:30:00+00:00,2021-02-17 13:35:00+00:00,SIGNAL,True,2021-02-17 13:55:00+00:00,51236.229999999996,51806.46,50666.0,2021-02-17 18:15:00+00:00,51806.46,SL_RANGE_EDGE,-0.011129429312031869,-5.964714656015935,260.0
1h,external,ASIA_TO_LONDON,2021-02-18,52640.0,51355.0,51997.5,2021-02-18 08:00:00+00:00,2021-02-18 13:30:00+00:00,,SHORT,LOW,,2021-02-18 11:35:00+00:00,2021-02-18 11:40:00+00:00,SIGNAL,False,,,52640.0,51355.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,LONDON_TO_NEWYORK,2021-02-18,52301.86,50948.0,51624.93,2021-02-18 13:30:00+00:00,2021-02-18 20:00:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
1h,external,ASIA_TO_LONDON,2021-02-19,52035.65,50800.0,51417.825,2021-02-19 08:00:00+00:00,2021-02-19 13:30:00+00:00,,LONG,HIGH,,2021-02-19 08:00:00+00:00,2021-02-19 08:05:00+00:00,SIGNAL,False,,,50800.0,52035.65,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,LONDON_TO_NEWYORK,2021-02-19,53135.0,51808.11,52471.555,2021-02-19 13:30:00+00:00,2021-02-19 20:00:00+00:00,,LONG,HIGH,,2021-02-19 14:00:00+00:00,2021-02-19 14:05:00+00:00,SIGNAL,False,,,51808.11,53135.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,ASIA_TO_LONDON,2021-02-22,57591.87,55200.0,56395.935,2021-02-22 08:00:00+00:00,2021-02-22 13:30:00+00:00,,SHORT,LOW,,2021-02-22 09:35:00+00:00,2021-02-22 09:40:00+00:00,SIGNAL,False,,,57591.87,55200.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,LONDON_TO_NEWYORK,2021-02-22,56699.0,52750.0,54724.5,2021-02-22 13:30:00+00:00,2021-02-22 20:00:00+00:00,,SHORT,LOW,,2021-02-22 13:30:00+00:00,2021-02-22 13:35:00+00:00,SIGNAL,False,,,56699.0,52750.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,ASIA_TO_LONDON,2021-02-23,54260.12,48600.0,51430.06,2021-02-23 08:00:00+00:00,2021-02-23 13:30:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
1h,external,LONDON_TO_NEWYORK,2021-02-23,50061.62,44893.82,47477.72,2021-02-23 13:30:00+00:00,2021-02-23 20:00:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
1h,external,ASIA_TO_LONDON,2021-02-24,51380.0,47000.0,49190.0,2021-02-24 08:00:00+00:00,2021-02-24 13:30:00+00:00,,LONG,HIGH,,2021-02-24 09:40:00+00:00,2021-02-24 09:45:00+00:00,SIGNAL,False,,,47000.0,51380.0,,,NO_FILL_MIDPOINT,,,
1h,external,LONDON_TO_NEWYORK,2021-02-24,51435.58,49500.0,50467.79,2021-02-24 13:30:00+00:00,2021-02-24 20:00:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
1h,external,ASIA_TO_LONDON,2021-02-25,50932.1,49550.45,50241.274999999994,2021-02-25 08:00:00+00:00,2021-02-25 13:30:00+00:00,,SHORT,LOW,,2021-02-25 08:55:00+00:00,2021-02-25 09:00:00+00:00,SIGNAL,False,,,50932.1,49550.45,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,LONDON_TO_NEWYORK,2021-02-25,52134.96,48578.67,50356.815,2021-02-25 13:30:00+00:00,2021-02-25 20:00:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
1h,external,ASIA_TO_LONDON,2021-02-26,47830.0,44100.0,45965.0,2021-02-26 08:00:00+00:00,2021-02-26 13:30:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
1h,external,LONDON_TO_NEWYORK,2021-02-26,47289.74,44944.0,46116.869999999995,2021-02-26 13:30:00+00:00,2021-02-26 20:00:00+00:00,,LONG,HIGH,,2021-02-26 14:30:00+00:00,2021-02-26 14:35:00+00:00,SIGNAL,False,,,44944.0,47289.74,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,ASIA_TO_LONDON,2021-03-01,46836.16,44972.49,45904.325,2021-03-01 08:00:00+00:00,2021-03-01 13:30:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
1h,external,LONDON_TO_NEWYORK,2021-03-01,48448.63,46287.32,47367.975,2021-03-01 13:30:00+00:00,2021-03-01 20:00:00+00:00,,LONG,HIGH,,2021-03-01 14:30:00+00:00,2021-03-01 14:35:00+00:00,SIGNAL,False,,,46287.32,48448.63,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,ASIA_TO_LONDON,2021-03-02,50221.77,48310.97,49266.369999999995,2021-03-02 08:00:00+00:00,2021-03-02 13:30:00+00:00,SIGNAL,SHORT,LOW,0.0,2021-03-02 08:00:00+00:00,2021-03-02 08:05:00+00:00,SIGNAL,True,2021-03-02 09:40:00+00:00,49266.369999999995,50221.77,48310.97,2021-03-02 13:30:00+00:00,49063.2,TIME_EXIT_SESSION_END,0.004123908459259251,1.6619542296296257,230.0
1h,external,LONDON_TO_NEWYORK,2021-03-02,49292.34,48287.11,48789.725,2021-03-02 13:30:00+00:00,2021-03-02 20:00:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
1h,external,ASIA_TO_LONDON,2021-03-03,49956.0,48110.66,49033.33,2021-03-03 08:00:00+00:00,2021-03-03 13:30:00+00:00,,LONG,HIGH,,2021-03-03 08:00:00+00:00,2021-03-03 08:05:00+00:00,SIGNAL,False,,,48110.66,49956.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,LONDON_TO_NEWYORK,2021-03-03,52681.51,49754.32,51217.915,2021-03-03 13:30:00+00:00,2021-03-03 20:00:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
1h,external,ASIA_TO_LONDON,2021-03-04,51800.0,49070.0,50435.0,2021-03-04 08:00:00+00:00,2021-03-04 13:30:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
1h,external,LONDON_TO_NEWYORK,2021-03-04,50765.66,48550.0,49657.83,2021-03-04 13:30:00+00:00,2021-03-04 20:00:00+00:00,,SHORT,LOW,,2021-03-04 17:50:00+00:00,2021-03-04 17:55:00+00:00,SIGNAL,False,,,50765.66,48550.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,ASIA_TO_LONDON,2021-03-05,48404.52,46320.0,47362.259999999995,2021-03-05 08:00:00+00:00,2021-03-05 13:30:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
1h,external,LONDON_TO_NEWYORK,2021-03-05,48180.4,46421.42,47300.91,2021-03-05 13:30:00+00:00,2021-03-05 20:00:00+00:00,,LONG,HIGH,,2021-03-05 13:30:00+00:00,2021-03-05 13:35:00+00:00,SIGNAL,False,,,46421.42,48180.4,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,ASIA_TO_LONDON,2021-03-08,51870.36,49550.0,50710.18,2021-03-08 08:00:00+00:00,2021-03-08 13:30:00+00:00,,SHORT,LOW,,2021-03-08 08:00:00+00:00,2021-03-08 08:05:00+00:00,SIGNAL,False,,,51870.36,49550.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,LONDON_TO_NEWYORK,2021-03-08,50952.45,49310.0,50131.225,2021-03-08 13:30:00+00:00,2021-03-08 20:00:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
1h,external,ASIA_TO_LONDON,2021-03-09,54500.0,51880.0,53190.0,2021-03-09 08:00:00+00:00,2021-03-09 13:30:00+00:00,,LONG,HIGH,,2021-03-09 10:05:00+00:00,2021-03-09 10:10:00+00:00,SIGNAL,False,,,51880.0,54500.0,,,NO_FILL_MIDPOINT,,,
1h,external,LONDON_TO_NEWYORK,2021-03-09,54422.37,53322.85,53872.61,2021-03-09 13:30:00+00:00,2021-03-09 20:00:00+00:00,,LONG,HIGH,,2021-03-09 13:35:00+00:00,2021-03-09 13:40:00+00:00,SIGNAL,False,,,53322.85,54422.37,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,ASIA_TO_LONDON,2021-03-10,55890.0,53061.0,54475.5,2021-03-10 08:00:00+00:00,2021-03-10 13:30:00+00:00,,LONG,HIGH,,2021-03-10 13:20:00+00:00,2021-03-10 13:25:00+00:00,SIGNAL,False,,,53061.0,55890.0,,,NO_FILL_MIDPOINT,,,
1h,external,LONDON_TO_NEWYORK,2021-03-10,55786.94,54076.47,54931.705,2021-03-10 13:30:00+00:00,2021-03-10 20:00:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
1h,external,ASIA_TO_LONDON,2021-03-11,56604.75,55050.0,55827.375,2021-03-11 08:00:00+00:00,2021-03-11 13:30:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
1h,external,LONDON_TO_NEWYORK,2021-03-11,56925.07,54356.44,55640.755000000005,2021-03-11 13:30:00+00:00,2021-03-11 20:00:00+00:00,,LONG,HIGH,,2021-03-11 13:45:00+00:00,2021-03-11 13:50:00+00:00,SIGNAL,False,,,54356.44,56925.07,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,ASIA_TO_LONDON,2021-03-12,58186.33,56400.0,57293.165,2021-03-12 08:00:00+00:00,2021-03-12 13:30:00+00:00,,SHORT,LOW,,2021-03-12 08:00:00+00:00,2021-03-12 08:05:00+00:00,SIGNAL,False,,,58186.33,56400.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,LONDON_TO_NEWYORK,2021-03-12,57159.36,55074.3,56116.83,2021-03-12 13:30:00+00:00,2021-03-12 20:00:00+00:00,,LONG,HIGH,,2021-03-12 15:45:00+00:00,2021-03-12 15:50:00+00:00,SIGNAL,False,,,55074.3,57159.36,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,ASIA_TO_LONDON,2021-03-15,60740.0,57210.0,58975.0,2021-03-15 08:00:00+00:00,2021-03-15 13:30:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
1h,external,LONDON_TO_NEWYORK,2021-03-15,58437.85,54517.28,56477.565,2021-03-15 13:30:00+00:00,2021-03-15 20:00:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
1h,external,ASIA_TO_LONDON,2021-03-16,56115.0,53335.0,54725.0,2021-03-16 08:00:00+00:00,2021-03-16 13:30:00+00:00,,LONG,HIGH,,2021-03-16 08:15:00+00:00,2021-03-16 08:20:00+00:00,SIGNAL,False,,,53335.0,56115.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,LONDON_TO_NEWYORK,2021-03-16,56446.64,54700.0,55573.32,2021-03-16 13:30:00+00:00,2021-03-16 20:00:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
1h,external,ASIA_TO_LONDON,2021-03-17,57238.0,55216.28,56227.14,2021-03-17 08:00:00+00:00,2021-03-17 13:30:00+00:00,,SHORT,LOW,,2021-03-17 09:30:00+00:00,2021-03-17 09:35:00+00:00,SIGNAL,False,,,57238.0,55216.28,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,LONDON_TO_NEWYORK,2021-03-17,56109.14,54154.93,55132.035,2021-03-17 13:30:00+00:00,2021-03-17 20:00:00+00:00,,LONG,HIGH,,2021-03-17 18:00:00+00:00,2021-03-17 18:05:00+00:00,SIGNAL,False,,,54154.93,56109.14,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,ASIA_TO_LONDON,2021-03-18,59615.0,58165.63,58890.315,2021-03-18 08:00:00+00:00,2021-03-18 13:30:00+00:00,,SHORT,LOW,,2021-03-18 08:20:00+00:00,2021-03-18 08:25:00+00:00,SIGNAL,False,,,59615.0,58165.63,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,LONDON_TO_NEWYORK,2021-03-18,58726.81,57650.0,58188.405,2021-03-18 13:30:00+00:00,2021-03-18 20:00:00+00:00,SIGNAL,SHORT,LOW,8.0,2021-03-18 14:10:00+00:00,2021-03-18 14:15:00+00:00,SIGNAL,True,2021-03-18 15:20:00+00:00,58188.405,58726.81,57650.0,2021-03-18 15:30:00+00:00,58726.81,SL_RANGE_EDGE,-0.009252788420648361,-5.026394210324181,10.0
1h,external,ASIA_TO_LONDON,2021-03-19,58555.0,56301.27,57428.134999999995,2021-03-19 08:00:00+00:00,2021-03-19 13:30:00+00:00,,LONG,HIGH,,2021-03-19 08:10:00+00:00,2021-03-19 08:15:00+00:00,SIGNAL,False,,,56301.27,58555.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,LONDON_TO_NEWYORK,2021-03-19,59300.0,57520.0,58410.0,2021-03-19 13:30:00+00:00,2021-03-19 20:00:00+00:00,SIGNAL,LONG,HIGH,26.0,2021-03-19 15:40:00+00:00,2021-03-19 15:45:00+00:00,SIGNAL,True,2021-03-19 18:15:00+00:00,58410.0,57520.0,59300.0,2021-03-19 20:00:00+00:00,58875.65,TIME_EXIT_SESSION_END,0.007972093819551551,3.5860469097757757,105.0
1h,external,ASIA_TO_LONDON,2021-03-22,57950.0,56329.98,57139.990000000005,2021-03-22 08:00:00+00:00,2021-03-22 13:30:00+00:00,,LONG,HIGH,,2021-03-22 10:05:00+00:00,2021-03-22 10:10:00+00:00,SIGNAL,False,,,56329.98,57950.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,LONDON_TO_NEWYORK,2021-03-22,58500.0,56910.0,57705.0,2021-03-22 13:30:00+00:00,2021-03-22 20:00:00+00:00,,SHORT,LOW,,2021-03-22 13:35:00+00:00,2021-03-22 13:40:00+00:00,SIGNAL,False,,,58500.0,56910.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,ASIA_TO_LONDON,2021-03-23,55354.69,52981.4,54168.045,2021-03-23 08:00:00+00:00,2021-03-23 13:30:00+00:00,,LONG,HIGH,,2021-03-23 12:25:00+00:00,2021-03-23 12:30:00+00:00,SIGNAL,False,,,52981.4,55354.69,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,LONDON_TO_NEWYORK,2021-03-23,55389.98,53877.0,54633.490000000005,2021-03-23 13:30:00+00:00,2021-03-23 20:00:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
1h,external,ASIA_TO_LONDON,2021-03-24,55665.06,53600.0,54632.53,2021-03-24 08:00:00+00:00,2021-03-24 13:30:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
1h,external,LONDON_TO_NEWYORK,2021-03-24,57080.0,55484.69,56282.345,2021-03-24 13:30:00+00:00,2021-03-24 20:00:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
1h,external,ASIA_TO_LONDON,2021-03-25,53255.2,51500.0,52377.6,2021-03-25 08:00:00+00:00,2021-03-25 13:30:00+00:00,SIGNAL,LONG,HIGH,36.0,2021-03-25 11:00:00+00:00,2021-03-25 11:05:00+00:00,SIGNAL,True,2021-03-25 11:45:00+00:00,52377.6,51500.0,53255.2,2021-03-25 12:10:00+00:00,51500.0,SL_RANGE_EDGE,-0.016755254154447674,-8.777627077223837,25.0
1h,external,LONDON_TO_NEWYORK,2021-03-25,53160.2,50452.08,51806.14,2021-03-25 13:30:00+00:00,2021-03-25 20:00:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
1h,external,ASIA_TO_LONDON,2021-03-26,53600.0,51260.0,52430.0,2021-03-26 08:00:00+00:00,2021-03-26 13:30:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
1h,external,LONDON_TO_NEWYORK,2021-03-26,53850.0,52550.0,53200.0,2021-03-26 13:30:00+00:00,2021-03-26 20:00:00+00:00,,LONG,HIGH,,2021-03-26 16:20:00+00:00,2021-03-26 16:25:00+00:00,SIGNAL,False,,,52550.0,53850.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,ASIA_TO_LONDON,2021-03-29,56200.0,54931.15,55565.575,2021-03-29 08:00:00+00:00,2021-03-29 13:30:00+00:00,,LONG,HIGH,,2021-03-29 08:05:00+00:00,2021-03-29 08:10:00+00:00,SIGNAL,False,,,54931.15,56200.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,LONDON_TO_NEWYORK,2021-03-29,58490.11,55942.99,57216.55,2021-03-29 13:30:00+00:00,2021-03-29 20:00:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
1h,external,ASIA_TO_LONDON,2021-03-30,58350.0,57110.0,57730.0,2021-03-30 08:00:00+00:00,2021-03-30 13:30:00+00:00,,LONG,HIGH,,2021-03-30 08:00:00+00:00,2021-03-30 08:05:00+00:00,SIGNAL,False,,,57110.0,58350.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,LONDON_TO_NEWYORK,2021-03-30,59560.0,57772.0,58666.0,2021-03-30 13:30:00+00:00,2021-03-30 20:00:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
1h,external,ASIA_TO_LONDON,2021-03-31,59920.0,57400.0,58660.0,2021-03-31 08:00:00+00:00,2021-03-31 13:30:00+00:00,SIGNAL,SHORT,LOW,1.0,2021-03-31 08:05:00+00:00,2021-03-31 08:10:00+00:00,SIGNAL,True,2021-03-31 13:25:00+00:00,58660.0,59920.0,57400.0,2021-03-31 13:30:00+00:00,58537.01,TIME_EXIT_SESSION_END,0.0020966587112171142,0.6483293556085571,5.0
1h,external,LONDON_TO_NEWYORK,2021-03-31,58663.41,56812.0,57737.705,2021-03-31 13:30:00+00:00,2021-03-31 20:00:00+00:00,,LONG,HIGH,,2021-03-31 13:30:00+00:00,2021-03-31 13:35:00+00:00,SIGNAL,False,,,56812.0,58663.41,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,ASIA_TO_LONDON,2021-04-01,59427.21,58552.86,58990.035,2021-04-01 08:00:00+00:00,2021-04-01 13:30:00+00:00,SIGNAL,LONG,HIGH,4.0,2021-04-01 08:20:00+00:00,2021-04-01 08:25:00+00:00,SIGNAL,True,2021-04-01 08:50:00+00:00,58990.035,58552.86,59427.21,2021-04-01 11:00:00+00:00,58552.86,SL_RANGE_EDGE,-0.007410997467623193,-4.105498733811596,130.0
1h,external,LONDON_TO_NEWYORK,2021-04-01,59592.22,58150.0,58871.11,2021-04-01 13:30:00+00:00,2021-04-01 20:00:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
1h,external,ASIA_TO_LONDON,2021-04-02,60397.85,58520.0,59458.925,2021-04-02 08:00:00+00:00,2021-04-02 13:30:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
