tf,partition,transition,date_utc,previous_session_high,previous_session_low,midpoint,active_session_start,active_session_end,status,side,signal_level,signal_k,signal_bar_start,signal_ts,setup_status,filled,entry_ts,entry_px,stop_px,target_px,exit_ts,exit_px,exit_reason,gross_return,net_pnl_usd,hold_minutes
1h,external,ASIA_TO_LONDON,2020-11-27,17465.0,17024.2,17244.6,2020-11-27 08:00:00+00:00,2020-11-27 13:30:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
1h,external,LONDON_TO_NEWYORK,2020-11-27,17222.0,16623.98,16922.989999999998,2020-11-27 13:30:00+00:00,2020-11-27 20:00:00+00:00,,SHORT,LOW,,2020-11-27 15:05:00+00:00,2020-11-27 15:10:00+00:00,SIGNAL,False,,,17222.0,16623.98,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,ASIA_TO_LONDON,2020-11-30,18691.0,18178.82,18434.91,2020-11-30 08:00:00+00:00,2020-11-30 13:30:00+00:00,,LONG,HIGH,,2020-11-30 11:15:00+00:00,2020-11-30 11:20:00+00:00,SIGNAL,False,,,18178.82,18691.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,LONDON_TO_NEWYORK,2020-11-30,18935.0,18336.48,18635.739999999998,2020-11-30 13:30:00+00:00,2020-11-30 20:00:00+00:00,,LONG,HIGH,,2020-11-30 13:30:00+00:00,2020-11-30 13:35:00+00:00,SIGNAL,False,,,18336.48,18935.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,ASIA_TO_LONDON,2020-12-01,19749.98,19301.0,19525.489999999998,2020-12-01 08:00:00+00:00,2020-12-01 13:30:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
1h,external,LONDON_TO_NEWYORK,2020-12-01,19956.0,18050.0,19003.0,2020-12-01 13:30:00+00:00,2020-12-01 20:00:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
1h,external,ASIA_TO_LONDON,2020-12-02,19154.79,18329.58,18742.185,2020-12-02 08:00:00+00:00,2020-12-02 13:30:00+00:00,,LONG,HIGH,,2020-12-02 08:00:00+00:00,2020-12-02 08:05:00+00:00,SIGNAL,False,,,18329.58,19154.79,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,LONDON_TO_NEWYORK,2020-12-02,19365.0,18800.0,19082.5,2020-12-02 13:30:00+00:00,2020-12-02 20:00:00+00:00,,SHORT,LOW,,2020-12-02 15:00:00+00:00,2020-12-02 15:05:00+00:00,SIGNAL,False,,,19365.0,18800.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,ASIA_TO_LONDON,2020-12-03,19314.43,18865.0,19089.715,2020-12-03 08:00:00+00:00,2020-12-03 13:30:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
1h,external,LONDON_TO_NEWYORK,2020-12-03,19485.95,19100.0,19292.975,2020-12-03 13:30:00+00:00,2020-12-03 20:00:00+00:00,,LONG,HIGH,,2020-12-03 15:50:00+00:00,2020-12-03 15:55:00+00:00,SIGNAL,False,,,19100.0,19485.95,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,ASIA_TO_LONDON,2020-12-04,19537.16,19115.0,19326.08,2020-12-04 08:00:00+00:00,2020-12-04 13:30:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
1h,external,LONDON_TO_NEWYORK,2020-12-04,19457.82,18669.13,19063.475,2020-12-04 13:30:00+00:00,2020-12-04 20:00:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
1h,external,ASIA_TO_LONDON,2020-12-07,19446.36,19152.18,19299.27,2020-12-07 08:00:00+00:00,2020-12-07 13:30:00+00:00,,SHORT,LOW,,2020-12-07 09:25:00+00:00,2020-12-07 09:30:00+00:00,SIGNAL,False,,,19446.36,19152.18,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,LONDON_TO_NEWYORK,2020-12-07,19396.61,19100.0,19248.305,2020-12-07 13:30:00+00:00,2020-12-07 20:00:00+00:00,SIGNAL,SHORT,LOW,6.0,2020-12-07 14:00:00+00:00,2020-12-07 14:05:00+00:00,SIGNAL,True,2020-12-07 15:25:00+00:00,19248.305,19396.61,19100.0,2020-12-07 18:15:00+00:00,19100.0,TP_RANGE_EDGE,0.0077048342698227135,3.452417134911357,170.0
1h,external,ASIA_TO_LONDON,2020-12-08,19319.38,19079.64,19199.510000000002,2020-12-08 08:00:00+00:00,2020-12-08 13:30:00+00:00,,SHORT,LOW,,2020-12-08 08:05:00+00:00,2020-12-08 08:10:00+00:00,SIGNAL,False,,,19319.38,19079.64,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,LONDON_TO_NEWYORK,2020-12-08,19177.31,18600.51,18888.91,2020-12-08 13:30:00+00:00,2020-12-08 20:00:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
1h,external,ASIA_TO_LONDON,2020-12-09,18377.74,17850.0,18113.870000000003,2020-12-09 08:00:00+00:00,2020-12-09 13:30:00+00:00,,SHORT,LOW,,2020-12-09 08:00:00+00:00,2020-12-09 08:05:00+00:00,SIGNAL,False,,,18377.74,17850.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,LONDON_TO_NEWYORK,2020-12-09,18380.9,17650.0,18015.45,2020-12-09 13:30:00+00:00,2020-12-09 20:00:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
1h,external,ASIA_TO_LONDON,2020-12-10,18550.0,18280.0,18415.0,2020-12-10 08:00:00+00:00,2020-12-10 13:30:00+00:00,,SHORT,LOW,,2020-12-10 09:35:00+00:00,2020-12-10 09:40:00+00:00,SIGNAL,False,,,18550.0,18280.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,LONDON_TO_NEWYORK,2020-12-10,18487.47,18080.0,18283.735,2020-12-10 13:30:00+00:00,2020-12-10 20:00:00+00:00,,SHORT,LOW,,2020-12-10 13:35:00+00:00,2020-12-10 13:40:00+00:00,SIGNAL,False,,,18487.47,18080.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,ASIA_TO_LONDON,2020-12-11,18290.44,17680.0,17985.22,2020-12-11 08:00:00+00:00,2020-12-11 13:30:00+00:00,,SHORT,LOW,,2020-12-11 10:10:00+00:00,2020-12-11 10:15:00+00:00,SIGNAL,False,,,18290.44,17680.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,LONDON_TO_NEWYORK,2020-12-11,17991.1,17555.0,17773.05,2020-12-11 13:30:00+00:00,2020-12-11 20:00:00+00:00,,LONG,HIGH,,2020-12-11 13:45:00+00:00,2020-12-11 13:50:00+00:00,SIGNAL,False,,,17555.0,17991.1,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,ASIA_TO_LONDON,2020-12-14,19344.48,19004.72,19174.6,2020-12-14 08:00:00+00:00,2020-12-14 13:30:00+00:00,,SHORT,LOW,,2020-12-14 12:15:00+00:00,2020-12-14 12:20:00+00:00,SIGNAL,False,,,19344.48,19004.72,,,NO_FILL_MIDPOINT,,,
1h,external,LONDON_TO_NEWYORK,2020-12-14,19264.9,19026.0,19145.45,2020-12-14 13:30:00+00:00,2020-12-14 20:00:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
1h,external,ASIA_TO_LONDON,2020-12-15,19598.0,19039.64,19318.82,2020-12-15 08:00:00+00:00,2020-12-15 13:30:00+00:00,SIGNAL,SHORT,LOW,15.0,2020-12-15 09:15:00+00:00,2020-12-15 09:20:00+00:00,SIGNAL,True,2020-12-15 10:45:00+00:00,19318.82,19598.0,19039.64,2020-12-15 13:30:00+00:00,19325.59,TIME_EXIT_SESSION_END,-0.0003504354820842437,-0.5752177410421219,165.0
1h,external,LONDON_TO_NEWYORK,2020-12-15,19385.0,19070.0,19227.5,2020-12-15 13:30:00+00:00,2020-12-15 20:00:00+00:00,,LONG,HIGH,,2020-12-15 13:55:00+00:00,2020-12-15 14:00:00+00:00,SIGNAL,False,,,19070.0,19385.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,ASIA_TO_LONDON,2020-12-16,19488.0,19274.55,19381.275,2020-12-16 08:00:00+00:00,2020-12-16 13:30:00+00:00,,LONG,HIGH,,2020-12-16 08:45:00+00:00,2020-12-16 08:50:00+00:00,SIGNAL,False,,,19274.55,19488.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,LONDON_TO_NEWYORK,2020-12-16,19927.16,19370.0,19648.58,2020-12-16 13:30:00+00:00,2020-12-16 20:00:00+00:00,,LONG,HIGH,,2020-12-16 13:30:00+00:00,2020-12-16 13:35:00+00:00,SIGNAL,False,,,19370.0,19927.16,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,ASIA_TO_LONDON,2020-12-17,22513.49,21231.5,21872.495000000003,2020-12-17 08:00:00+00:00,2020-12-17 13:30:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
1h,external,LONDON_TO_NEWYORK,2020-12-17,23888.04,22300.0,23094.02,2020-12-17 13:30:00+00:00,2020-12-17 20:00:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
1h,external,ASIA_TO_LONDON,2020-12-18,23277.99,22475.47,22876.730000000003,2020-12-18 08:00:00+00:00,2020-12-18 13:30:00+00:00,,LONG,HIGH,,2020-12-18 08:25:00+00:00,2020-12-18 08:30:00+00:00,SIGNAL,False,,,22475.47,23277.99,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,LONDON_TO_NEWYORK,2020-12-18,23330.0,22738.07,23034.035,2020-12-18 13:30:00+00:00,2020-12-18 20:00:00+00:00,,SHORT,LOW,,2020-12-18 13:45:00+00:00,2020-12-18 13:50:00+00:00,SIGNAL,False,,,23330.0,22738.07,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,ASIA_TO_LONDON,2020-12-21,24145.0,23305.61,23725.305,2020-12-21 08:00:00+00:00,2020-12-21 13:30:00+00:00,SIGNAL,LONG,HIGH,0.0,2020-12-21 08:00:00+00:00,2020-12-21 08:05:00+00:00,SIGNAL,True,2020-12-21 08:50:00+00:00,23725.305,23305.61,24145.0,2020-12-21 10:05:00+00:00,23305.61,SL_RANGE_EDGE,-0.01768976204942363,-9.244881024711814,75.0
1h,external,LONDON_TO_NEWYORK,2020-12-21,24108.0,21920.0,23014.0,2020-12-21 13:30:00+00:00,2020-12-21 20:00:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
1h,external,ASIA_TO_LONDON,2020-12-22,23092.57,22490.0,22791.285,2020-12-22 08:00:00+00:00,2020-12-22 13:30:00+00:00,,SHORT,LOW,,2020-12-22 08:15:00+00:00,2020-12-22 08:20:00+00:00,SIGNAL,False,,,23092.57,22490.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,LONDON_TO_NEWYORK,2020-12-22,23303.35,22387.0,22845.175,2020-12-22 13:30:00+00:00,2020-12-22 20:00:00+00:00,,LONG,HIGH,,2020-12-22 13:35:00+00:00,2020-12-22 13:40:00+00:00,SIGNAL,False,,,22387.0,23303.35,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,ASIA_TO_LONDON,2020-12-23,24091.46,23336.0,23713.73,2020-12-23 08:00:00+00:00,2020-12-23 13:30:00+00:00,,SHORT,LOW,,2020-12-23 11:00:00+00:00,2020-12-23 11:05:00+00:00,SIGNAL,False,,,24091.46,23336.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,LONDON_TO_NEWYORK,2020-12-23,24235.42,22800.66,23518.04,2020-12-23 13:30:00+00:00,2020-12-23 20:00:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
1h,external,ASIA_TO_LONDON,2020-12-24,23250.55,22700.0,22975.275,2020-12-24 08:00:00+00:00,2020-12-24 13:30:00+00:00,,LONG,HIGH,,2020-12-24 08:00:00+00:00,2020-12-24 08:05:00+00:00,SIGNAL,False,,,22700.0,23250.55,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,LONDON_TO_NEWYORK,2020-12-24,23496.0,23034.56,23265.28,2020-12-24 13:30:00+00:00,2020-12-24 20:00:00+00:00,SIGNAL,LONG,HIGH,48.0,2020-12-24 17:30:00+00:00,2020-12-24 17:35:00+00:00,SIGNAL,True,2020-12-24 19:55:00+00:00,23265.28,23034.56,23496.0,2020-12-24 20:00:00+00:00,23301.27,TIME_EXIT_SESSION_END,0.0015469403334067433,0.37347016670337163,5.0
1h,external,ASIA_TO_LONDON,2020-12-25,23836.0,23450.0,23643.0,2020-12-25 08:00:00+00:00,2020-12-25 13:30:00+00:00,,LONG,HIGH,,2020-12-25 08:00:00+00:00,2020-12-25 08:05:00+00:00,SIGNAL,False,,,23450.0,23836.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,LONDON_TO_NEWYORK,2020-12-25,24718.0,23610.0,24164.0,2020-12-25 13:30:00+00:00,2020-12-25 20:00:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
1h,external,ASIA_TO_LONDON,2020-12-28,27390.0,26117.1,26753.55,2020-12-28 08:00:00+00:00,2020-12-28 13:30:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
1h,external,LONDON_TO_NEWYORK,2020-12-28,27488.0,26600.0,27044.0,2020-12-28 13:30:00+00:00,2020-12-28 20:00:00+00:00,SIGNAL,LONG,HIGH,0.0,2020-12-28 13:30:00+00:00,2020-12-28 13:35:00+00:00,SIGNAL,True,2020-12-28 15:15:00+00:00,27044.0,26600.0,27488.0,2020-12-28 20:00:00+00:00,27028.03,TIME_EXIT_SESSION_END,-0.0005905191539713472,-0.6952595769856736,285.0
1h,external,ASIA_TO_LONDON,2020-12-29,27139.79,25913.01,26526.4,2020-12-29 08:00:00+00:00,2020-12-29 13:30:00+00:00,,LONG,HIGH,,2020-12-29 12:05:00+00:00,2020-12-29 12:10:00+00:00,SIGNAL,False,,,25913.01,27139.79,,,NO_FILL_MIDPOINT,,,
1h,external,LONDON_TO_NEWYORK,2020-12-29,27133.76,26454.18,26793.97,2020-12-29 13:30:00+00:00,2020-12-29 20:00:00+00:00,,SHORT,LOW,,2020-12-29 15:20:00+00:00,2020-12-29 15:25:00+00:00,SIGNAL,False,,,27133.76,26454.18,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,ASIA_TO_LONDON,2020-12-30,28656.9,27402.82,28029.86,2020-12-30 08:00:00+00:00,2020-12-30 13:30:00+00:00,SIGNAL,LONG,HIGH,4.0,2020-12-30 08:20:00+00:00,2020-12-30 08:25:00+00:00,SIGNAL,True,2020-12-30 08:25:00+00:00,28029.86,27402.82,28656.9,2020-12-30 09:00:00+00:00,27402.82,SL_RANGE_EDGE,-0.022370429249379042,-11.585214624689522,35.0
1h,external,LONDON_TO_NEWYORK,2020-12-30,28630.0,27401.0,28015.5,2020-12-30 13:30:00+00:00,2020-12-30 20:00:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
1h,external,ASIA_TO_LONDON,2020-12-31,29376.7,28071.59,28724.145,2020-12-31 08:00:00+00:00,2020-12-31 13:30:00+00:00,,SHORT,LOW,,2020-12-31 13:10:00+00:00,2020-12-31 13:15:00+00:00,SIGNAL,False,,,29376.7,28071.59,,,NO_FILL_MIDPOINT,,,
1h,external,LONDON_TO_NEWYORK,2020-12-31,29259.0,27848.0,28553.5,2020-12-31 13:30:00+00:00,2020-12-31 20:00:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
1h,external,ASIA_TO_LONDON,2021-01-01,29546.42,28706.0,29126.21,2021-01-01 08:00:00+00:00,2021-01-01 13:30:00+00:00,,LONG,HIGH,,2021-01-01 12:25:00+00:00,2021-01-01 12:30:00+00:00,SIGNAL,False,,,28706.0,29546.42,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,LONDON_TO_NEWYORK,2021-01-01,29668.86,28900.0,29284.43,2021-01-01 13:30:00+00:00,2021-01-01 20:00:00+00:00,SIGNAL,SHORT,LOW,51.0,2021-01-01 17:45:00+00:00,2021-01-01 17:50:00+00:00,SIGNAL,True,2021-01-01 18:00:00+00:00,29284.43,29668.86,28900.0,2021-01-01 18:40:00+00:00,28900.0,TP_RANGE_EDGE,0.013127453735654049,6.163726867827024,40.0
1h,external,ASIA_TO_LONDON,2021-01-04,33653.56,31692.1,32672.829999999998,2021-01-04 08:00:00+00:00,2021-01-04 13:30:00+00:00,,SHORT,LOW,,2021-01-04 08:45:00+00:00,2021-01-04 08:50:00+00:00,SIGNAL,False,,,33653.56,31692.1,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,LONDON_TO_NEWYORK,2021-01-04,32642.7,27800.0,30221.35,2021-01-04 13:30:00+00:00,2021-01-04 20:00:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
1h,external,ASIA_TO_LONDON,2021-01-05,32900.0,29900.0,31400.0,2021-01-05 08:00:00+00:00,2021-01-05 13:30:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
1h,external,LONDON_TO_NEWYORK,2021-01-05,32100.0,30840.0,31470.0,2021-01-05 13:30:00+00:00,2021-01-05 20:00:00+00:00,,LONG,HIGH,,2021-01-05 14:45:00+00:00,2021-01-05 14:50:00+00:00,SIGNAL,False,,,30840.0,32100.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,ASIA_TO_LONDON,2021-01-06,35948.66,33356.46,34652.56,2021-01-06 08:00:00+00:00,2021-01-06 13:30:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
1h,external,LONDON_TO_NEWYORK,2021-01-06,35350.0,33650.0,34500.0,2021-01-06 13:30:00+00:00,2021-01-06 20:00:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
1h,external,ASIA_TO_LONDON,2021-01-07,37795.42,36500.0,37147.71,2021-01-07 08:00:00+00:00,2021-01-07 13:30:00+00:00,SIGNAL,SHORT,LOW,3.0,2021-01-07 08:15:00+00:00,2021-01-07 08:20:00+00:00,SIGNAL,True,2021-01-07 08:40:00+00:00,37147.71,37795.42,36500.0,2021-01-07 11:55:00+00:00,37795.42,SL_RANGE_EDGE,-0.017436068064491606,-9.118034032245804,195.0
1h,external,LONDON_TO_NEWYORK,2021-01-07,38497.33,36337.36,37417.345,2021-01-07 13:30:00+00:00,2021-01-07 20:00:00+00:00,,LONG,HIGH,,2021-01-07 14:00:00+00:00,2021-01-07 14:05:00+00:00,SIGNAL,False,,,36337.36,38497.33,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,ASIA_TO_LONDON,2021-01-08,39818.77,36539.77,38179.27,2021-01-08 08:00:00+00:00,2021-01-08 13:30:00+00:00,,LONG,HIGH,,2021-01-08 10:05:00+00:00,2021-01-08 10:10:00+00:00,SIGNAL,False,,,36539.77,39818.77,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,LONDON_TO_NEWYORK,2021-01-08,41900.4,38250.87,40075.635,2021-01-08 13:30:00+00:00,2021-01-08 20:00:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
1h,external,ASIA_TO_LONDON,2021-01-11,38322.18,32600.0,35461.09,2021-01-11 08:00:00+00:00,2021-01-11 13:30:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
1h,external,LONDON_TO_NEWYORK,2021-01-11,36399.99,33121.01,34760.5,2021-01-11 13:30:00+00:00,2021-01-11 20:00:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
1h,external,ASIA_TO_LONDON,2021-01-12,36693.44,33727.32,35210.380000000005,2021-01-12 08:00:00+00:00,2021-01-12 13:30:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
1h,external,LONDON_TO_NEWYORK,2021-01-12,36550.0,34398.57,35474.285,2021-01-12 13:30:00+00:00,2021-01-12 20:00:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
1h,external,ASIA_TO_LONDON,2021-01-13,35200.0,32420.0,33810.0,2021-01-13 08:00:00+00:00,2021-01-13 13:30:00+00:00,,LONG,HIGH,,2021-01-13 09:20:00+00:00,2021-01-13 09:25:00+00:00,SIGNAL,False,,,32420.0,35200.0,,,NO_FILL_MIDPOINT,,,
1h,external,LONDON_TO_NEWYORK,2021-01-13,35325.39,34035.0,34680.195,2021-01-13 13:30:00+00:00,2021-01-13 20:00:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
1h,external,ASIA_TO_LONDON,2021-01-14,38665.0,36764.33,37714.665,2021-01-14 08:00:00+00:00,2021-01-14 13:30:00+00:00,,LONG,HIGH,,2021-01-14 08:00:00+00:00,2021-01-14 08:05:00+00:00,SIGNAL,False,,,36764.33,38665.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,LONDON_TO_NEWYORK,2021-01-14,38850.0,37760.0,38305.0,2021-01-14 13:30:00+00:00,2021-01-14 20:00:00+00:00,,LONG,HIGH,,2021-01-14 13:30:00+00:00,2021-01-14 13:35:00+00:00,SIGNAL,False,,,37760.0,38850.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,ASIA_TO_LONDON,2021-01-15,39790.0,37630.0,38710.0,2021-01-15 08:00:00+00:00,2021-01-15 13:30:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
1h,external,LONDON_TO_NEWYORK,2021-01-15,38850.0,37232.0,38041.0,2021-01-15 13:30:00+00:00,2021-01-15 20:00:00+00:00,,SHORT,LOW,,2021-01-15 14:20:00+00:00,2021-01-15 14:25:00+00:00,SIGNAL,False,,,38850.0,37232.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,ASIA_TO_LONDON,2021-01-18,36298.0,34808.47,35553.235,2021-01-18 08:00:00+00:00,2021-01-18 13:30:00+00:00,,LONG,HIGH,,2021-01-18 08:10:00+00:00,2021-01-18 08:15:00+00:00,SIGNAL,False,,,34808.47,36298.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,LONDON_TO_NEWYORK,2021-01-18,37547.94,35831.8,36689.87,2021-01-18 13:30:00+00:00,2021-01-18 20:00:00+00:00,,SHORT,LOW,,2021-01-18 16:15:00+00:00,2021-01-18 16:20:00+00:00,SIGNAL,False,,,37547.94,35831.8,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,ASIA_TO_LONDON,2021-01-19,37420.0,36210.0,36815.0,2021-01-19 08:00:00+00:00,2021-01-19 13:30:00+00:00,,LONG,HIGH,,2021-01-19 08:00:00+00:00,2021-01-19 08:05:00+00:00,SIGNAL,False,,,36210.0,37420.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,LONDON_TO_NEWYORK,2021-01-19,37661.36,36680.0,37170.68,2021-01-19 13:30:00+00:00,2021-01-19 20:00:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
1h,external,ASIA_TO_LONDON,2021-01-20,36461.44,34750.0,35605.72,2021-01-20 08:00:00+00:00,2021-01-20 13:30:00+00:00,,SHORT,LOW,,2021-01-20 09:40:00+00:00,2021-01-20 09:45:00+00:00,SIGNAL,False,,,36461.44,34750.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,LONDON_TO_NEWYORK,2021-01-20,35985.0,34020.0,35002.5,2021-01-20 13:30:00+00:00,2021-01-20 20:00:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
1h,external,ASIA_TO_LONDON,2021-01-21,35636.17,34000.0,34818.085,2021-01-21 08:00:00+00:00,2021-01-21 13:30:00+00:00,,SHORT,LOW,,2021-01-21 08:30:00+00:00,2021-01-21 08:35:00+00:00,SIGNAL,False,,,35636.17,34000.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,LONDON_TO_NEWYORK,2021-01-21,34728.2,31330.0,33029.1,2021-01-21 13:30:00+00:00,2021-01-21 20:00:00+00:00,,SHORT,LOW,,2021-01-21 14:35:00+00:00,2021-01-21 14:40:00+00:00,SIGNAL,False,,,34728.2,31330.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,ASIA_TO_LONDON,2021-01-22,32090.37,28880.0,30485.184999999998,2021-01-22 08:00:00+00:00,2021-01-22 13:30:00+00:00,,LONG,HIGH,,2021-01-22 11:15:00+00:00,2021-01-22 11:20:00+00:00,SIGNAL,False,,,28880.0,32090.37,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,LONDON_TO_NEWYORK,2021-01-22,32323.0,30515.55,31419.275,2021-01-22 13:30:00+00:00,2021-01-22 20:00:00+00:00,,LONG,HIGH,,2021-01-22 13:30:00+00:00,2021-01-22 13:35:00+00:00,SIGNAL,False,,,30515.55,32323.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,ASIA_TO_LONDON,2021-01-25,33863.09,32185.0,33024.045,2021-01-25 08:00:00+00:00,2021-01-25 13:30:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
1h,external,LONDON_TO_NEWYORK,2021-01-25,34632.0,32800.0,33716.0,2021-01-25 13:30:00+00:00,2021-01-25 20:00:00+00:00,,LONG,HIGH,,2021-01-25 13:30:00+00:00,2021-01-25 13:35:00+00:00,SIGNAL,False,,,32800.0,34632.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,ASIA_TO_LONDON,2021-01-26,32853.53,31112.58,31983.055,2021-01-26 08:00:00+00:00,2021-01-26 13:30:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
1h,external,LONDON_TO_NEWYORK,2021-01-26,32500.77,31214.0,31857.385000000002,2021-01-26 13:30:00+00:00,2021-01-26 20:00:00+00:00,,SHORT,LOW,,2021-01-26 14:30:00+00:00,2021-01-26 14:35:00+00:00,SIGNAL,False,,,32500.77,31214.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,ASIA_TO_LONDON,2021-01-27,32562.2,31354.0,31958.1,2021-01-27 08:00:00+00:00,2021-01-27 13:30:00+00:00,,SHORT,LOW,,2021-01-27 08:35:00+00:00,2021-01-27 08:40:00+00:00,SIGNAL,False,,,32562.2,31354.0,,,RANGE_BROKE_BEFORE_FILL,,,
1h,external,LONDON_TO_NEWYORK,2021-01-27,31768.16,30328.05,31048.105,2021-01-27 13:30:00+00:00,2021-01-27 20:00:00+00:00,,,,,,,BREAK_BEFORE_RETEST,False,,,,,,,BREAK_BEFORE_RETEST,,,
1h,external,ASIA_TO_LONDON,2021-01-28,31908.04,29843.33,30875.685,2021-01-28 08:00:00+00:00,2021-01-28 13:30:00+00:00,,,,,,,NO_RETEST,False,,,,,,,NO_RETEST,,,
1h,external,LONDON_TO_NEWYORK,2021-01-28,31748.0,30835.74,31291.870000000003,2021-01-28 13:30:00+00:00,2021-01-28 20:00:00+00:00,,LONG,HIGH,,2021-01-28 13:40:00+00:00,2021-01-28 13:45:00+00:00,SIGNAL,False,,,30835.74,31748.0,,,RANGE_BROKE_BEFORE_FILL,,,
