structure_id,raid_i_h1,raid_time,reclaim_i_h1,reclaim_time,reclaim_close_time,raid_year,liquidity_low,liquidity_pivot_i,liquidity_confirm_i,significant_high,significant_high_pivot_i,significant_high_confirm_i,raid_extreme,raid_depth_pct,reclaim_delay_h1_bars,reclaim_close,median_prior_h1_range,bos_i_h1,bos_time,bos_close_time,bos_close,bos_high,bars_reclaim_to_bos,displacement_range_units,bull_path_efficiency,bos_extension_range_units,origin_i_h1,origin_time,origin_open,origin_high,origin_low,origin_close,zone_low,zone_high,zone_width_range_units,first_return_i_5m,first_return_time,return_year,bos_to_return_min,return_open,return_high,return_low,return_close,return_penetration_zone_width,pre_return_structural_high
2022-10-28 08:00:00+00:00__L18445__H18450,18457,2022-10-28 08:00:00+00:00,18457,2022-10-28 08:00:00+00:00,2022-10-28 09:00:00+00:00,2022,30.44,18445,18447,30.85,18450,18452,30.18,0.8541392904073639,0,30.45,0.34500000000000064,18462,2022-10-28 13:00:00+00:00,2022-10-28 14:00:00+00:00,31.03,31.29,5,2.4637681159420284,0.783783783783788,0.5217391304347808,18460,2022-10-28 11:00:00+00:00,30.45,30.6,30.33,30.41,30.33,30.6,0.7826086956521815,223070,2022-11-02 20:10:00+00:00,2022,7570.0,30.78,30.8,30.51,30.51,0.33333333333332893,34.39
2022-11-03 23:00:00+00:00__L18611__H18613,18616,2022-11-03 23:00:00+00:00,18617,2022-11-04 00:00:00+00:00,2022-11-04 01:00:00+00:00,2022,31.13,18611,18613,31.42,18613,18615,30.58,1.7667844522968223,1,31.17,0.37499999999999645,18620,2022-11-04 03:00:00+00:00,2022-11-04 04:00:00+00:00,31.92,31.93,3,3.5733333333333763,0.8064516129032199,1.333333333333346,18618,2022-11-04 01:00:00+00:00,31.17,31.27,30.97,31.08,30.97,31.27,0.8000000000000095,224353,2022-11-07 07:05:00+00:00,2022,4505.0,31.69,31.73,31.23,31.43,0.13333333333333017,38.79
2022-11-04 00:00:00+00:00__L18607__H18613,18617,2022-11-04 00:00:00+00:00,18617,2022-11-04 00:00:00+00:00,2022-11-04 01:00:00+00:00,2022,30.84,18607,18609,31.42,18613,18615,30.63,0.6809338521400806,0,31.17,0.3899999999999988,18620,2022-11-04 03:00:00+00:00,2022-11-04 04:00:00+00:00,31.92,31.93,3,3.307692307692325,0.8064516129032199,1.282051282051286,18618,2022-11-04 01:00:00+00:00,31.17,31.27,30.97,31.08,30.97,31.27,0.7692307692307734,224353,2022-11-07 07:05:00+00:00,2022,4505.0,31.69,31.73,31.23,31.43,0.13333333333333017,38.79
2022-11-19 14:00:00+00:00__L18982__H18987,18991,2022-11-19 14:00:00+00:00,18992,2022-11-19 15:00:00+00:00,2022-11-19 16:00:00+00:00,2022,12.676,18982,18984,13.0,18987,18989,12.564,0.8835594824865897,1,12.715,0.15449999999999964,19005,2022-11-20 04:00:00+00:00,2022-11-20 05:00:00+00:00,13.23,13.585,13,4.310679611650498,0.5508021390374345,1.4886731391585823,19003,2022-11-20 02:00:00+00:00,12.759,12.776,12.712,12.748,12.712,12.776,0.4142394822006486,228116,2022-11-20 08:40:00+00:00,2022,220.0,12.924,12.938,12.75,12.788,0.40624999999999656,13.585
2022-11-21 09:00:00+00:00__L19027__H19030,19034,2022-11-21 09:00:00+00:00,19034,2022-11-21 09:00:00+00:00,2022-11-21 10:00:00+00:00,2022,11.531,19027,19029,11.991,19030,19032,11.517,0.12141184632730138,0,11.744,0.25,19038,2022-11-21 13:00:00+00:00,2022-11-21 14:00:00+00:00,12.017,12.14,4,2.0,0.7867435158501402,0.1039999999999992,19036,2022-11-21 11:00:00+00:00,11.833,11.888,11.754,11.795,11.754,11.888,0.5360000000000014,228484,2022-11-21 15:20:00+00:00,2022,80.0,11.93,11.936,11.867,11.895,0.15671641791044005,12.14
2022-11-24 11:00:00+00:00__L19102__H19104,19108,2022-11-24 11:00:00+00:00,19110,2022-11-24 13:00:00+00:00,2022-11-24 14:00:00+00:00,2022,14.155,19102,19104,14.582,19104,19106,13.865,2.0487460261391677,2,14.35,0.3229999999999995,19113,2022-11-24 16:00:00+00:00,2022-11-24 17:00:00+00:00,14.64,14.732,3,2.399380804953565,0.7250000000000016,0.179566563467492,19111,2022-11-24 14:00:00+00:00,14.349,14.395,14.125,14.295,14.125,14.395,0.8359133126934984,229385,2022-11-24 18:25:00+00:00,2022,85.0,14.404,14.427,14.381,14.391,0.05185185185184951,14.748
2022-12-05 15:00:00+00:00__L19368__H19371,19376,2022-12-05 15:00:00+00:00,19378,2022-12-05 17:00:00+00:00,2022-12-05 18:00:00+00:00,2022,13.834,19368,19370,14.092,19371,19373,13.653,1.3083706809310334,2,13.9,0.12499999999999911,19388,2022-12-06 03:00:00+00:00,2022-12-06 04:00:00+00:00,14.155,14.291,10,4.0160000000000196,0.22586359610274537,0.5039999999999942,19387,2022-12-06 02:00:00+00:00,14.055,14.124,13.973,14.008,13.973,14.124,1.208000000000007,232671,2022-12-06 04:15:00+00:00,2022,15.0,14.238,14.238,14.118,14.189,0.0397350993377499,14.373
2022-12-05 16:00:00+00:00__L19365__H19371,19377,2022-12-05 16:00:00+00:00,19378,2022-12-05 17:00:00+00:00,2022-12-05 18:00:00+00:00,2022,13.856,19365,19367,14.092,19371,19373,13.666,1.3712471131639687,1,13.9,0.12650000000000006,19388,2022-12-06 03:00:00+00:00,2022-12-06 04:00:00+00:00,14.155,14.291,10,3.865612648221334,0.22586359610274537,0.49802371541501034,19387,2022-12-06 02:00:00+00:00,14.055,14.124,13.973,14.008,13.973,14.124,1.1936758893280612,232671,2022-12-06 04:15:00+00:00,2022,15.0,14.238,14.238,14.118,14.189,0.0397350993377499,14.373
2022-12-05 20:00:00+00:00__L19376__H19378,19381,2022-12-05 20:00:00+00:00,19381,2022-12-05 20:00:00+00:00,2022-12-05 21:00:00+00:00,2022,13.653,19376,19378,14.0,19378,19380,13.641,0.08789277081960342,0,13.721,0.13099999999999934,19386,2022-12-06 01:00:00+00:00,2022-12-06 02:00:00+00:00,14.056,14.091,5,3.1679389312977193,0.5037593984962412,0.4274809160305301,19384,2022-12-05 23:00:00+00:00,13.857,13.88,13.717,13.81,13.717,13.88,1.2442748091603135,232756,2022-12-06 11:20:00+00:00,2022,560.0,13.92,13.967,13.874,13.955,0.03680981595092158,14.373
2022-12-13 03:00:00+00:00__L19546__H19553,19556,2022-12-13 03:00:00+00:00,19557,2022-12-13 04:00:00+00:00,2022-12-13 05:00:00+00:00,2022,13.089,19546,19548,13.388,19553,19555,12.953,1.0390404156161739,1,13.115,0.0909999999999993,19566,2022-12-13 13:00:00+00:00,2022-12-13 14:00:00+00:00,14.073,14.149,9,12.307692307692413,0.620466321243524,7.52747252747259,19565,2022-12-13 12:00:00+00:00,13.343,13.38,13.202,13.208,13.202,13.38,1.95604395604398,235614,2022-12-16 09:30:00+00:00,2022,4050.0,13.44,13.441,13.374,13.383,0.03370786516854045,14.96
2022-12-13 04:00:00+00:00__L19541__H19553,19557,2022-12-13 04:00:00+00:00,19557,2022-12-13 04:00:00+00:00,2022-12-13 05:00:00+00:00,2022,13.0,19541,19543,13.388,19553,19555,12.953,0.36153846153846614,0,13.115,0.0909999999999993,19566,2022-12-13 13:00:00+00:00,2022-12-13 14:00:00+00:00,14.073,14.149,9,12.307692307692413,0.620466321243524,7.52747252747259,19565,2022-12-13 12:00:00+00:00,13.343,13.38,13.202,13.208,13.202,13.38,1.95604395604398,235614,2022-12-16 09:30:00+00:00,2022,4050.0,13.44,13.441,13.374,13.383,0.03370786516854045,14.96
2022-12-17 18:00:00+00:00__L19661__H19664,19667,2022-12-17 18:00:00+00:00,19667,2022-12-17 18:00:00+00:00,2022-12-17 19:00:00+00:00,2022,12.203,19661,19663,12.359,19664,19666,12.142,0.4998770794067028,0,12.258,0.1435000000000004,19671,2022-12-17 22:00:00+00:00,2022-12-17 23:00:00+00:00,12.431,12.462,4,2.0139372822299575,0.9251336898395754,0.5017421602787385,19668,2022-12-17 19:00:00+00:00,12.258,12.33,12.233,12.251,12.233,12.33,0.6759581881533049,236189,2022-12-18 09:25:00+00:00,2022,625.0,12.371,12.384,12.277,12.293,0.5463917525773307,12.59
2022-12-31 04:00:00+00:00__L19983__H19986,19989,2022-12-31 04:00:00+00:00,19990,2022-12-31 05:00:00+00:00,2022-12-31 06:00:00+00:00,2022,9.678,19983,19985,10.05,19986,19988,9.64,0.39264310808018443,1,9.711,0.19450000000000056,20000,2022-12-31 15:00:00+00:00,2022-12-31 16:00:00+00:00,10.13,10.157,10,2.519280205655521,0.7495527728085815,0.411311053984575,19996,2022-12-31 11:00:00+00:00,9.886,9.902,9.828,9.841,9.828,9.902,0.38046272493573075,240092,2022-12-31 22:40:00+00:00,2022,400.0,9.957,9.959,9.89,9.957,0.16216216216214466,10.169
2023-01-05 09:00:00+00:00__L20106__H20109,20114,2023-01-05 09:00:00+00:00,20115,2023-01-05 10:00:00+00:00,2023-01-05 11:00:00+00:00,2023,13.031,20106,20108,13.482,20109,20111,12.927,0.7980968459826642,1,13.192,0.2370000000000001,20125,2023-01-05 20:00:00+00:00,2023-01-05 21:00:00+00:00,13.641,13.781,10,3.0126582278481018,0.3827791986359748,0.6708860759493698,20122,2023-01-05 17:00:00+00:00,13.167,13.195,13.048,13.088,13.048,13.195,0.6202531645569628,241572,2023-01-06 02:00:00+00:00,2023,300.0,13.373,13.397,13.186,13.233,0.061224489795920586,13.781
2023-01-10 13:00:00+00:00__L20233__H20234,20238,2023-01-10 13:00:00+00:00,20238,2023-01-10 13:00:00+00:00,2023-01-10 14:00:00+00:00,2023,15.819,20233,20235,16.352,20234,20236,15.805,0.08850116947974664,0,15.94,0.3229999999999986,20242,2023-01-10 17:00:00+00:00,2023-01-10 18:00:00+00:00,16.354,16.388,4,1.6996904024767858,0.6142433234421316,0.00619195046439288,20241,2023-01-10 16:00:00+00:00,16.232,16.233,16.02,16.101,16.02,16.233,0.6594427244582102,242941,2023-01-10 20:05:00+00:00,2023,125.0,16.305,16.314,16.23,16.31,0.014084507042253992,16.464
2023-01-11 17:00:00+00:00__L20257__H20258,20266,2023-01-11 17:00:00+00:00,20268,2023-01-11 19:00:00+00:00,2023-01-11 20:00:00+00:00,2023,15.945,20257,20259,16.128,20258,20260,15.27,4.233301975540926,2,15.999,0.20699999999999985,20271,2023-01-11 22:00:00+00:00,2023-01-11 23:00:00+00:00,16.189,16.298,3,4.439613526570054,0.4797979797979797,0.29468599033816417,20270,2023-01-11 21:00:00+00:00,15.957,15.999,15.807,15.896,15.807,15.999,0.9275362318840594,243396,2023-01-12 10:00:00+00:00,2023,660.0,16.103,16.106,15.957,16.002,0.21874999999999883,17.0
2023-01-11 18:00:00+00:00__L20253__H20258,20267,2023-01-11 18:00:00+00:00,20268,2023-01-11 19:00:00+00:00,2023-01-11 20:00:00+00:00,2023,15.813,20253,20255,16.128,20258,20260,15.541,1.7201037121355862,1,15.999,0.20699999999999985,20271,2023-01-11 22:00:00+00:00,2023-01-11 23:00:00+00:00,16.189,16.298,3,3.1304347826086962,0.4797979797979797,0.29468599033816417,20270,2023-01-11 21:00:00+00:00,15.957,15.999,15.807,15.896,15.807,15.999,0.9275362318840594,243396,2023-01-12 10:00:00+00:00,2023,660.0,16.103,16.106,15.957,16.002,0.21874999999999883,17.0
2023-01-23 13:00:00+00:00__L20545__H20547,20550,2023-01-23 13:00:00+00:00,20550,2023-01-23 13:00:00+00:00,2023-01-23 14:00:00+00:00,2023,24.142,20545,20547,24.836,20547,20549,23.9,1.0024024521580683,0,24.143,0.37049999999999983,20563,2023-01-24 02:00:00+00:00,2023-01-24 03:00:00+00:00,24.864,25.3,13,2.6018893387314512,0.3122563880467734,0.07557354925776588,20561,2023-01-24 00:00:00+00:00,24.346,24.449,24.056,24.266,24.056,24.449,1.0607287449392735,246840,2023-01-24 09:00:00+00:00,2023,360.0,24.81,24.817,24.388,24.629,0.15521628498727694,25.3
2023-02-01 16:00:00+00:00__L20762__H20766,20769,2023-02-01 16:00:00+00:00,20771,2023-02-01 18:00:00+00:00,2023-02-01 19:00:00+00:00,2023,23.145,20762,20764,23.679,20766,20768,22.45,3.0028083819399454,2,23.183,0.31900000000000084,20772,2023-02-01 19:00:00+00:00,2023-02-01 20:00:00+00:00,24.216,24.45,1,5.536050156739803,1.0,1.6833855799373079,20770,2023-02-01 17:00:00+00:00,22.838,22.914,22.45,22.655,22.45,22.914,1.4545454545454575,250541,2023-02-06 05:25:00+00:00,2023,6325.0,23.129,23.13,22.82,22.991,0.20258620689655335,26.173
2023-02-01 17:00:00+00:00__L20750__H20766,20770,2023-02-01 17:00:00+00:00,20772,2023-02-01 19:00:00+00:00,2023-02-01 20:00:00+00:00,2023,23.575,20750,20752,23.679,20766,20768,22.45,4.7720042417815485,2,24.216,0.31900000000000084,20773,2023-02-01 20:00:00+00:00,2023-02-01 21:00:00+00:00,24.574,24.949,1,6.658307210031338,1.0,2.8056426332288424,20770,2023-02-01 17:00:00+00:00,22.838,22.914,22.45,22.655,22.45,22.914,1.4545454545454575,250541,2023-02-06 05:25:00+00:00,2023,6265.0,23.129,23.13,22.82,22.991,0.20258620689655335,26.173
2023-02-06 23:00:00+00:00__L20888__H20892,20896,2023-02-06 23:00:00+00:00,20898,2023-02-07 01:00:00+00:00,2023-02-07 02:00:00+00:00,2023,22.801,20888,20890,23.466,20892,20894,22.471,1.4473049427656608,2,22.947,0.22300000000000075,20914,2023-02-07 17:00:00+00:00,2023-02-07 18:00:00+00:00,23.665,23.7,16,5.354260089686076,0.40610859728506854,0.8923766816143381,20913,2023-02-07 16:00:00+00:00,23.01,23.124,22.855,22.995,22.855,23.124,1.2062780269058182,250985,2023-02-07 18:25:00+00:00,2023,25.0,23.166,23.175,22.739,22.8,1.0,23.85
2023-02-07 00:00:00+00:00__L20878__H20892,20897,2023-02-07 00:00:00+00:00,20898,2023-02-07 01:00:00+00:00,2023-02-07 02:00:00+00:00,2023,22.82,20878,20880,23.466,20892,20894,22.526,1.2883435582822107,1,22.947,0.25,20914,2023-02-07 17:00:00+00:00,2023-02-07 18:00:00+00:00,23.665,23.7,16,4.555999999999997,0.40610859728506854,0.7959999999999923,20913,2023-02-07 16:00:00+00:00,23.01,23.124,22.855,22.995,22.855,23.124,1.0759999999999934,250985,2023-02-07 18:25:00+00:00,2023,25.0,23.166,23.175,22.739,22.8,1.0,23.85
2023-02-07 15:00:00+00:00__L20905__H20908,20912,2023-02-07 15:00:00+00:00,20914,2023-02-07 17:00:00+00:00,2023-02-07 18:00:00+00:00,2023,23.08,20905,20907,23.448,20908,20910,22.742,1.464471403812814,2,23.665,0.20800000000000018,20917,2023-02-07 20:00:00+00:00,2023-02-07 21:00:00+00:00,23.528,23.583,3,3.77884615384614,-0.10628394103956637,0.3846153846153761,20915,2023-02-07 18:00:00+00:00,23.665,23.85,22.55,22.952,22.55,23.85,6.249999999999998,251016,2023-02-07 21:00:00+00:00,2023,0.0,23.527,23.615,23.519,23.596,0.25461538461538685,23.583
2023-02-15 03:00:00+00:00__L21087__H21089,21092,2023-02-15 03:00:00+00:00,21092,2023-02-15 03:00:00+00:00,2023-02-15 04:00:00+00:00,2023,21.522,21087,21089,21.924,21089,21091,21.493,0.13474584146454752,0,21.599,0.2685000000000013,21100,2023-02-15 11:00:00+00:00,2023-02-15 12:00:00+00:00,22.097,22.215,8,2.2495344506517685,0.6029055690072623,0.6443202979515865,21096,2023-02-15 07:00:00+00:00,21.584,21.654,21.462,21.517,21.462,21.654,0.7150837988826787,256181,2023-02-25 19:25:00+00:00,2023,14845.0,21.923,21.976,21.603,21.726,0.26562499999999134,27.15
2023-02-19 01:00:00+00:00__L21181__H21183,21186,2023-02-19 01:00:00+00:00,21186,2023-02-19 01:00:00+00:00,2023-02-19 02:00:00+00:00,2023,23.268,21181,21183,23.69,21183,21185,23.207,0.26216262678356517,0,23.291,0.21950000000000003,21190,2023-02-19 05:00:00+00:00,2023-02-19 06:00:00+00:00,23.975,24.03,4,3.4988610478359936,0.8361858190709045,1.2984054669703877,21188,2023-02-19 03:00:00+00:00,23.377,23.415,23.259,23.309,23.259,23.415,0.7107061503416802,255167,2023-02-22 06:55:00+00:00,2023,4375.0,23.83,23.869,23.409,23.545,0.03846153846154021,27.15
2023-03-14 08:00:00+00:00__L21738__H21742,21745,2023-03-14 08:00:00+00:00,21747,2023-03-14 10:00:00+00:00,2023-03-14 11:00:00+00:00,2023,20.146,21738,21740,20.678,21742,21744,19.758,1.9259406333763611,2,20.18,0.2984999999999971,21749,2023-03-14 12:00:00+00:00,2023-03-14 13:00:00+00:00,21.408,21.691,2,5.527638190954835,0.9082840236686376,2.445561139028501,21748,2023-03-14 11:00:00+00:00,20.18,20.229,19.973,20.118,19.973,20.229,0.8576214405360225,261268,2023-03-15 11:20:00+00:00,2023,1340.0,20.285,20.326,20.224,20.289,0.019531249999996097,22.152
2023-03-17 14:00:00+00:00__L21817__H21820,21823,2023-03-17 14:00:00+00:00,21823,2023-03-17 14:00:00+00:00,2023-03-17 15:00:00+00:00,2023,19.912,21817,21819,20.72,21820,21822,19.8,0.5624748895138526,0,19.998,0.28699999999999903,21831,2023-03-17 22:00:00+00:00,2023-03-17 23:00:00+00:00,21.197,21.461,8,4.867595818815342,0.7780661907852048,1.6620209059233517,21829,2023-03-17 20:00:00+00:00,20.524,20.7,20.303,20.391,20.303,20.7,1.383275261324041,263931,2023-03-24 17:15:00+00:00,2023,9735.0,20.849,20.916,20.6,20.655,0.2518891687657387,23.91
2023-03-18 23:00:00+00:00__L21849__H21853,21856,2023-03-18 23:00:00+00:00,21857,2023-03-19 00:00:00+00:00,2023-03-19 01:00:00+00:00,2023,21.23,21849,21851,22.191,21853,21855,21.054,0.8290155440414599,1,21.486,0.39149999999999885,21873,2023-03-19 16:00:00+00:00,2023-03-19 17:00:00+00:00,22.265,22.439,16,3.0932311621966937,0.3648711943793908,0.18901660280971094,21869,2023-03-19 12:00:00+00:00,21.701,21.895,21.581,21.609,21.581,21.895,0.8020434227330804,262531,2023-03-19 20:35:00+00:00,2023,215.0,22.173,22.181,21.76,21.844,0.42993630573247765,22.439
2023-03-21 08:00:00+00:00__L21905__H21910,21913,2023-03-21 08:00:00+00:00,21914,2023-03-21 09:00:00+00:00,2023-03-21 10:00:00+00:00,2023,21.996,21905,21907,22.637,21910,21912,21.516,2.182214948172397,1,22.082,0.5654999999999983,21917,2023-03-21 12:00:00+00:00,2023-03-21 13:00:00+00:00,22.865,23.0,3,2.3854995579133584,1.0,0.4031830238726767,21913,2023-03-21 08:00:00+00:00,21.92,22.032,21.516,21.663,21.516,22.032,0.9124668435013321,263155,2023-03-22 00:35:00+00:00,2023,695.0,22.126,22.166,22.006,22.127,0.05038759689922424,23.333
2023-03-22 01:00:00+00:00__L21923__H21927,21930,2023-03-22 01:00:00+00:00,21930,2023-03-22 01:00:00+00:00,2023-03-22 02:00:00+00:00,2023,22.107,21923,21925,22.667,21927,21929,22.03,0.3483059664359623,0,22.193,0.41199999999999903,21943,2023-03-22 14:00:00+00:00,2023-03-22 15:00:00+00:00,22.705,22.949,13,1.6383495145631037,0.3731778425655945,0.09223300970873008,21941,2023-03-22 12:00:00+00:00,22.473,22.649,22.402,22.453,22.402,22.649,0.5995145631067973,263337,2023-03-22 15:45:00+00:00,2023,45.0,22.798,22.799,22.534,22.573,0.46558704453442123,23.094
2023-04-08 01:00:00+00:00__L22333__H22335,22338,2023-04-08 01:00:00+00:00,22339,2023-04-08 02:00:00+00:00,2023-04-08 03:00:00+00:00,2023,20.324,22333,22335,20.522,22335,22337,20.272,0.25585514662469566,1,20.386,0.13149999999999906,22342,2023-04-08 05:00:00+00:00,2023-04-08 06:00:00+00:00,20.68,20.702,3,3.1026615969582068,0.9187499999999905,1.2015209125475466,22341,2023-04-08 04:00:00+00:00,20.472,20.519,20.427,20.459,20.427,20.519,0.6996197718631133,268177,2023-04-08 11:05:00+00:00,2023,305.0,20.524,20.526,20.519,20.524,0.0,20.726
2023-04-13 22:00:00+00:00__L22473__H22476,22479,2023-04-13 22:00:00+00:00,22479,2023-04-13 22:00:00+00:00,2023-04-13 23:00:00+00:00,2023,24.374,22473,22475,24.894,22476,22478,24.35,0.09846557807498711,0,24.397,0.28749999999999964,22482,2023-04-14 01:00:00+00:00,2023-04-14 02:00:00+00:00,25.023,25.336,3,2.340869565217388,1.0,0.44869565217391827,22479,2023-04-13 22:00:00+00:00,24.546,24.679,24.35,24.397,24.35,24.679,1.1443478260869477,269805,2023-04-14 02:45:00+00:00,2023,45.0,24.793,24.809,24.623,24.743,0.17021276595744037,25.336
2023-04-23 01:00:00+00:00__L22691__H22695,22698,2023-04-23 01:00:00+00:00,22699,2023-04-23 02:00:00+00:00,2023-04-23 03:00:00+00:00,2023,21.608,22691,22693,21.99,22695,22697,21.524,0.38874490929285277,1,21.633,0.17900000000000027,22704,2023-04-23 07:00:00+00:00,2023-04-23 08:00:00+00:00,22.069,22.145,5,3.044692737430153,0.7956204379562016,0.44134078212290784,22703,2023-04-23 06:00:00+00:00,21.944,21.986,21.862,21.889,21.862,21.986,0.6927374301676097,272461,2023-04-23 08:05:00+00:00,2023,5.0,22.032,22.078,21.981,22.074,0.04032258064515251,22.145
2023-04-25 03:00:00+00:00__L22738__H22745,22748,2023-04-25 03:00:00+00:00,22749,2023-04-25 04:00:00+00:00,2023-04-25 05:00:00+00:00,2023,20.974,22738,22740,21.457,22745,22747,20.8,0.8295985505864378,1,21.061,0.23300000000000054,22765,2023-04-25 20:00:00+00:00,2023-04-25 21:00:00+00:00,21.478,21.528,16,2.9098712446351898,0.28156650911546466,0.09012875536481008,22763,2023-04-25 18:00:00+00:00,21.197,21.282,21.092,21.113,21.092,21.282,0.8154506437768276,273465,2023-04-26 19:45:00+00:00,2023,1365.0,21.441,21.443,20.687,21.044,1.0,22.977
2023-04-25 04:00:00+00:00__L22715__H22745,22749,2023-04-25 04:00:00+00:00,22749,2023-04-25 04:00:00+00:00,2023-04-25 05:00:00+00:00,2023,20.9,22715,22717,21.457,22745,22747,20.847,0.25358851674639843,0,21.061,0.23300000000000054,22765,2023-04-25 20:00:00+00:00,2023-04-25 21:00:00+00:00,21.478,21.528,16,2.708154506437763,0.28156650911546466,0.09012875536481008,22763,2023-04-25 18:00:00+00:00,21.197,21.282,21.092,21.113,21.092,21.282,0.8154506437768276,273465,2023-04-26 19:45:00+00:00,2023,1365.0,21.441,21.443,20.687,21.044,1.0,22.977
2023-04-28 13:00:00+00:00__L22820__H22827,22830,2023-04-28 13:00:00+00:00,22830,2023-04-28 13:00:00+00:00,2023-04-28 14:00:00+00:00,2023,22.182,22820,22822,22.866,22827,22829,22.15,0.14426111261383118,0,22.365,0.2829999999999977,22833,2023-04-28 16:00:00+00:00,2023-04-28 17:00:00+00:00,23.004,23.057,3,3.0176678445230025,0.7671068427370998,0.48763250883393217,22831,2023-04-28 14:00:00+00:00,22.367,22.548,22.2,22.268,22.2,22.548,1.2296819787985929,274687,2023-05-01 01:35:00+00:00,2023,3395.0,22.759,22.775,21.74,22.259,1.0,24.0
2023-04-29 06:00:00+00:00__L22838__H22844,22847,2023-04-29 06:00:00+00:00,22847,2023-04-29 06:00:00+00:00,2023-04-29 07:00:00+00:00,2023,23.114,22838,22840,23.421,22844,22846,23.11,0.017305529116558516,0,23.164,0.2699999999999996,22853,2023-04-29 12:00:00+00:00,2023-04-29 13:00:00+00:00,23.559,23.901,6,1.6629629629629716,0.8077709611452039,0.5111111111111182,22852,2023-04-29 11:00:00+00:00,23.281,23.325,23.164,23.28,23.164,23.325,0.5962962962962891,274278,2023-04-29 15:30:00+00:00,2023,150.0,23.505,23.512,23.234,23.351,0.5652173913043401,23.901
2023-05-09 06:00:00+00:00__L23081__H23082,23087,2023-05-09 06:00:00+00:00,23088,2023-05-09 07:00:00+00:00,2023-05-09 08:00:00+00:00,2023,20.5,23081,23083,20.789,23082,23084,20.403,0.4731707317073235,1,20.672,0.1949999999999985,23092,2023-05-09 11:00:00+00:00,2023-05-09 12:00:00+00:00,20.797,20.805,4,2.0205128205128458,0.37091988130563436,0.04102564102563682,23089,2023-05-09 08:00:00+00:00,20.673,20.692,20.53,20.566,20.53,20.692,0.8307692307692321,277142,2023-05-09 14:10:00+00:00,2023,130.0,20.703,20.737,20.665,20.707,0.16666666666667398,20.981
2023-05-14 00:00:00+00:00__L23192__H23195,23201,2023-05-14 00:00:00+00:00,23203,2023-05-14 02:00:00+00:00,2023-05-14 03:00:00+00:00,2023,20.759,23192,23194,21.13,23195,23197,20.611,0.7129437834192384,2,20.851,0.15499999999999936,23216,2023-05-14 15:00:00+00:00,2023-05-14 16:00:00+00:00,21.171,21.29,13,3.612903225806458,0.4597701149425305,0.2645161290322615,23215,2023-05-14 14:00:00+00:00,21.121,21.141,21.025,21.114,21.025,21.141,0.7483870967741945,278605,2023-05-14 16:05:00+00:00,2023,5.0,21.152,21.177,21.139,21.177,0.01724137931033532,21.29
2023-05-14 02:00:00+00:00__L23183__H23195,23203,2023-05-14 02:00:00+00:00,23205,2023-05-14 04:00:00+00:00,2023-05-14 05:00:00+00:00,2023,20.977,23183,23185,21.13,23195,23197,20.691,1.3633980073413803,2,21.04,0.15499999999999936,23216,2023-05-14 15:00:00+00:00,2023-05-14 16:00:00+00:00,21.171,21.29,11,3.0967741935484026,0.25838264299802916,0.2645161290322615,23215,2023-05-14 14:00:00+00:00,21.121,21.141,21.025,21.114,21.025,21.141,0.7483870967741945,278605,2023-05-14 16:05:00+00:00,2023,5.0,21.152,21.177,21.139,21.177,0.01724137931033532,21.29
2023-05-16 19:00:00+00:00__L23263__H23265,23268,2023-05-16 19:00:00+00:00,23270,2023-05-16 21:00:00+00:00,2023-05-16 22:00:00+00:00,2023,20.629,23263,23265,20.82,23265,23267,20.427,0.9792040331572142,2,20.705,0.14800000000000146,23274,2023-05-17 01:00:00+00:00,2023-05-17 02:00:00+00:00,21.011,21.07,4,3.9459459459459043,0.6860986547085309,1.2905405405405206,23271,2023-05-16 22:00:00+00:00,20.705,20.72,20.609,20.635,20.609,20.72,0.749999999999973,279347,2023-05-17 05:55:00+00:00,2023,235.0,20.752,20.757,20.71,20.721,0.09009009009007451,21.07
2023-05-22 23:00:00+00:00__L23408__H23411,23416,2023-05-22 23:00:00+00:00,23418,2023-05-23 01:00:00+00:00,2023-05-23 02:00:00+00:00,2023,19.561,23408,23410,19.758,23411,23413,19.402,0.8128418792495216,2,19.78,0.11700000000000088,23419,2023-05-23 02:00:00+00:00,2023-05-23 03:00:00+00:00,19.877,19.884,1,4.059829059829011,1.0,1.0170940170940075,23417,2023-05-23 00:00:00+00:00,19.514,19.645,19.402,19.445,19.402,19.645,2.0769230769230487,281332,2023-05-24 03:20:00+00:00,2023,1460.0,19.837,19.841,19.637,19.703,0.032921810699585045,20.17
2023-06-03 20:00:00+00:00__L23696__H23697,23701,2023-06-03 20:00:00+00:00,23703,2023-06-03 22:00:00+00:00,2023-06-03 23:00:00+00:00,2023,21.08,23696,23698,21.34,23697,23699,20.95,0.6166982922201092,2,21.128,0.10049999999999848,23711,2023-06-04 06:00:00+00:00,2023-06-04 07:00:00+00:00,21.669,21.84,8,7.154228855721513,0.7127799736495424,3.273631840796076,23708,2023-06-04 03:00:00+00:00,21.269,21.308,21.238,21.254,21.238,21.308,0.6965174129353368,284928,2023-06-05 15:00:00+00:00,2023,1920.0,21.495,21.5,21.161,21.293,1.0,22.297
