partition,timeframe,signal_ts,entry_ts,exit_ts,entry_px,exit_px,return,mfe,mae,bars_held,hold_minutes,gross_pnl_usd,fee_sensitive_pnl_usd,exit_reason,context_15m,context_1h,context_4h
reference_validation,5m,2025-12-07 16:05:00+00:00,2025-12-07 16:10:00+00:00,2025-12-07 21:05:00+00:00,89209.3,91287.6,0.023296898417541678,0.02816634588546263,-0.0016153024404407246,59,295,11.648449208770838,11.248449208770838,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-08 01:10:00+00:00,2025-12-08 01:15:00+00:00,2025-12-08 03:40:00+00:00,90630.0,91025.9,0.004368310713891654,0.011254551473022234,-0.0011331788590973613,29,145,2.184155356945827,1.7841553569458273,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,STRONG_BULL,REVERSAL
reference_validation,5m,2025-12-08 04:30:00+00:00,2025-12-08 04:35:00+00:00,2025-12-08 05:05:00+00:00,91328.7,91076.6,-0.002760359010913205,0.0006339737672824697,-0.0034085670769430365,6,30,-1.3801795054566024,-1.7801795054566023,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,STRONG_BULL,REVERSAL
reference_validation,5m,2025-12-08 05:25:00+00:00,2025-12-08 05:30:00+00:00,2025-12-08 07:10:00+00:00,91242.9,91367.6,0.0013666816815336436,0.00405511004143877,-0.00040989490689136154,20,100,0.6833408407668218,0.28334084076682176,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,STRONG_BULL,REVERSAL
reference_validation,5m,2025-12-08 07:25:00+00:00,2025-12-08 07:30:00+00:00,2025-12-08 07:55:00+00:00,91659.9,91467.4,-0.0021001550296257943,0.0022703494112474853,-0.0025049121807899644,5,25,-1.0500775148128971,-1.450077514812897,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,STRONG_BULL,REVERSAL
reference_validation,5m,2025-12-08 08:20:00+00:00,2025-12-08 08:25:00+00:00,2025-12-08 10:05:00+00:00,91668.4,91800.0,0.0014356092175711321,0.0064820592483343376,-0.0012970663827447382,20,100,0.7178046087855661,0.31780460878556605,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,STRONG_BULL,STRONG_BULL
reference_validation,5m,2025-12-08 10:20:00+00:00,2025-12-08 10:25:00+00:00,2025-12-08 11:05:00+00:00,91990.2,91971.0,-0.00020871788516596546,0.0020828305623861176,-0.0008403069022570042,8,40,-0.10435894258298273,-0.5043589425829827,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,STRONG_BULL,STRONG_BULL
reference_validation,5m,2025-12-08 20:35:00+00:00,2025-12-08 20:40:00+00:00,2025-12-08 22:25:00+00:00,90502.1,90897.5,0.004368959394312366,0.0092384596600521,-0.0004983309779552636,21,105,2.184479697156183,1.7844796971561832,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-09 07:30:00+00:00,2025-12-09 07:35:00+00:00,2025-12-09 09:05:00+00:00,90385.0,90351.0,-0.0003761686120484775,0.002210543784920027,-0.0009293577474138726,18,90,-0.18808430602423876,-0.5880843060242388,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-09 11:55:00+00:00,2025-12-09 12:00:00+00:00,2025-12-09 13:40:00+00:00,90342.0,90444.9,0.0011390051139004154,0.0052998605299861,-0.0007217019769321098,20,100,0.5695025569502077,0.16950255695020766,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-09 15:00:00+00:00,2025-12-09 15:05:00+00:00,2025-12-09 18:50:00+00:00,90852.4,93775.7,0.03217636518132716,0.040754014203257194,-0.0043102878955315616,45,225,16.08818259066358,15.688182590663578,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-10 04:50:00+00:00,2025-12-10 04:55:00+00:00,2025-12-10 06:00:00+00:00,92473.7,92508.5,0.00037632321405989266,0.0023985197953579895,-3.784859911515337e-05,13,65,0.18816160702994633,-0.2118383929700537,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,HEALTHY_BULL,STRONG_BULL
reference_validation,5m,2025-12-10 06:35:00+00:00,2025-12-10 06:40:00+00:00,2025-12-10 07:10:00+00:00,92541.2,92547.1,6.375538678993209e-05,0.0017159924444463126,-0.0005781208802133619,6,30,0.031877693394966045,-0.368122306605034,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,HEALTHY_BULL,STRONG_BULL
reference_validation,5m,2025-12-10 07:35:00+00:00,2025-12-10 07:40:00+00:00,2025-12-10 08:35:00+00:00,92623.3,92500.0,-0.001331198521322463,0.0014650741228179331,-0.001331198521322463,11,55,-0.6655992606612315,-1.0655992606612315,REVERSAL_CUT,STRONG_BULL,HEALTHY_BULL,STRONG_BULL
reference_validation,5m,2025-12-10 09:45:00+00:00,2025-12-10 09:50:00+00:00,2025-12-10 10:25:00+00:00,92770.3,92652.3,-0.00127195880578157,0.005482358039156754,-0.0014843112504756562,7,35,-0.635979402890785,-1.035979402890785,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,HEALTHY_BULL,STRONG_BULL
reference_validation,5m,2025-12-10 16:20:00+00:00,2025-12-10 16:25:00+00:00,2025-12-10 17:00:00+00:00,92397.3,92126.7,-0.002928657006211255,0.001914558109382014,-0.0038128819781531043,7,35,-1.4643285031056275,-1.8643285031056274,DYNAMIC_DETERIORATION_CUT,REVERSAL,DETERIORATING,STRONG_BULL
reference_validation,5m,2025-12-10 17:15:00+00:00,2025-12-10 17:20:00+00:00,2025-12-10 18:20:00+00:00,92364.6,92186.6,-0.0019271452482877427,0.0012840417216117839,-0.002150174417471673,12,60,-0.9635726241438713,-1.3635726241438713,REVERSAL_CUT,REVERSAL,DETERIORATING,STRONG_BULL
reference_validation,5m,2025-12-10 18:35:00+00:00,2025-12-10 18:40:00+00:00,2025-12-10 19:05:00+00:00,92955.5,91968.8,-0.010614756523282587,0.0028841757615203356,-0.014528457164987518,5,25,-5.3073782616412934,-5.707378261641294,REVERSAL_CUT,REVERSAL,HEALTHY_BULL,STRONG_BULL
reference_validation,5m,2025-12-10 19:10:00+00:00,2025-12-10 19:15:00+00:00,2025-12-10 19:30:00+00:00,92954.8,92428.3,-0.005664043169368305,0.0018008752641067716,-0.00773601793559886,3,15,-2.8320215846841523,-3.2320215846841522,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,HEALTHY_BULL,STRONG_BULL
reference_validation,5m,2025-12-10 19:30:00+00:00,2025-12-10 19:35:00+00:00,2025-12-10 19:45:00+00:00,93083.9,92538.4,-0.00586030452097519,0.0003265870897115608,-0.00779404386795135,2,10,-2.930152260487595,-3.330152260487595,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,HEALTHY_BULL,STRONG_BULL
reference_validation,5m,2025-12-10 19:45:00+00:00,2025-12-10 19:50:00+00:00,2025-12-10 20:55:00+00:00,92665.1,92453.8,-0.002280254378401403,0.019193849680192443,-0.005212318337756039,13,65,-1.1401271892007014,-1.5401271892007014,REVERSAL_CUT,STRONG_BULL,HEALTHY_BULL,STRONG_BULL
reference_validation,5m,2025-12-11 09:35:00+00:00,2025-12-11 09:40:00+00:00,2025-12-11 09:55:00+00:00,90296.0,90193.9,-0.0011307256135377752,0.0004075485071322049,-0.0013743687428015017,3,15,-0.5653628067688876,-0.9653628067688876,REVERSAL_CUT,REVERSAL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-11 10:10:00+00:00,2025-12-11 10:15:00+00:00,2025-12-11 10:25:00+00:00,90303.7,90147.7,-0.0017275039671685866,0.0,-0.0019379050913750362,2,10,-0.8637519835842933,-1.2637519835842932,REVERSAL_CUT,REVERSAL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-11 10:55:00+00:00,2025-12-11 11:00:00+00:00,2025-12-11 11:30:00+00:00,90279.1,90216.0,-0.0006989436093183254,0.001093276295399459,-0.0007443583287827238,6,30,-0.3494718046591627,-0.7494718046591627,REVERSAL_CUT,REVERSAL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-11 12:25:00+00:00,2025-12-11 12:30:00+00:00,2025-12-11 12:50:00+00:00,90269.4,90219.9,-0.0005483585799839208,0.0008574334159749952,-0.0007688098070884886,4,20,-0.2741792899919604,-0.6741792899919604,REVERSAL_CUT,REVERSAL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-11 18:00:00+00:00,2025-12-11 18:05:00+00:00,2025-12-11 20:00:00+00:00,90154.3,90793.5,0.007090066696763264,0.01491553924771205,-0.0005834441618426389,23,115,3.545033348381632,3.145033348381632,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-11 20:10:00+00:00,2025-12-11 20:15:00+00:00,2025-12-11 22:25:00+00:00,91306.8,92335.1,0.011262030867361439,0.024538150499196165,-0.004280075525590732,26,130,5.631015433680719,5.231015433680719,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-12 02:15:00+00:00,2025-12-12 02:20:00+00:00,2025-12-12 03:20:00+00:00,92236.7,92168.6,-0.0007383178279360969,0.0052289381558534576,-0.001178489690112472,12,60,-0.36915891396804845,-0.7691589139680485,REVERSAL_CUT,HEALTHY_BULL,STRONG_BULL,HEALTHY_BULL
reference_validation,5m,2025-12-12 04:50:00+00:00,2025-12-12 04:55:00+00:00,2025-12-12 05:15:00+00:00,92350.0,92153.7,-0.002125609095831149,0.0011911207363290988,-0.0022057390362749674,4,20,-1.0628045479155745,-1.4628045479155745,REVERSAL_CUT,HEALTHY_BULL,STRONG_BULL,STRONG_BULL
reference_validation,5m,2025-12-12 05:40:00+00:00,2025-12-12 05:45:00+00:00,2025-12-12 07:20:00+00:00,92288.3,92396.6,0.0011734965320631119,0.004303904178536211,0.0,19,95,0.5867482660315559,0.18674826603155592,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,STRONG_BULL,STRONG_BULL
reference_validation,5m,2025-12-12 10:10:00+00:00,2025-12-12 10:15:00+00:00,2025-12-12 11:05:00+00:00,92521.9,92383.7,-0.0014937004103893203,0.0001956293591032221,-0.0020416787809155457,10,50,-0.7468502051946602,-1.14685020519466,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,STRONG_BULL,STRONG_BULL
reference_validation,5m,2025-12-12 14:50:00+00:00,2025-12-12 14:55:00+00:00,2025-12-12 15:05:00+00:00,92535.4,92111.0,-0.0045863528984582125,0.0003739109573202004,-0.004705226324195899,2,10,-2.2931764492291062,-2.693176449229106,REVERSAL_CUT,HEALTHY_BULL,STRONG_BULL,STRONG_BULL
reference_validation,5m,2025-12-12 23:20:00+00:00,2025-12-12 23:25:00+00:00,2025-12-12 23:30:00+00:00,90308.9,90264.4,-0.0004927532059408879,0.0,-0.0004927532059408879,1,5,-0.24637660297044395,-0.646376602970444,REVERSAL_CUT,REVERSAL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-12 23:30:00+00:00,2025-12-12 23:35:00+00:00,2025-12-12 23:50:00+00:00,90298.2,90278.2,-0.00022148835746449436,0.0003876046255628651,-0.00022259579925176798,3,15,-0.11074417873224718,-0.5107441787322472,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-13 00:00:00+00:00,2025-12-13 00:05:00+00:00,2025-12-13 00:30:00+00:00,90363.8,90261.5,-0.0011320905052687458,0.0003784701395912471,-0.0011708228294958767,5,25,-0.5660452526343729,-0.9660452526343729,REVERSAL_CUT,REVERSAL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-13 00:50:00+00:00,2025-12-13 00:55:00+00:00,2025-12-13 01:00:00+00:00,90292.8,90276.9,-0.00017609377491900613,0.00020599649141450627,-0.00017609377491900613,1,5,-0.08804688745950306,-0.4880468874595031,REVERSAL_CUT,REVERSAL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-13 03:35:00+00:00,2025-12-13 03:40:00+00:00,2025-12-13 04:05:00+00:00,90382.6,90276.9,-0.0011694728852679193,0.0005465653787344316,-0.0012270060830293916,5,25,-0.5847364426339596,-0.9847364426339597,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-13 04:35:00+00:00,2025-12-13 04:40:00+00:00,2025-12-13 05:30:00+00:00,90343.0,90313.0,-0.0003320677861040622,0.000404015806426683,-0.0004759638267491928,10,50,-0.1660338930520311,-0.5660338930520311,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-13 06:50:00+00:00,2025-12-13 06:55:00+00:00,2025-12-13 07:40:00+00:00,90330.4,90305.1,-0.0002800828956806001,0.00035093390486484743,-0.00041071444386375777,9,45,-0.14004144784030004,-0.5400414478403001,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-13 07:40:00+00:00,2025-12-13 07:45:00+00:00,2025-12-13 07:50:00+00:00,90310.5,90298.3,-0.0001350894967916405,0.0001085145138162158,-0.00013951866062089646,1,5,-0.06754474839582025,-0.4675447483958203,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-13 08:15:00+00:00,2025-12-13 08:20:00+00:00,2025-12-13 09:30:00+00:00,90421.5,90383.9,-0.000415830305845466,0.0012662917558323716,-0.0010893426895152158,14,70,-0.207915152922733,-0.607915152922733,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-13 09:45:00+00:00,2025-12-13 09:50:00+00:00,2025-12-13 09:55:00+00:00,90431.1,90382.5,-0.0005374257307497743,0.00046001873249346126,-0.0005374257307497743,1,5,-0.26871286537488714,-0.6687128653748872,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-13 10:10:00+00:00,2025-12-13 10:15:00+00:00,2025-12-13 11:20:00+00:00,90431.0,90455.3,0.0002687131625216388,0.001857770012495763,-2.1010494188899997e-05,13,65,0.1343565812608194,-0.2656434187391806,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-13 19:35:00+00:00,2025-12-13 19:40:00+00:00,2025-12-13 20:15:00+00:00,90176.1,90123.7,-0.0005810852321181947,0.0002162435501202875,-0.000582194173400663,7,35,-0.29054261605909737,-0.6905426160590974,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-13 22:50:00+00:00,2025-12-13 22:55:00+00:00,2025-12-14 00:05:00+00:00,90129.5,90107.7,-0.00024187419213472783,0.0013147748517410296,-0.0012348897974581163,14,70,-0.12093709606736391,-0.5209370960673639,REVERSAL_CUT,REVERSAL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-14 00:15:00+00:00,2025-12-14 00:20:00+00:00,2025-12-14 00:25:00+00:00,90268.1,90159.5,-0.0012030828166318397,0.0002104841023573556,-0.001364823232127499,1,5,-0.6015414083159198,-1.0015414083159198,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-14 00:25:00+00:00,2025-12-14 00:30:00+00:00,2025-12-14 01:35:00+00:00,90256.1,90245.6,-0.00011633562717650037,0.002037535413118796,-0.00043210375808389045,13,65,-0.05816781358825018,-0.4581678135882502,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-14 02:30:00+00:00,2025-12-14 02:35:00+00:00,2025-12-14 02:40:00+00:00,90349.0,90243.2,-0.0011710146210804906,8.85455290045023e-06,-0.0016491604777031377,1,5,-0.5855073105402453,-0.9855073105402453,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-14 04:20:00+00:00,2025-12-14 04:25:00+00:00,2025-12-14 04:45:00+00:00,90273.4,90128.4,-0.0016062317360374667,0.00029466044261106106,-0.0019208316070956633,4,20,-0.8031158680187334,-1.2031158680187333,REVERSAL_CUT,HEALTHY_BULL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-15 01:20:00+00:00,2025-12-15 01:25:00+00:00,2025-12-15 03:35:00+00:00,88705.5,89247.3,0.006107851260632069,0.014282090738454656,-0.0011882014080298875,26,130,3.0539256303160345,2.6539256303160346,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-15 04:40:00+00:00,2025-12-15 04:45:00+00:00,2025-12-15 05:45:00+00:00,89632.1,89487.8,-0.0016099143052544784,0.0013153769687421768,-0.0016924740132163718,12,60,-0.8049571526272392,-1.2049571526272391,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-15 06:50:00+00:00,2025-12-15 06:55:00+00:00,2025-12-15 07:05:00+00:00,89741.6,89583.0,-0.0017672963263414276,0.0005070112411635908,-0.0021339044545672925,2,10,-0.8836481631707138,-1.2836481631707137,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-15 07:55:00+00:00,2025-12-15 08:00:00+00:00,2025-12-15 10:10:00+00:00,89702.9,89777.0,0.0008260602500032022,0.002643169841777704,-0.0010936101285464739,26,130,0.4130301250016011,0.013030125001601056,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-15 23:10:00+00:00,2025-12-15 23:15:00+00:00,2025-12-16 00:20:00+00:00,86400.9,86255.5,-0.0016828528406531706,0.0008992961878870886,-0.0038413951706520733,13,65,-0.8414264203265853,-1.2414264203265852,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-16 05:50:00+00:00,2025-12-16 05:55:00+00:00,2025-12-16 07:20:00+00:00,85958.0,86185.6,0.002647804741850779,0.00720119127946206,-0.0005072244584565233,17,85,1.3239023709253894,0.9239023709253894,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-16 08:25:00+00:00,2025-12-16 08:30:00+00:00,2025-12-16 08:40:00+00:00,86228.2,86049.4,-0.0020735675799796738,2.0874841409224132e-05,-0.0021999763418463214,2,10,-1.036783789989837,-1.4367837899898368,REVERSAL_CUT,REVERSAL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-16 08:40:00+00:00,2025-12-16 08:45:00+00:00,2025-12-16 12:40:00+00:00,86234.5,87027.9,0.009200494001820658,0.012352364772799662,-0.0009636514388093875,47,235,4.600247000910329,4.200247000910329,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-16 13:25:00+00:00,2025-12-16 13:30:00+00:00,2025-12-16 13:35:00+00:00,87326.6,86831.5,-0.005669521085213458,0.005149633674046639,-0.005867627962156008,1,5,-2.834760542606729,-3.234760542606729,REVERSAL_CUT,STRONG_BULL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-16 14:30:00+00:00,2025-12-16 14:35:00+00:00,2025-12-16 16:45:00+00:00,87076.5,87490.0,0.004748697983956607,0.012258186766808343,-0.0035750173697840504,26,130,2.3743489919783034,1.9743489919783035,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-16 18:30:00+00:00,2025-12-16 18:35:00+00:00,2025-12-16 19:05:00+00:00,87664.3,87501.2,-0.0018605065003656218,0.003601237904141019,-0.002092071687106456,6,30,-0.9302532501828109,-1.3302532501828108,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-16 19:45:00+00:00,2025-12-16 19:50:00+00:00,2025-12-16 20:15:00+00:00,87602.4,87429.0,-0.0019793978247170108,0.0018058865967143234,-0.0023435430992756467,5,25,-0.9896989123585054,-1.3896989123585053,REVERSAL_CUT,HEALTHY_BULL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-16 20:30:00+00:00,2025-12-16 20:35:00+00:00,2025-12-16 21:00:00+00:00,87591.4,87533.7,-0.0006587404699547328,0.002493395470331672,-0.0006827154264001933,5,25,-0.3293702349773664,-0.7293702349773664,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-16 21:15:00+00:00,2025-12-16 21:20:00+00:00,2025-12-16 22:15:00+00:00,87660.3,87609.5,-0.0005795097666788651,0.002513110267703844,-0.0009571037288260698,11,55,-0.28975488333943256,-0.6897548833394326,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-16 22:30:00+00:00,2025-12-16 22:35:00+00:00,2025-12-16 23:05:00+00:00,87792.6,87710.1,-0.0009397147367773417,0.0012233377300592263,-0.0014921530971858665,6,30,-0.46985736838867087,-0.8698573683886709,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-16 23:50:00+00:00,2025-12-16 23:55:00+00:00,2025-12-17 00:05:00+00:00,87820.7,87570.5,-0.0028489866284372445,0.00016624782084417866,-0.0028489866284372445,2,10,-1.4244933142186222,-1.8244933142186222,REVERSAL_CUT,HEALTHY_BULL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-17 11:25:00+00:00,2025-12-17 11:30:00+00:00,2025-12-17 12:45:00+00:00,86760.9,86811.0,0.0005774490582739489,0.004941165893853183,-0.00021553487803838145,15,75,0.28872452913697444,-0.11127547086302558,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-17 13:00:00+00:00,2025-12-17 13:05:00+00:00,2025-12-17 13:15:00+00:00,87090.1,86856.9,-0.0026776866716194947,0.0026122372118071446,-0.0027569149650764624,2,10,-1.3388433358097473,-1.7388433358097473,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-17 13:30:00+00:00,2025-12-17 13:35:00+00:00,2025-12-17 14:40:00+00:00,87200.0,87378.4,0.0020458715596329835,0.0077981651376146655,-0.0014483944954128969,13,65,1.0229357798164918,0.6229357798164917,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-17 14:50:00+00:00,2025-12-17 14:55:00+00:00,2025-12-17 15:45:00+00:00,89259.1,88679.0,-0.006499057238981809,0.01236960713249391,-0.00845964164998314,10,50,-3.2495286194909045,-3.6495286194909045,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-18 00:30:00+00:00,2025-12-18 00:35:00+00:00,2025-12-18 00:45:00+00:00,86278.4,86123.0,-0.0018011460574141047,0.0,-0.0018857558786440354,2,10,-0.9005730287070524,-1.3005730287070523,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-18 00:45:00+00:00,2025-12-18 00:50:00+00:00,2025-12-18 01:05:00+00:00,86212.2,86034.6,-0.0020600332667533028,0.0004964494584294155,-0.0020611931953945506,3,15,-1.0300166333766514,-1.4300166333766513,REVERSAL_CUT,REVERSAL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-18 02:10:00+00:00,2025-12-18 02:15:00+00:00,2025-12-18 03:25:00+00:00,86448.6,86405.3,-0.0005008756648459123,0.004483589092246554,-0.0021816431960726135,14,70,-0.25043783242295614,-0.6504378324229562,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-18 03:55:00+00:00,2025-12-18 04:00:00+00:00,2025-12-18 05:10:00+00:00,86575.1,86639.6,0.0007450179093064779,0.003280388934000733,-0.0001975163759557752,14,70,0.37250895465323897,-0.027491045346761056,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-18 06:55:00+00:00,2025-12-18 07:00:00+00:00,2025-12-18 09:10:00+00:00,86607.0,86836.1,0.0026452827138685464,0.005527266849099988,-0.0007043310586903884,26,130,1.3226413569342732,0.9226413569342732,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-18 09:25:00+00:00,2025-12-18 09:30:00+00:00,2025-12-18 11:05:00+00:00,86972.2,87159.7,0.002155861298207995,0.005121176651849746,0.0,19,95,1.0779306491039975,0.6779306491039975,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-18 12:00:00+00:00,2025-12-18 12:05:00+00:00,2025-12-18 12:15:00+00:00,87299.9,87114.5,-0.002123713772867908,8.820170469858724e-05,-0.0022898078921052,2,10,-1.061856886433954,-1.4618568864339538,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-18 12:35:00+00:00,2025-12-18 12:40:00+00:00,2025-12-18 12:50:00+00:00,87344.6,87197.5,-0.0016841338789118643,0.0001648642274392209,-0.0019486035770959198,2,10,-0.8420669394559321,-1.242066939455932,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-18 13:00:00+00:00,2025-12-18 13:05:00+00:00,2025-12-18 14:15:00+00:00,87634.6,88110.4,0.005429362375134694,0.020691598980311365,-0.0018782535665137212,14,70,2.714681187567347,2.314681187567347,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-18 14:15:00+00:00,2025-12-18 14:20:00+00:00,2025-12-18 14:40:00+00:00,88667.7,88176.3,-0.005542040675465709,0.005022121922639178,-0.009041623950999056,4,20,-2.7710203377328546,-3.1710203377328545,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-18 15:30:00+00:00,2025-12-18 15:35:00+00:00,2025-12-18 16:00:00+00:00,88644.3,88480.7,-0.0018455783394984993,0.007769253070981419,-0.0023069729243729853,5,25,-0.9227891697492496,-1.3227891697492495,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,STRONG_BULL,REVERSAL
reference_validation,5m,2025-12-19 02:50:00+00:00,2025-12-19 02:55:00+00:00,2025-12-19 05:10:00+00:00,85865.9,86885.4,0.011873165016613063,0.019613140955839325,-0.0034914908013540247,27,135,5.936582508306532,5.536582508306531,DYNAMIC_DETERIORATION_CUT,REVERSAL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-19 06:55:00+00:00,2025-12-19 07:00:00+00:00,2025-12-19 08:30:00+00:00,87450.0,87700.0,0.002858776443682043,0.010474556889651154,-0.0001566609491137072,18,90,1.4293882218410214,1.0293882218410215,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-19 08:55:00+00:00,2025-12-19 09:00:00+00:00,2025-12-19 10:25:00+00:00,88063.2,87972.3,-0.0010322132286811891,0.002348313483952369,-0.002352855676377885,17,85,-0.5161066143405946,-0.9161066143405946,DYNAMIC_DETERIORATION_CUT,STRONG_BULL,REVERSAL,REVERSAL
reference_validation,5m,2025-12-19 10:55:00+00:00,2025-12-19 11:00:00+00:00,2025-12-19 12:05:00+00:00,88237.2,88028.1,-0.002369748813425554,0.0012228402533172034,-0.0030225347132502023,13,65,-1.184874406712777,-1.584874406712777,DYNAMIC_DETERIORATION_CUT,HEALTHY_BULL,STRONG_BULL,REVERSAL
