clock,side,partition,reference_start,execution_start,H,L,k1,clean,leave_bar,eligible_start,terminal,terminal_bar
LONDON,LONG,development,2023-10-25 08:00:00+00:00,2023-10-25 13:30:00+00:00,1798.63,1759.16,2023-10-25 14:20:00+00:00,False,,,BREAK_DURING_K1,2023-10-25 14:30:00+00:00
SHORT_2000,SHORT,development,2023-10-29 20:00:00+00:00,2023-10-30 01:30:00+00:00,1813.1,1789.6,2023-10-30 02:00:00+00:00,True,2023-10-30 02:10:00+00:00,2023-10-30 02:15:00+00:00,H2,2023-10-30 02:15:00+00:00
ALT_0330,LONG,development,2023-10-30 03:30:00+00:00,2023-10-30 09:00:00+00:00,1824.5,1778.03,2023-10-30 09:00:00+00:00,True,2023-10-30 09:15:00+00:00,2023-10-30 09:20:00+00:00,H2,2023-10-30 09:20:00+00:00
SHORT_2000,SHORT,development,2023-10-30 20:00:00+00:00,2023-10-31 01:30:00+00:00,1820.91,1797.37,2023-10-31 03:10:00+00:00,True,2023-10-31 03:20:00+00:00,2023-10-31 03:25:00+00:00,H2,2023-10-31 03:35:00+00:00
SHORT_2000,SHORT,development,2023-10-31 20:00:00+00:00,2023-11-01 01:30:00+00:00,1831.28,1802.68,2023-11-01 05:40:00+00:00,True,2023-11-01 05:45:00+00:00,2023-11-01 05:50:00+00:00,H2,2023-11-01 05:50:00+00:00
RAW_0530,LONG,development,2023-11-02 05:30:00+00:00,2023-11-02 11:00:00+00:00,1843.28,1821.1,2023-11-02 12:45:00+00:00,True,2023-11-02 12:55:00+00:00,2023-11-02 13:00:00+00:00,OPPOSITE,2023-11-02 14:05:00+00:00
RAW_0530,LONG,development,2023-11-03 05:30:00+00:00,2023-11-03 11:00:00+00:00,1804.82,1780.51,2023-11-03 13:50:00+00:00,False,,,BREAK_DURING_K1,2023-11-03 13:55:00+00:00
LONDON,LONG,development,2023-11-03 08:00:00+00:00,2023-11-03 13:30:00+00:00,1804.82,1780.51,2023-11-03 13:50:00+00:00,False,,,BREAK_DURING_K1,2023-11-03 13:55:00+00:00
ALT_0330,LONG,development,2023-11-06 03:30:00+00:00,2023-11-06 09:00:00+00:00,1890.54,1869.13,2023-11-06 09:45:00+00:00,True,2023-11-06 09:50:00+00:00,2023-11-06 09:55:00+00:00,H2,2023-11-06 10:10:00+00:00
RAW_0530,LONG,development,2023-11-06 05:30:00+00:00,2023-11-06 11:00:00+00:00,1899.87,1871.0,2023-11-06 12:00:00+00:00,True,2023-11-06 12:05:00+00:00,2023-11-06 12:10:00+00:00,H2,2023-11-06 12:25:00+00:00
LONDON,LONG,development,2023-11-06 08:00:00+00:00,2023-11-06 13:30:00+00:00,1912.7,1873.43,2023-11-06 14:25:00+00:00,True,2023-11-06 14:35:00+00:00,2023-11-06 14:40:00+00:00,H2,2023-11-06 14:50:00+00:00
SHORT_2000,SHORT,development,2023-11-06 20:00:00+00:00,2023-11-07 01:30:00+00:00,1907.87,1881.3,2023-11-07 02:55:00+00:00,True,2023-11-07 03:05:00+00:00,2023-11-07 03:10:00+00:00,NO_H2,
RAW_0530,LONG,development,2023-11-08 05:30:00+00:00,2023-11-08 11:00:00+00:00,1889.82,1873.13,2023-11-08 13:55:00+00:00,False,,,BREAK_DURING_K1,2023-11-08 14:05:00+00:00
LONDON,LONG,development,2023-11-08 08:00:00+00:00,2023-11-08 13:30:00+00:00,1889.82,1874.04,2023-11-08 13:55:00+00:00,False,,,BREAK_DURING_K1,2023-11-08 14:05:00+00:00
LONDON,LONG,development,2023-11-09 08:00:00+00:00,2023-11-09 13:30:00+00:00,1920.64,1904.49,2023-11-09 13:50:00+00:00,False,,,BREAK_DURING_K1,2023-11-09 13:55:00+00:00
ALT_0330,LONG,development,2023-11-13 03:30:00+00:00,2023-11-13 09:00:00+00:00,2062.72,2030.0,2023-11-13 14:05:00+00:00,True,2023-11-13 14:10:00+00:00,2023-11-13 14:15:00+00:00,H2,2023-11-13 14:15:00+00:00
RAW_0530,LONG,development,2023-11-13 05:30:00+00:00,2023-11-13 11:00:00+00:00,2062.72,2030.0,2023-11-13 14:05:00+00:00,True,2023-11-13 14:10:00+00:00,2023-11-13 14:15:00+00:00,H2,2023-11-13 14:15:00+00:00
LONDON,LONG,development,2023-11-13 08:00:00+00:00,2023-11-13 13:30:00+00:00,2062.72,2040.0,2023-11-13 14:05:00+00:00,True,2023-11-13 14:10:00+00:00,2023-11-13 14:15:00+00:00,H2,2023-11-13 14:15:00+00:00
RAW_2330,LONG,development,2023-11-14 23:30:00+00:00,2023-11-15 05:00:00+00:00,1992.63,1967.85,2023-11-15 08:55:00+00:00,True,2023-11-15 09:05:00+00:00,2023-11-15 09:10:00+00:00,H2,2023-11-15 09:10:00+00:00
SHORT_2000,SHORT,development,2023-11-14 20:00:00+00:00,2023-11-15 01:30:00+00:00,1995.83,1969.03,2023-11-15 02:40:00+00:00,True,2023-11-15 02:45:00+00:00,2023-11-15 02:50:00+00:00,H2,2023-11-15 03:55:00+00:00
ALT_0330,LONG,development,2023-11-15 03:30:00+00:00,2023-11-15 09:00:00+00:00,1992.97,1968.18,2023-11-15 09:00:00+00:00,True,2023-11-15 09:05:00+00:00,2023-11-15 09:10:00+00:00,H2,2023-11-15 09:10:00+00:00
LONDON,LONG,development,2023-11-15 08:00:00+00:00,2023-11-15 13:30:00+00:00,2024.68,1982.01,2023-11-15 16:00:00+00:00,True,2023-11-15 16:05:00+00:00,2023-11-15 16:10:00+00:00,H2,2023-11-15 18:10:00+00:00
ALT_0330,LONG,development,2023-11-20 03:30:00+00:00,2023-11-20 09:00:00+00:00,2028.2,1993.85,2023-11-20 09:30:00+00:00,True,2023-11-20 09:35:00+00:00,2023-11-20 09:40:00+00:00,H2,2023-11-20 09:50:00+00:00
RAW_0530,LONG,development,2023-11-22 05:30:00+00:00,2023-11-22 11:00:00+00:00,2030.0,1982.44,2023-11-22 13:05:00+00:00,True,2023-11-22 13:10:00+00:00,2023-11-22 13:15:00+00:00,H2,2023-11-22 13:30:00+00:00
ALT_0330,LONG,development,2023-11-23 03:30:00+00:00,2023-11-23 09:00:00+00:00,2084.4,2058.2,2023-11-23 09:00:00+00:00,True,2023-11-23 09:05:00+00:00,2023-11-23 09:10:00+00:00,H2,2023-11-23 09:55:00+00:00
ALT_0330,LONG,development,2023-11-24 03:30:00+00:00,2023-11-24 09:00:00+00:00,2086.44,2062.54,2023-11-24 09:15:00+00:00,False,,,BREAK_DURING_K1,2023-11-24 09:20:00+00:00
RAW_0530,LONG,development,2023-11-24 05:30:00+00:00,2023-11-24 11:00:00+00:00,2129.96,2064.81,2023-11-24 15:40:00+00:00,True,2023-11-24 15:45:00+00:00,2023-11-24 15:50:00+00:00,NO_H2,
LONDON,LONG,development,2023-11-24 08:00:00+00:00,2023-11-24 13:30:00+00:00,2129.96,2075.14,2023-11-24 15:40:00+00:00,True,2023-11-24 15:45:00+00:00,2023-11-24 15:50:00+00:00,NO_H2,
RAW_0530,LONG,development,2023-11-28 05:30:00+00:00,2023-11-28 11:00:00+00:00,2021.39,1994.85,2023-11-28 11:00:00+00:00,True,2023-11-28 11:05:00+00:00,2023-11-28 11:10:00+00:00,H2,2023-11-28 11:15:00+00:00
ALT_0330,LONG,development,2023-11-29 03:30:00+00:00,2023-11-29 09:00:00+00:00,2072.0,2047.18,2023-11-29 09:50:00+00:00,True,2023-11-29 09:55:00+00:00,2023-11-29 10:00:00+00:00,OPPOSITE,2023-11-29 10:40:00+00:00
ALT_0330,LONG,development,2023-12-01 03:30:00+00:00,2023-12-01 09:00:00+00:00,2108.83,2086.73,2023-12-01 09:15:00+00:00,True,2023-12-01 09:20:00+00:00,2023-12-01 09:25:00+00:00,OPPOSITE,2023-12-01 12:45:00+00:00
ALT_0330,LONG,development,2023-12-04 03:30:00+00:00,2023-12-04 09:00:00+00:00,2267.0,2210.37,2023-12-04 09:35:00+00:00,True,2023-12-04 09:40:00+00:00,2023-12-04 09:45:00+00:00,H2,2023-12-04 10:40:00+00:00
SHORT_2000,SHORT,development,2023-12-04 20:00:00+00:00,2023-12-05 01:30:00+00:00,2254.8,2220.2,2023-12-05 07:05:00+00:00,False,,,BREAK_DURING_K1,2023-12-05 07:10:00+00:00
RAW_2330,LONG,development,2023-12-06 23:30:00+00:00,2023-12-07 05:00:00+00:00,2267.12,2228.93,2023-12-07 05:05:00+00:00,True,2023-12-07 05:10:00+00:00,2023-12-07 05:15:00+00:00,H2,2023-12-07 05:20:00+00:00
RAW_0530,LONG,development,2023-12-07 05:30:00+00:00,2023-12-07 11:00:00+00:00,2269.92,2222.08,2023-12-07 14:55:00+00:00,False,,,BREAK_DURING_K1,2023-12-07 15:00:00+00:00
LONDON,LONG,development,2023-12-07 08:00:00+00:00,2023-12-07 13:30:00+00:00,2269.79,2222.08,2023-12-07 14:55:00+00:00,False,,,BREAK_DURING_K1,2023-12-07 15:00:00+00:00
SHORT_2000,SHORT,development,2023-12-12 20:00:00+00:00,2023-12-13 01:30:00+00:00,2208.47,2164.82,2023-12-13 02:25:00+00:00,True,2023-12-13 02:35:00+00:00,2023-12-13 02:40:00+00:00,H2,2023-12-13 03:50:00+00:00
LONDON,LONG,development,2023-12-13 08:00:00+00:00,2023-12-13 13:30:00+00:00,2193.53,2168.9,2023-12-13 13:30:00+00:00,True,2023-12-13 13:35:00+00:00,2023-12-13 13:40:00+00:00,H2,2023-12-13 13:40:00+00:00
RAW_2330,LONG,development,2023-12-13 23:30:00+00:00,2023-12-14 05:00:00+00:00,2265.31,2246.13,2023-12-14 06:00:00+00:00,False,,,BREAK_DURING_K1,2023-12-14 06:10:00+00:00
ALT_0330,LONG,development,2023-12-14 03:30:00+00:00,2023-12-14 09:00:00+00:00,2289.98,2246.89,2023-12-14 10:55:00+00:00,True,2023-12-14 11:00:00+00:00,2023-12-14 11:05:00+00:00,H2,2023-12-14 11:15:00+00:00
SHORT_2000,SHORT,development,2023-12-14 20:00:00+00:00,2023-12-15 01:30:00+00:00,2333.29,2283.27,2023-12-15 03:15:00+00:00,True,2023-12-15 03:20:00+00:00,2023-12-15 03:25:00+00:00,H2,2023-12-15 03:25:00+00:00
ALT_0330,LONG,development,2023-12-15 03:30:00+00:00,2023-12-15 09:00:00+00:00,2288.0,2256.75,2023-12-15 09:10:00+00:00,True,2023-12-15 09:15:00+00:00,2023-12-15 09:20:00+00:00,OPPOSITE,2023-12-15 13:00:00+00:00
RAW_2330,LONG,development,2023-12-18 23:30:00+00:00,2023-12-19 05:00:00+00:00,2255.48,2212.69,2023-12-19 08:10:00+00:00,True,2023-12-19 08:20:00+00:00,2023-12-19 08:25:00+00:00,NO_H2,
ALT_0330,LONG,development,2023-12-20 03:30:00+00:00,2023-12-20 09:00:00+00:00,2224.69,2182.36,2023-12-20 10:10:00+00:00,True,2023-12-20 10:20:00+00:00,2023-12-20 10:25:00+00:00,H2,2023-12-20 13:05:00+00:00
RAW_0530,LONG,development,2023-12-21 05:30:00+00:00,2023-12-21 11:00:00+00:00,2249.0,2193.81,2023-12-21 11:00:00+00:00,False,,,BREAK_DURING_K1,2023-12-21 11:05:00+00:00
RAW_2330,LONG,development,2023-12-21 23:30:00+00:00,2023-12-22 05:00:00+00:00,2263.81,2232.35,2023-12-22 05:00:00+00:00,True,2023-12-22 05:05:00+00:00,2023-12-22 05:10:00+00:00,H2,2023-12-22 05:25:00+00:00
RAW_2330,LONG,development,2023-12-24 23:30:00+00:00,2023-12-25 05:00:00+00:00,2284.0,2254.38,2023-12-25 05:30:00+00:00,False,,,BREAK_DURING_K1,2023-12-25 05:35:00+00:00
RAW_0530,LONG,development,2023-12-25 05:30:00+00:00,2023-12-25 11:00:00+00:00,2291.98,2264.96,2023-12-25 12:45:00+00:00,False,,,BREAK_DURING_K1,2023-12-25 12:55:00+00:00
SHORT_2000,SHORT,development,2023-12-25 20:00:00+00:00,2023-12-26 01:30:00+00:00,2289.14,2258.04,2023-12-26 05:20:00+00:00,False,,,BREAK_DURING_K1,2023-12-26 05:25:00+00:00
LONDON,LONG,development,2023-12-26 08:00:00+00:00,2023-12-26 13:30:00+00:00,2251.21,2216.86,2023-12-26 13:40:00+00:00,True,2023-12-26 13:55:00+00:00,2023-12-26 14:00:00+00:00,H2,2023-12-26 14:25:00+00:00
RAW_0530,LONG,development,2023-12-27 05:30:00+00:00,2023-12-27 11:00:00+00:00,2282.6,2219.11,2023-12-27 11:00:00+00:00,True,2023-12-27 11:05:00+00:00,2023-12-27 11:10:00+00:00,H2,2023-12-27 11:10:00+00:00
LONDON,LONG,development,2023-12-27 08:00:00+00:00,2023-12-27 13:30:00+00:00,2299.44,2228.72,2023-12-27 13:30:00+00:00,True,2023-12-27 13:35:00+00:00,2023-12-27 13:40:00+00:00,H2,2023-12-27 14:00:00+00:00
RAW_2330,LONG,development,2023-12-28 23:30:00+00:00,2023-12-29 05:00:00+00:00,2366.61,2311.07,2023-12-29 09:30:00+00:00,True,2023-12-29 09:35:00+00:00,2023-12-29 09:40:00+00:00,H2,2023-12-29 09:55:00+00:00
SHORT_2000,SHORT,development,2023-12-28 20:00:00+00:00,2023-12-29 01:30:00+00:00,2366.61,2319.8,2023-12-29 01:35:00+00:00,True,2023-12-29 01:50:00+00:00,2023-12-29 01:55:00+00:00,NO_H2,
RAW_0530,LONG,development,2023-12-29 05:30:00+00:00,2023-12-29 11:00:00+00:00,2376.0,2333.45,2023-12-29 11:10:00+00:00,False,,,BREAK_DURING_K1,2023-12-29 11:15:00+00:00
LONDON,LONG,development,2023-12-29 08:00:00+00:00,2023-12-29 13:30:00+00:00,2381.05,2334.1,2023-12-29 14:40:00+00:00,True,2023-12-29 14:50:00+00:00,2023-12-29 14:55:00+00:00,H2,2023-12-29 14:55:00+00:00
RAW_2330,LONG,development,2024-01-01 23:30:00+00:00,2024-01-02 05:00:00+00:00,2402.64,2347.62,2024-01-02 08:15:00+00:00,False,,,BREAK_DURING_K1,2024-01-02 08:20:00+00:00
RAW_2330,LONG,development,2024-01-02 23:30:00+00:00,2024-01-03 05:00:00+00:00,2387.28,2348.46,2024-01-03 09:35:00+00:00,True,2024-01-03 09:40:00+00:00,2024-01-03 09:45:00+00:00,OPPOSITE,2024-01-03 11:10:00+00:00
RAW_2330,LONG,development,2024-01-03 23:30:00+00:00,2024-01-04 05:00:00+00:00,2241.19,2202.1,2024-01-04 05:05:00+00:00,True,2024-01-04 05:10:00+00:00,2024-01-04 05:15:00+00:00,H2,2024-01-04 05:15:00+00:00
RAW_0530,LONG,development,2024-01-04 05:30:00+00:00,2024-01-04 11:00:00+00:00,2245.94,2205.42,2024-01-04 13:50:00+00:00,True,2024-01-04 14:00:00+00:00,2024-01-04 14:05:00+00:00,H2,2024-01-04 14:40:00+00:00
SHORT_2000,SHORT,development,2024-01-04 20:00:00+00:00,2024-01-05 01:30:00+00:00,2295.55,2253.8,2024-01-05 01:30:00+00:00,True,2024-01-05 01:35:00+00:00,2024-01-05 01:40:00+00:00,H2,2024-01-05 01:40:00+00:00
ALT_0330,LONG,development,2024-01-05 03:30:00+00:00,2024-01-05 09:00:00+00:00,2265.95,2234.34,2024-01-05 09:00:00+00:00,True,2024-01-05 09:10:00+00:00,2024-01-05 09:15:00+00:00,H2,2024-01-05 09:35:00+00:00
LONDON,LONG,development,2024-01-08 08:00:00+00:00,2024-01-08 13:30:00+00:00,2274.95,2204.16,2024-01-08 15:40:00+00:00,True,2024-01-08 15:50:00+00:00,2024-01-08 15:55:00+00:00,H2,2024-01-08 16:00:00+00:00
RAW_2330,LONG,development,2024-01-09 23:30:00+00:00,2024-01-10 05:00:00+00:00,2402.6,2333.6,2024-01-10 09:15:00+00:00,False,,,BREAK_DURING_K1,2024-01-10 09:25:00+00:00
RAW_2330,LONG,development,2024-01-11 23:30:00+00:00,2024-01-12 05:00:00+00:00,2625.83,2581.09,2024-01-12 06:20:00+00:00,True,2024-01-12 06:25:00+00:00,2024-01-12 06:30:00+00:00,H2,2024-01-12 11:00:00+00:00
LONDON,LONG,development,2024-01-12 08:00:00+00:00,2024-01-12 13:30:00+00:00,2686.0,2585.01,2024-01-12 13:35:00+00:00,True,2024-01-12 13:50:00+00:00,2024-01-12 13:55:00+00:00,H2,2024-01-12 14:25:00+00:00
RAW_2330,LONG,development,2024-01-14 23:30:00+00:00,2024-01-15 05:00:00+00:00,2515.05,2470.0,2024-01-15 05:00:00+00:00,False,,,BREAK_DURING_K1,2024-01-15 05:10:00+00:00
LONDON,LONG,development,2024-01-15 08:00:00+00:00,2024-01-15 13:30:00+00:00,2548.8,2507.93,2024-01-15 13:50:00+00:00,True,2024-01-15 13:55:00+00:00,2024-01-15 14:00:00+00:00,H2,2024-01-15 18:30:00+00:00
RAW_2330,LONG,development,2024-01-15 23:30:00+00:00,2024-01-16 05:00:00+00:00,2540.0,2505.01,2024-01-16 05:40:00+00:00,True,2024-01-16 05:50:00+00:00,2024-01-16 05:55:00+00:00,H2,2024-01-16 08:45:00+00:00
ALT_0330,LONG,development,2024-01-16 03:30:00+00:00,2024-01-16 09:00:00+00:00,2545.5,2521.5,2024-01-16 09:00:00+00:00,True,2024-01-16 09:05:00+00:00,2024-01-16 09:10:00+00:00,H2,2024-01-16 09:20:00+00:00
SHORT_2000,SHORT,development,2024-01-16 20:00:00+00:00,2024-01-17 01:30:00+00:00,2613.8,2571.46,2024-01-17 03:50:00+00:00,True,2024-01-17 04:00:00+00:00,2024-01-17 04:05:00+00:00,H2,2024-01-17 04:05:00+00:00
RAW_2330,LONG,development,2024-01-17 23:30:00+00:00,2024-01-18 05:00:00+00:00,2540.0,2509.25,2024-01-18 08:00:00+00:00,True,2024-01-18 08:05:00+00:00,2024-01-18 08:10:00+00:00,H2,2024-01-18 08:20:00+00:00
RAW_2330,LONG,development,2024-01-18 23:30:00+00:00,2024-01-19 05:00:00+00:00,2474.96,2442.98,2024-01-19 08:55:00+00:00,False,,,BREAK_DURING_K1,2024-01-19 09:00:00+00:00
ALT_0330,LONG,development,2024-01-24 03:30:00+00:00,2024-01-24 09:00:00+00:00,2245.0,2211.57,2024-01-24 09:15:00+00:00,True,2024-01-24 09:20:00+00:00,2024-01-24 09:25:00+00:00,H2,2024-01-24 10:25:00+00:00
ALT_0330,LONG,development,2024-01-25 03:30:00+00:00,2024-01-25 09:00:00+00:00,2232.5,2202.41,2024-01-25 10:40:00+00:00,False,,,BREAK_DURING_K1,2024-01-25 10:45:00+00:00
RAW_0530,LONG,development,2024-01-25 05:30:00+00:00,2024-01-25 11:00:00+00:00,2239.81,2204.88,2024-01-25 11:10:00+00:00,True,2024-01-25 11:20:00+00:00,2024-01-25 11:25:00+00:00,OPPOSITE,2024-01-25 13:00:00+00:00
ALT_0330,LONG,development,2024-01-30 03:30:00+00:00,2024-01-30 09:00:00+00:00,2313.74,2299.57,2024-01-30 10:40:00+00:00,False,,,BREAK_DURING_K1,2024-01-30 10:55:00+00:00
RAW_0530,LONG,development,2024-01-30 05:30:00+00:00,2024-01-30 11:00:00+00:00,2316.64,2299.57,2024-01-30 11:00:00+00:00,True,2024-01-30 11:05:00+00:00,2024-01-30 11:10:00+00:00,H2,2024-01-30 12:05:00+00:00
ALT_0330,LONG,development,2024-02-01 03:30:00+00:00,2024-02-01 09:00:00+00:00,2276.88,2250.65,2024-02-01 10:25:00+00:00,True,2024-02-01 10:30:00+00:00,2024-02-01 10:35:00+00:00,H2,2024-02-01 14:15:00+00:00
ALT_0330,LONG,development,2024-02-05 03:30:00+00:00,2024-02-05 09:00:00+00:00,2324.96,2284.8,2024-02-05 09:00:00+00:00,True,2024-02-05 09:05:00+00:00,2024-02-05 09:10:00+00:00,H2,2024-02-05 10:00:00+00:00
RAW_0530,LONG,development,2024-02-05 05:30:00+00:00,2024-02-05 11:00:00+00:00,2332.62,2288.48,2024-02-05 13:35:00+00:00,True,2024-02-05 13:50:00+00:00,2024-02-05 13:55:00+00:00,H2,2024-02-05 14:00:00+00:00
LONDON,LONG,development,2024-02-05 08:00:00+00:00,2024-02-05 13:30:00+00:00,2332.62,2309.73,2024-02-05 13:35:00+00:00,True,2024-02-05 13:50:00+00:00,2024-02-05 13:55:00+00:00,H2,2024-02-05 14:00:00+00:00
LONDON,LONG,development,2024-02-06 08:00:00+00:00,2024-02-06 13:30:00+00:00,2344.45,2308.16,2024-02-06 13:30:00+00:00,True,2024-02-06 13:35:00+00:00,2024-02-06 13:40:00+00:00,H2,2024-02-06 14:35:00+00:00
RAW_0530,LONG,development,2024-02-07 05:30:00+00:00,2024-02-07 11:00:00+00:00,2377.11,2352.06,2024-02-07 14:00:00+00:00,True,2024-02-07 14:05:00+00:00,2024-02-07 14:10:00+00:00,H2,2024-02-07 14:45:00+00:00
LONDON,LONG,development,2024-02-07 08:00:00+00:00,2024-02-07 13:30:00+00:00,2377.11,2352.06,2024-02-07 14:00:00+00:00,True,2024-02-07 14:05:00+00:00,2024-02-07 14:10:00+00:00,H2,2024-02-07 14:45:00+00:00
SHORT_2000,SHORT,development,2024-02-07 20:00:00+00:00,2024-02-08 01:30:00+00:00,2445.0,2418.66,2024-02-08 06:55:00+00:00,False,,,BREAK_DURING_K1,2024-02-08 07:00:00+00:00
ALT_0330,LONG,development,2024-02-08 03:30:00+00:00,2024-02-08 09:00:00+00:00,2435.78,2410.16,2024-02-08 14:00:00+00:00,True,2024-02-08 14:15:00+00:00,2024-02-08 14:20:00+00:00,H2,2024-02-08 14:50:00+00:00
RAW_2330,LONG,development,2024-02-08 23:30:00+00:00,2024-02-09 05:00:00+00:00,2466.0,2417.68,2024-02-09 08:30:00+00:00,True,2024-02-09 08:40:00+00:00,2024-02-09 08:45:00+00:00,H2,2024-02-09 08:45:00+00:00
ALT_0330,LONG,development,2024-02-09 03:30:00+00:00,2024-02-09 09:00:00+00:00,2476.3,2438.44,2024-02-09 09:00:00+00:00,True,2024-02-09 09:10:00+00:00,2024-02-09 09:15:00+00:00,H2,2024-02-09 11:30:00+00:00
SHORT_2000,SHORT,development,2024-02-11 20:00:00+00:00,2024-02-12 01:30:00+00:00,2525.0,2492.16,2024-02-12 02:45:00+00:00,True,2024-02-12 02:50:00+00:00,2024-02-12 02:55:00+00:00,H2,2024-02-12 06:40:00+00:00
RAW_0530,LONG,development,2024-02-12 05:30:00+00:00,2024-02-12 11:00:00+00:00,2504.83,2470.05,2024-02-12 14:40:00+00:00,False,,,BREAK_DURING_K1,2024-02-12 14:45:00+00:00
LONDON,LONG,development,2024-02-12 08:00:00+00:00,2024-02-12 13:30:00+00:00,2504.83,2470.05,2024-02-12 14:40:00+00:00,False,,,BREAK_DURING_K1,2024-02-12 14:45:00+00:00
RAW_2330,LONG,development,2024-02-13 23:30:00+00:00,2024-02-14 05:00:00+00:00,2645.21,2619.12,2024-02-14 06:10:00+00:00,False,,,BREAK_DURING_K1,2024-02-14 06:15:00+00:00
ALT_0330,LONG,development,2024-02-15 03:30:00+00:00,2024-02-15 09:00:00+00:00,2805.96,2758.57,2024-02-15 12:00:00+00:00,True,2024-02-15 12:05:00+00:00,2024-02-15 12:10:00+00:00,H2,2024-02-15 13:10:00+00:00
RAW_0530,LONG,development,2024-02-15 05:30:00+00:00,2024-02-15 11:00:00+00:00,2804.0,2758.57,2024-02-15 12:00:00+00:00,True,2024-02-15 12:10:00+00:00,2024-02-15 12:15:00+00:00,H2,2024-02-15 13:10:00+00:00
LONDON,LONG,development,2024-02-15 08:00:00+00:00,2024-02-15 13:30:00+00:00,2816.13,2770.02,2024-02-15 13:55:00+00:00,True,2024-02-15 14:00:00+00:00,2024-02-15 14:05:00+00:00,H2,2024-02-15 14:10:00+00:00
SHORT_2000,SHORT,development,2024-02-19 20:00:00+00:00,2024-02-20 01:30:00+00:00,2988.22,2905.14,2024-02-20 04:00:00+00:00,True,2024-02-20 04:05:00+00:00,2024-02-20 04:10:00+00:00,NO_H2,
RAW_0530,LONG,development,2024-02-20 05:30:00+00:00,2024-02-20 11:00:00+00:00,2937.25,2873.6,2024-02-20 11:05:00+00:00,True,2024-02-20 11:10:00+00:00,2024-02-20 11:15:00+00:00,H2,2024-02-20 11:20:00+00:00
SHORT_2000,SHORT,development,2024-02-20 20:00:00+00:00,2024-02-21 01:30:00+00:00,3036.83,2967.83,2024-02-21 06:05:00+00:00,True,2024-02-21 06:10:00+00:00,2024-02-21 06:15:00+00:00,H2,2024-02-21 06:35:00+00:00
ALT_0330,LONG,development,2024-02-22 03:30:00+00:00,2024-02-22 09:00:00+00:00,3025.32,2921.19,2024-02-22 09:05:00+00:00,True,2024-02-22 09:10:00+00:00,2024-02-22 09:15:00+00:00,H2,2024-02-22 09:45:00+00:00
RAW_0530,LONG,development,2024-02-27 05:30:00+00:00,2024-02-27 11:00:00+00:00,3272.79,3213.01,2024-02-27 12:25:00+00:00,False,,,BREAK_DURING_K1,2024-02-27 12:30:00+00:00
SHORT_2000,SHORT,development,2024-02-27 20:00:00+00:00,2024-02-28 01:30:00+00:00,3273.0,3235.69,2024-02-28 01:55:00+00:00,True,2024-02-28 02:00:00+00:00,2024-02-28 02:05:00+00:00,H2,2024-02-28 02:05:00+00:00
RAW_0530,LONG,development,2024-02-28 05:30:00+00:00,2024-02-28 11:00:00+00:00,3375.61,3253.18,2024-02-28 15:15:00+00:00,True,2024-02-28 15:20:00+00:00,2024-02-28 15:25:00+00:00,H2,2024-02-28 15:25:00+00:00
LONDON,LONG,development,2024-02-28 08:00:00+00:00,2024-02-28 13:30:00+00:00,3375.61,3280.0,2024-02-28 15:15:00+00:00,True,2024-02-28 15:20:00+00:00,2024-02-28 15:25:00+00:00,H2,2024-02-28 15:25:00+00:00
RAW_2330,LONG,development,2024-02-28 23:30:00+00:00,2024-02-29 05:00:00+00:00,3475.68,3366.13,2024-02-29 05:55:00+00:00,False,,,BREAK_DURING_K1,2024-02-29 06:05:00+00:00
ALT_0330,LONG,development,2024-03-04 03:30:00+00:00,2024-03-04 09:00:00+00:00,3549.0,3457.64,2024-03-04 14:45:00+00:00,True,2024-03-04 14:50:00+00:00,2024-03-04 14:55:00+00:00,H2,2024-03-04 14:55:00+00:00
RAW_0530,LONG,development,2024-03-04 05:30:00+00:00,2024-03-04 11:00:00+00:00,3549.0,3457.64,2024-03-04 14:45:00+00:00,True,2024-03-04 14:50:00+00:00,2024-03-04 14:55:00+00:00,H2,2024-03-04 14:55:00+00:00
LONDON,LONG,development,2024-03-05 08:00:00+00:00,2024-03-05 13:30:00+00:00,3784.0,3656.0,2024-03-05 13:45:00+00:00,True,2024-03-05 13:50:00+00:00,2024-03-05 13:55:00+00:00,H2,2024-03-05 13:55:00+00:00
ALT_0330,LONG,development,2024-03-07 03:30:00+00:00,2024-03-07 09:00:00+00:00,3818.7,3736.44,2024-03-07 11:05:00+00:00,True,2024-03-07 11:10:00+00:00,2024-03-07 11:15:00+00:00,H2,2024-03-07 14:00:00+00:00
RAW_0530,LONG,development,2024-03-07 05:30:00+00:00,2024-03-07 11:00:00+00:00,3818.7,3736.44,2024-03-07 11:05:00+00:00,True,2024-03-07 11:10:00+00:00,2024-03-07 11:15:00+00:00,H2,2024-03-07 14:00:00+00:00
RAW_2330,LONG,development,2024-03-07 23:30:00+00:00,2024-03-08 05:00:00+00:00,3947.36,3858.22,2024-03-08 07:35:00+00:00,True,2024-03-08 07:45:00+00:00,2024-03-08 07:50:00+00:00,H2,2024-03-08 08:30:00+00:00
ALT_0330,LONG,development,2024-03-08 03:30:00+00:00,2024-03-08 09:00:00+00:00,3958.4,3883.11,2024-03-08 10:50:00+00:00,True,2024-03-08 10:55:00+00:00,2024-03-08 11:00:00+00:00,H2,2024-03-08 13:05:00+00:00
