episode_id,regime,first_effective_ts,last_effective_ts,first_partition,n_intervals,duration_hours
1712,BULL,2025-04-10 00:00:00+00:00,2025-04-10 12:00:00+00:00,reference_validation,4,16
1713,SIDEWAYS,2025-04-10 16:00:00+00:00,2025-04-11 00:00:00+00:00,reference_validation,3,12
1714,BULL,2025-04-11 04:00:00+00:00,2025-04-15 16:00:00+00:00,reference_validation,28,112
1715,SIDEWAYS,2025-04-15 20:00:00+00:00,2025-04-16 04:00:00+00:00,reference_validation,3,12
1716,BEAR,2025-04-16 08:00:00+00:00,2025-04-16 12:00:00+00:00,reference_validation,2,8
1717,BULL,2025-04-16 16:00:00+00:00,2025-04-16 20:00:00+00:00,reference_validation,2,8
1718,SIDEWAYS,2025-04-17 00:00:00+00:00,2025-04-17 00:00:00+00:00,reference_validation,1,4
1719,BEAR,2025-04-17 04:00:00+00:00,2025-04-17 04:00:00+00:00,reference_validation,1,4
1720,BULL,2025-04-17 08:00:00+00:00,2025-04-18 12:00:00+00:00,reference_validation,8,32
1721,SIDEWAYS,2025-04-18 16:00:00+00:00,2025-04-18 16:00:00+00:00,reference_validation,1,4
1722,BULL,2025-04-18 20:00:00+00:00,2025-04-18 20:00:00+00:00,reference_validation,1,4
1723,SIDEWAYS,2025-04-19 00:00:00+00:00,2025-04-19 00:00:00+00:00,reference_validation,1,4
1724,BULL,2025-04-19 04:00:00+00:00,2025-04-20 04:00:00+00:00,reference_validation,7,28
1725,SIDEWAYS,2025-04-20 08:00:00+00:00,2025-04-20 12:00:00+00:00,reference_validation,2,8
1726,BEAR,2025-04-20 16:00:00+00:00,2025-04-20 20:00:00+00:00,reference_validation,2,8
1727,BULL,2025-04-21 00:00:00+00:00,2025-04-27 20:00:00+00:00,reference_validation,42,168
1728,SIDEWAYS,2025-04-28 00:00:00+00:00,2025-04-28 00:00:00+00:00,reference_validation,1,4
1729,BULL,2025-04-28 04:00:00+00:00,2025-04-28 12:00:00+00:00,reference_validation,3,12
1730,SIDEWAYS,2025-04-28 16:00:00+00:00,2025-04-28 16:00:00+00:00,reference_validation,1,4
1731,BULL,2025-04-28 20:00:00+00:00,2025-04-29 20:00:00+00:00,reference_validation,7,28
1732,SIDEWAYS,2025-04-30 00:00:00+00:00,2025-04-30 00:00:00+00:00,reference_validation,1,4
1733,BULL,2025-04-30 04:00:00+00:00,2025-04-30 12:00:00+00:00,reference_validation,3,12
1734,SIDEWAYS,2025-04-30 16:00:00+00:00,2025-04-30 20:00:00+00:00,reference_validation,2,8
1735,BEAR,2025-05-01 00:00:00+00:00,2025-05-01 00:00:00+00:00,reference_validation,1,4
1736,BULL,2025-05-01 04:00:00+00:00,2025-05-03 08:00:00+00:00,reference_validation,14,56
1737,SIDEWAYS,2025-05-03 12:00:00+00:00,2025-05-03 12:00:00+00:00,reference_validation,1,4
1738,BULL,2025-05-03 16:00:00+00:00,2025-05-03 20:00:00+00:00,reference_validation,2,8
1739,SIDEWAYS,2025-05-04 00:00:00+00:00,2025-05-04 08:00:00+00:00,reference_validation,3,12
1740,BEAR,2025-05-04 12:00:00+00:00,2025-05-06 16:00:00+00:00,reference_validation,14,56
1741,SIDEWAYS,2025-05-06 20:00:00+00:00,2025-05-06 20:00:00+00:00,reference_validation,1,4
1742,BULL,2025-05-07 00:00:00+00:00,2025-05-12 12:00:00+00:00,reference_validation,34,136
1743,SIDEWAYS,2025-05-12 16:00:00+00:00,2025-05-13 00:00:00+00:00,reference_validation,3,12
1744,BEAR,2025-05-13 04:00:00+00:00,2025-05-13 08:00:00+00:00,reference_validation,2,8
1745,BULL,2025-05-13 12:00:00+00:00,2025-05-14 16:00:00+00:00,reference_validation,8,32
1746,SIDEWAYS,2025-05-14 20:00:00+00:00,2025-05-14 20:00:00+00:00,reference_validation,1,4
1747,BULL,2025-05-15 00:00:00+00:00,2025-05-15 00:00:00+00:00,reference_validation,1,4
1748,SIDEWAYS,2025-05-15 04:00:00+00:00,2025-05-15 04:00:00+00:00,reference_validation,1,4
1749,BEAR,2025-05-15 08:00:00+00:00,2025-05-15 12:00:00+00:00,reference_validation,2,8
1750,SIDEWAYS,2025-05-15 16:00:00+00:00,2025-05-16 00:00:00+00:00,reference_validation,3,12
1751,BULL,2025-05-16 04:00:00+00:00,2025-05-16 20:00:00+00:00,reference_validation,5,20
1752,SIDEWAYS,2025-05-17 00:00:00+00:00,2025-05-17 00:00:00+00:00,reference_validation,1,4
1753,BULL,2025-05-17 04:00:00+00:00,2025-05-17 04:00:00+00:00,reference_validation,1,4
1754,SIDEWAYS,2025-05-17 08:00:00+00:00,2025-05-17 12:00:00+00:00,reference_validation,2,8
1755,BEAR,2025-05-17 16:00:00+00:00,2025-05-18 04:00:00+00:00,reference_validation,4,16
1756,BULL,2025-05-18 08:00:00+00:00,2025-05-19 00:00:00+00:00,reference_validation,5,20
1757,SIDEWAYS,2025-05-19 04:00:00+00:00,2025-05-19 12:00:00+00:00,reference_validation,3,12
1758,BULL,2025-05-19 16:00:00+00:00,2025-05-23 12:00:00+00:00,reference_validation,24,96
1759,SIDEWAYS,2025-05-23 16:00:00+00:00,2025-05-24 04:00:00+00:00,reference_validation,4,16
1760,BEAR,2025-05-24 08:00:00+00:00,2025-05-24 08:00:00+00:00,reference_validation,1,4
1761,BULL,2025-05-24 12:00:00+00:00,2025-05-24 20:00:00+00:00,reference_validation,3,12
1762,BEAR,2025-05-25 00:00:00+00:00,2025-05-25 20:00:00+00:00,reference_validation,6,24
1763,SIDEWAYS,2025-05-26 00:00:00+00:00,2025-05-26 00:00:00+00:00,reference_validation,1,4
1764,BULL,2025-05-26 04:00:00+00:00,2025-05-27 00:00:00+00:00,reference_validation,6,24
1765,SIDEWAYS,2025-05-27 04:00:00+00:00,2025-05-27 04:00:00+00:00,reference_validation,1,4
1766,BULL,2025-05-27 08:00:00+00:00,2025-05-27 20:00:00+00:00,reference_validation,4,16
1767,SIDEWAYS,2025-05-28 00:00:00+00:00,2025-05-28 12:00:00+00:00,reference_validation,4,16
1768,BEAR,2025-05-28 16:00:00+00:00,2025-05-29 08:00:00+00:00,reference_validation,5,20
1769,SIDEWAYS,2025-05-29 12:00:00+00:00,2025-05-29 12:00:00+00:00,reference_validation,1,4
1770,BEAR,2025-05-29 16:00:00+00:00,2025-06-01 20:00:00+00:00,reference_validation,20,80
1771,SIDEWAYS,2025-06-02 00:00:00+00:00,2025-06-02 00:00:00+00:00,reference_validation,1,4
1772,BEAR,2025-06-02 04:00:00+00:00,2025-06-02 04:00:00+00:00,reference_validation,1,4
1773,SIDEWAYS,2025-06-02 08:00:00+00:00,2025-06-02 08:00:00+00:00,reference_validation,1,4
1774,BEAR,2025-06-02 12:00:00+00:00,2025-06-02 20:00:00+00:00,reference_validation,3,12
1775,SIDEWAYS,2025-06-03 00:00:00+00:00,2025-06-03 04:00:00+00:00,reference_validation,2,8
1776,BULL,2025-06-03 08:00:00+00:00,2025-06-04 04:00:00+00:00,reference_validation,6,24
1777,SIDEWAYS,2025-06-04 08:00:00+00:00,2025-06-04 16:00:00+00:00,reference_validation,3,12
1778,BEAR,2025-06-04 20:00:00+00:00,2025-06-06 12:00:00+00:00,reference_validation,11,44
1779,SIDEWAYS,2025-06-06 16:00:00+00:00,2025-06-06 16:00:00+00:00,reference_validation,1,4
1780,BEAR,2025-06-06 20:00:00+00:00,2025-06-06 20:00:00+00:00,reference_validation,1,4
1781,SIDEWAYS,2025-06-07 00:00:00+00:00,2025-06-07 04:00:00+00:00,reference_validation,2,8
1782,BULL,2025-06-07 08:00:00+00:00,2025-06-12 00:00:00+00:00,reference_validation,29,116
1783,SIDEWAYS,2025-06-12 04:00:00+00:00,2025-06-12 08:00:00+00:00,reference_validation,2,8
1784,BEAR,2025-06-12 12:00:00+00:00,2025-06-16 00:00:00+00:00,reference_validation,22,88
1785,SIDEWAYS,2025-06-16 04:00:00+00:00,2025-06-16 04:00:00+00:00,reference_validation,1,4
1786,BULL,2025-06-16 08:00:00+00:00,2025-06-17 08:00:00+00:00,reference_validation,7,28
1787,SIDEWAYS,2025-06-17 12:00:00+00:00,2025-06-17 12:00:00+00:00,reference_validation,1,4
1788,BEAR,2025-06-17 16:00:00+00:00,2025-06-20 04:00:00+00:00,reference_validation,16,64
1789,SIDEWAYS,2025-06-20 08:00:00+00:00,2025-06-20 08:00:00+00:00,reference_validation,1,4
1790,BULL,2025-06-20 12:00:00+00:00,2025-06-20 12:00:00+00:00,reference_validation,1,4
1791,BEAR,2025-06-20 16:00:00+00:00,2025-06-23 16:00:00+00:00,reference_validation,19,76
1792,SIDEWAYS,2025-06-23 20:00:00+00:00,2025-06-23 20:00:00+00:00,reference_validation,1,4
1793,BULL,2025-06-24 00:00:00+00:00,2025-06-30 20:00:00+00:00,reference_validation,42,168
1794,SIDEWAYS,2025-07-01 00:00:00+00:00,2025-07-01 04:00:00+00:00,reference_validation,2,8
1795,BEAR,2025-07-01 08:00:00+00:00,2025-07-02 04:00:00+00:00,reference_validation,6,24
1796,SIDEWAYS,2025-07-02 08:00:00+00:00,2025-07-02 12:00:00+00:00,reference_validation,2,8
1797,BULL,2025-07-02 16:00:00+00:00,2025-07-04 12:00:00+00:00,reference_validation,12,48
1798,SIDEWAYS,2025-07-04 16:00:00+00:00,2025-07-04 20:00:00+00:00,reference_validation,2,8
1799,BEAR,2025-07-05 00:00:00+00:00,2025-07-06 12:00:00+00:00,reference_validation,10,40
1800,BULL,2025-07-06 16:00:00+00:00,2025-07-07 12:00:00+00:00,reference_validation,6,24
1801,SIDEWAYS,2025-07-07 16:00:00+00:00,2025-07-08 00:00:00+00:00,reference_validation,3,12
1802,BEAR,2025-07-08 04:00:00+00:00,2025-07-08 04:00:00+00:00,reference_validation,1,4
1803,SIDEWAYS,2025-07-08 08:00:00+00:00,2025-07-08 08:00:00+00:00,reference_validation,1,4
1804,BULL,2025-07-08 12:00:00+00:00,2025-07-08 12:00:00+00:00,reference_validation,1,4
1805,BEAR,2025-07-08 16:00:00+00:00,2025-07-08 16:00:00+00:00,reference_validation,1,4
1806,BULL,2025-07-08 20:00:00+00:00,2025-07-09 00:00:00+00:00,reference_validation,2,8
1807,SIDEWAYS,2025-07-09 04:00:00+00:00,2025-07-09 04:00:00+00:00,reference_validation,1,4
1808,BULL,2025-07-09 08:00:00+00:00,2025-07-15 00:00:00+00:00,reference_validation,35,140
1809,SIDEWAYS,2025-07-15 04:00:00+00:00,2025-07-15 12:00:00+00:00,reference_validation,3,12
1810,BEAR,2025-07-15 16:00:00+00:00,2025-07-16 04:00:00+00:00,reference_validation,4,16
1811,SIDEWAYS,2025-07-16 08:00:00+00:00,2025-07-16 08:00:00+00:00,reference_validation,1,4
1812,BULL,2025-07-16 12:00:00+00:00,2025-07-17 00:00:00+00:00,reference_validation,4,16
1813,SIDEWAYS,2025-07-17 04:00:00+00:00,2025-07-17 04:00:00+00:00,reference_validation,1,4
1814,BULL,2025-07-17 08:00:00+00:00,2025-07-17 08:00:00+00:00,reference_validation,1,4
1815,SIDEWAYS,2025-07-17 12:00:00+00:00,2025-07-17 12:00:00+00:00,reference_validation,1,4
1816,BULL,2025-07-17 16:00:00+00:00,2025-07-18 12:00:00+00:00,reference_validation,6,24
1817,SIDEWAYS,2025-07-18 16:00:00+00:00,2025-07-18 16:00:00+00:00,reference_validation,1,4
1818,BEAR,2025-07-18 20:00:00+00:00,2025-07-20 12:00:00+00:00,reference_validation,11,44
1819,SIDEWAYS,2025-07-20 16:00:00+00:00,2025-07-20 16:00:00+00:00,reference_validation,1,4
1820,BEAR,2025-07-20 20:00:00+00:00,2025-07-21 00:00:00+00:00,reference_validation,2,8
1821,SIDEWAYS,2025-07-21 04:00:00+00:00,2025-07-21 04:00:00+00:00,reference_validation,1,4
1822,BULL,2025-07-21 08:00:00+00:00,2025-07-21 08:00:00+00:00,reference_validation,1,4
1823,SIDEWAYS,2025-07-21 12:00:00+00:00,2025-07-21 12:00:00+00:00,reference_validation,1,4
1824,BULL,2025-07-21 16:00:00+00:00,2025-07-21 16:00:00+00:00,reference_validation,1,4
1825,BEAR,2025-07-21 20:00:00+00:00,2025-07-22 04:00:00+00:00,reference_validation,3,12
1826,SIDEWAYS,2025-07-22 08:00:00+00:00,2025-07-22 12:00:00+00:00,reference_validation,2,8
1827,BULL,2025-07-22 16:00:00+00:00,2025-07-23 04:00:00+00:00,reference_validation,4,16
1828,SIDEWAYS,2025-07-23 08:00:00+00:00,2025-07-23 08:00:00+00:00,reference_validation,1,4
1829,BULL,2025-07-23 12:00:00+00:00,2025-07-23 16:00:00+00:00,reference_validation,2,8
1830,SIDEWAYS,2025-07-23 20:00:00+00:00,2025-07-23 20:00:00+00:00,reference_validation,1,4
1831,BULL,2025-07-24 00:00:00+00:00,2025-07-24 00:00:00+00:00,reference_validation,1,4
1832,SIDEWAYS,2025-07-24 04:00:00+00:00,2025-07-24 08:00:00+00:00,reference_validation,2,8
1833,BULL,2025-07-24 12:00:00+00:00,2025-07-24 20:00:00+00:00,reference_validation,3,12
1834,SIDEWAYS,2025-07-25 00:00:00+00:00,2025-07-25 00:00:00+00:00,reference_validation,1,4
1835,BEAR,2025-07-25 04:00:00+00:00,2025-07-25 20:00:00+00:00,reference_validation,5,20
1836,SIDEWAYS,2025-07-26 00:00:00+00:00,2025-07-26 00:00:00+00:00,reference_validation,1,4
1837,BEAR,2025-07-26 04:00:00+00:00,2025-07-26 08:00:00+00:00,reference_validation,2,8
1838,SIDEWAYS,2025-07-26 12:00:00+00:00,2025-07-26 16:00:00+00:00,reference_validation,2,8
1839,BULL,2025-07-26 20:00:00+00:00,2025-07-28 12:00:00+00:00,reference_validation,11,44
1840,SIDEWAYS,2025-07-28 16:00:00+00:00,2025-07-29 00:00:00+00:00,reference_validation,3,12
1841,BULL,2025-07-29 04:00:00+00:00,2025-07-29 12:00:00+00:00,reference_validation,3,12
1842,BEAR,2025-07-29 16:00:00+00:00,2025-07-31 00:00:00+00:00,reference_validation,9,36
1843,SIDEWAYS,2025-07-31 04:00:00+00:00,2025-07-31 04:00:00+00:00,reference_validation,1,4
1844,BULL,2025-07-31 08:00:00+00:00,2025-07-31 16:00:00+00:00,reference_validation,3,12
1845,BEAR,2025-07-31 20:00:00+00:00,2025-08-04 00:00:00+00:00,reference_validation,20,80
1846,SIDEWAYS,2025-08-04 04:00:00+00:00,2025-08-04 20:00:00+00:00,reference_validation,5,20
1847,BULL,2025-08-05 00:00:00+00:00,2025-08-05 00:00:00+00:00,reference_validation,1,4
1848,BEAR,2025-08-05 04:00:00+00:00,2025-08-05 08:00:00+00:00,reference_validation,2,8
1849,SIDEWAYS,2025-08-05 12:00:00+00:00,2025-08-05 12:00:00+00:00,reference_validation,1,4
1850,BEAR,2025-08-05 16:00:00+00:00,2025-08-06 04:00:00+00:00,reference_validation,4,16
1851,SIDEWAYS,2025-08-06 08:00:00+00:00,2025-08-06 12:00:00+00:00,reference_validation,2,8
1852,BULL,2025-08-06 16:00:00+00:00,2025-08-12 08:00:00+00:00,reference_validation,35,140
1853,SIDEWAYS,2025-08-12 12:00:00+00:00,2025-08-12 12:00:00+00:00,reference_validation,1,4
1854,BULL,2025-08-12 16:00:00+00:00,2025-08-14 12:00:00+00:00,reference_validation,12,48
1855,SIDEWAYS,2025-08-14 16:00:00+00:00,2025-08-14 16:00:00+00:00,reference_validation,1,4
1856,BEAR,2025-08-14 20:00:00+00:00,2025-08-17 08:00:00+00:00,reference_validation,16,64
1857,SIDEWAYS,2025-08-17 12:00:00+00:00,2025-08-17 12:00:00+00:00,reference_validation,1,4
1858,BEAR,2025-08-17 16:00:00+00:00,2025-08-22 12:00:00+00:00,reference_validation,30,120
1859,SIDEWAYS,2025-08-22 16:00:00+00:00,2025-08-22 16:00:00+00:00,reference_validation,1,4
1860,BULL,2025-08-22 20:00:00+00:00,2025-08-24 08:00:00+00:00,reference_validation,10,40
1861,SIDEWAYS,2025-08-24 12:00:00+00:00,2025-08-24 16:00:00+00:00,reference_validation,2,8
1862,BEAR,2025-08-24 20:00:00+00:00,2025-08-27 12:00:00+00:00,reference_validation,17,68
1863,SIDEWAYS,2025-08-27 16:00:00+00:00,2025-08-27 20:00:00+00:00,reference_validation,2,8
1864,BEAR,2025-08-28 00:00:00+00:00,2025-08-28 00:00:00+00:00,reference_validation,1,4
1865,SIDEWAYS,2025-08-28 04:00:00+00:00,2025-08-28 04:00:00+00:00,reference_validation,1,4
1866,BULL,2025-08-28 08:00:00+00:00,2025-08-28 16:00:00+00:00,reference_validation,3,12
1867,SIDEWAYS,2025-08-28 20:00:00+00:00,2025-08-28 20:00:00+00:00,reference_validation,1,4
1868,BULL,2025-08-29 00:00:00+00:00,2025-08-29 00:00:00+00:00,reference_validation,1,4
1869,SIDEWAYS,2025-08-29 04:00:00+00:00,2025-08-29 04:00:00+00:00,reference_validation,1,4
1870,BEAR,2025-08-29 08:00:00+00:00,2025-09-01 04:00:00+00:00,reference_validation,18,72
1871,SIDEWAYS,2025-09-01 08:00:00+00:00,2025-09-01 08:00:00+00:00,reference_validation,1,4
1872,BEAR,2025-09-01 12:00:00+00:00,2025-09-01 16:00:00+00:00,reference_validation,2,8
1873,SIDEWAYS,2025-09-01 20:00:00+00:00,2025-09-02 00:00:00+00:00,reference_validation,2,8
1874,BULL,2025-09-02 04:00:00+00:00,2025-09-04 04:00:00+00:00,reference_validation,13,52
1875,SIDEWAYS,2025-09-04 08:00:00+00:00,2025-09-04 08:00:00+00:00,reference_validation,1,4
1876,BULL,2025-09-04 12:00:00+00:00,2025-09-04 12:00:00+00:00,reference_validation,1,4
1877,SIDEWAYS,2025-09-04 16:00:00+00:00,2025-09-04 16:00:00+00:00,reference_validation,1,4
1878,BEAR,2025-09-04 20:00:00+00:00,2025-09-04 20:00:00+00:00,reference_validation,1,4
1879,BULL,2025-09-05 00:00:00+00:00,2025-09-05 12:00:00+00:00,reference_validation,4,16
1880,SIDEWAYS,2025-09-05 16:00:00+00:00,2025-09-05 16:00:00+00:00,reference_validation,1,4
1881,BULL,2025-09-05 20:00:00+00:00,2025-09-05 20:00:00+00:00,reference_validation,1,4
1882,SIDEWAYS,2025-09-06 00:00:00+00:00,2025-09-06 00:00:00+00:00,reference_validation,1,4
1883,BULL,2025-09-06 04:00:00+00:00,2025-09-06 04:00:00+00:00,reference_validation,1,4
1884,SIDEWAYS,2025-09-06 08:00:00+00:00,2025-09-06 12:00:00+00:00,reference_validation,2,8
1885,BEAR,2025-09-06 16:00:00+00:00,2025-09-07 04:00:00+00:00,reference_validation,4,16
1886,SIDEWAYS,2025-09-07 08:00:00+00:00,2025-09-07 12:00:00+00:00,reference_validation,2,8
1887,BULL,2025-09-07 16:00:00+00:00,2025-09-09 12:00:00+00:00,reference_validation,12,48
1888,SIDEWAYS,2025-09-09 16:00:00+00:00,2025-09-09 20:00:00+00:00,reference_validation,2,8
1889,BULL,2025-09-10 00:00:00+00:00,2025-09-15 08:00:00+00:00,reference_validation,33,132
1890,SIDEWAYS,2025-09-15 12:00:00+00:00,2025-09-15 16:00:00+00:00,reference_validation,2,8
1891,BULL,2025-09-15 20:00:00+00:00,2025-09-16 08:00:00+00:00,reference_validation,4,16
1892,SIDEWAYS,2025-09-16 12:00:00+00:00,2025-09-16 12:00:00+00:00,reference_validation,1,4
1893,BULL,2025-09-16 16:00:00+00:00,2025-09-17 12:00:00+00:00,reference_validation,6,24
1894,SIDEWAYS,2025-09-17 16:00:00+00:00,2025-09-17 20:00:00+00:00,reference_validation,2,8
1895,BULL,2025-09-18 00:00:00+00:00,2025-09-19 08:00:00+00:00,reference_validation,9,36
1896,SIDEWAYS,2025-09-19 12:00:00+00:00,2025-09-22 12:00:00+00:00,reference_validation,19,76
1897,BEAR,2025-09-22 16:00:00+00:00,2025-09-24 12:00:00+00:00,reference_validation,12,48
1898,SIDEWAYS,2025-09-24 16:00:00+00:00,2025-09-25 00:00:00+00:00,reference_validation,3,12
1899,BEAR,2025-09-25 04:00:00+00:00,2025-09-28 12:00:00+00:00,reference_validation,21,84
1900,SIDEWAYS,2025-09-28 16:00:00+00:00,2025-09-28 20:00:00+00:00,reference_validation,2,8
1901,BULL,2025-09-29 00:00:00+00:00,2025-10-07 12:00:00+00:00,reference_validation,52,208
1902,SIDEWAYS,2025-10-07 16:00:00+00:00,2025-10-08 20:00:00+00:00,reference_validation,8,32
1903,BULL,2025-10-09 00:00:00+00:00,2025-10-09 00:00:00+00:00,reference_validation,1,4
1904,SIDEWAYS,2025-10-09 04:00:00+00:00,2025-10-10 00:00:00+00:00,reference_validation,6,24
1905,BEAR,2025-10-10 04:00:00+00:00,2025-10-12 20:00:00+00:00,reference_validation,17,68
1906,SIDEWAYS,2025-10-13 00:00:00+00:00,2025-10-13 00:00:00+00:00,reference_validation,1,4
1907,BEAR,2025-10-13 04:00:00+00:00,2025-10-13 04:00:00+00:00,reference_validation,1,4
1908,SIDEWAYS,2025-10-13 08:00:00+00:00,2025-10-13 08:00:00+00:00,reference_validation,1,4
1909,BEAR,2025-10-13 12:00:00+00:00,2025-10-13 16:00:00+00:00,reference_validation,2,8
1910,SIDEWAYS,2025-10-13 20:00:00+00:00,2025-10-14 20:00:00+00:00,reference_validation,7,28
1911,BEAR,2025-10-15 00:00:00+00:00,2025-10-19 12:00:00+00:00,reference_validation,28,112
1912,SIDEWAYS,2025-10-19 16:00:00+00:00,2025-10-20 00:00:00+00:00,reference_validation,3,12
1913,BULL,2025-10-20 04:00:00+00:00,2025-10-21 00:00:00+00:00,reference_validation,6,24
1914,SIDEWAYS,2025-10-21 04:00:00+00:00,2025-10-21 12:00:00+00:00,reference_validation,3,12
1915,BULL,2025-10-21 16:00:00+00:00,2025-10-21 20:00:00+00:00,reference_validation,2,8
1916,SIDEWAYS,2025-10-22 00:00:00+00:00,2025-10-22 16:00:00+00:00,reference_validation,5,20
1917,BEAR,2025-10-22 20:00:00+00:00,2025-10-23 04:00:00+00:00,reference_validation,3,12
1918,SIDEWAYS,2025-10-23 08:00:00+00:00,2025-10-23 12:00:00+00:00,reference_validation,2,8
1919,BULL,2025-10-23 16:00:00+00:00,2025-10-28 20:00:00+00:00,reference_validation,32,128
1920,SIDEWAYS,2025-10-29 00:00:00+00:00,2025-10-29 04:00:00+00:00,reference_validation,2,8
1921,BULL,2025-10-29 08:00:00+00:00,2025-10-29 08:00:00+00:00,reference_validation,1,4
1922,SIDEWAYS,2025-10-29 12:00:00+00:00,2025-10-30 00:00:00+00:00,reference_validation,4,16
1923,BEAR,2025-10-30 04:00:00+00:00,2025-11-02 04:00:00+00:00,reference_validation,19,76
1924,SIDEWAYS,2025-11-02 08:00:00+00:00,2025-11-02 08:00:00+00:00,reference_validation,1,4
1925,BULL,2025-11-02 12:00:00+00:00,2025-11-02 12:00:00+00:00,reference_validation,1,4
1926,SIDEWAYS,2025-11-02 16:00:00+00:00,2025-11-02 16:00:00+00:00,reference_validation,1,4
1927,BEAR,2025-11-02 20:00:00+00:00,2025-11-02 20:00:00+00:00,reference_validation,1,4
1928,BULL,2025-11-03 00:00:00+00:00,2025-11-03 00:00:00+00:00,reference_validation,1,4
1929,BEAR,2025-11-03 04:00:00+00:00,2025-11-07 16:00:00+00:00,reference_validation,28,112
1930,SIDEWAYS,2025-11-07 20:00:00+00:00,2025-11-08 00:00:00+00:00,reference_validation,2,8
1931,BEAR,2025-11-08 04:00:00+00:00,2025-11-09 12:00:00+00:00,reference_validation,9,36
1932,SIDEWAYS,2025-11-09 16:00:00+00:00,2025-11-09 16:00:00+00:00,reference_validation,1,4
1933,BULL,2025-11-09 20:00:00+00:00,2025-11-11 12:00:00+00:00,reference_validation,11,44
1934,SIDEWAYS,2025-11-11 16:00:00+00:00,2025-11-11 20:00:00+00:00,reference_validation,2,8
1935,BEAR,2025-11-12 00:00:00+00:00,2025-11-12 08:00:00+00:00,reference_validation,3,12
1936,SIDEWAYS,2025-11-12 12:00:00+00:00,2025-11-12 12:00:00+00:00,reference_validation,1,4
1937,BEAR,2025-11-12 16:00:00+00:00,2025-11-13 04:00:00+00:00,reference_validation,4,16
1938,SIDEWAYS,2025-11-13 08:00:00+00:00,2025-11-13 08:00:00+00:00,reference_validation,1,4
1939,BEAR,2025-11-13 12:00:00+00:00,2025-11-23 12:00:00+00:00,reference_validation,61,244
1940,SIDEWAYS,2025-11-23 16:00:00+00:00,2025-11-24 00:00:00+00:00,reference_validation,3,12
1941,BULL,2025-11-24 04:00:00+00:00,2025-11-24 08:00:00+00:00,reference_validation,2,8
1942,SIDEWAYS,2025-11-24 12:00:00+00:00,2025-11-24 16:00:00+00:00,reference_validation,2,8
1943,BULL,2025-11-24 20:00:00+00:00,2025-11-25 12:00:00+00:00,reference_validation,5,20
1944,SIDEWAYS,2025-11-25 16:00:00+00:00,2025-11-25 20:00:00+00:00,reference_validation,2,8
1945,BULL,2025-11-26 00:00:00+00:00,2025-11-26 08:00:00+00:00,reference_validation,3,12
1946,SIDEWAYS,2025-11-26 12:00:00+00:00,2025-11-26 16:00:00+00:00,reference_validation,2,8
1947,BULL,2025-11-26 20:00:00+00:00,2025-11-30 20:00:00+00:00,reference_validation,25,100
1948,SIDEWAYS,2025-12-01 00:00:00+00:00,2025-12-01 00:00:00+00:00,reference_validation,1,4
1949,BEAR,2025-12-01 04:00:00+00:00,2025-12-02 12:00:00+00:00,reference_validation,9,36
1950,SIDEWAYS,2025-12-02 16:00:00+00:00,2025-12-02 16:00:00+00:00,reference_validation,1,4
1951,BULL,2025-12-02 20:00:00+00:00,2025-12-05 08:00:00+00:00,reference_validation,16,64
1952,SIDEWAYS,2025-12-05 12:00:00+00:00,2025-12-05 16:00:00+00:00,reference_validation,2,8
1953,BEAR,2025-12-05 20:00:00+00:00,2025-12-07 16:00:00+00:00,reference_validation,12,48
1954,SIDEWAYS,2025-12-07 20:00:00+00:00,2025-12-08 00:00:00+00:00,reference_validation,2,8
1955,BULL,2025-12-08 04:00:00+00:00,2025-12-08 12:00:00+00:00,reference_validation,3,12
1956,SIDEWAYS,2025-12-08 16:00:00+00:00,2025-12-08 20:00:00+00:00,reference_validation,2,8
1957,BULL,2025-12-09 00:00:00+00:00,2025-12-09 00:00:00+00:00,reference_validation,1,4
1958,SIDEWAYS,2025-12-09 04:00:00+00:00,2025-12-09 12:00:00+00:00,reference_validation,3,12
1959,BULL,2025-12-09 16:00:00+00:00,2025-12-11 00:00:00+00:00,reference_validation,9,36
1960,SIDEWAYS,2025-12-11 04:00:00+00:00,2025-12-11 04:00:00+00:00,reference_validation,1,4
1961,BEAR,2025-12-11 08:00:00+00:00,2025-12-11 20:00:00+00:00,reference_validation,4,16
1962,SIDEWAYS,2025-12-12 00:00:00+00:00,2025-12-12 00:00:00+00:00,reference_validation,1,4
1963,BULL,2025-12-12 04:00:00+00:00,2025-12-12 12:00:00+00:00,reference_validation,3,12
1964,SIDEWAYS,2025-12-12 16:00:00+00:00,2025-12-12 16:00:00+00:00,reference_validation,1,4
1965,BEAR,2025-12-12 20:00:00+00:00,2025-12-18 12:00:00+00:00,reference_validation,35,140
1966,SIDEWAYS,2025-12-18 16:00:00+00:00,2025-12-18 16:00:00+00:00,reference_validation,1,4
1967,BEAR,2025-12-18 20:00:00+00:00,2025-12-19 04:00:00+00:00,reference_validation,3,12
1968,SIDEWAYS,2025-12-19 08:00:00+00:00,2025-12-19 12:00:00+00:00,reference_validation,2,8
1969,BULL,2025-12-19 16:00:00+00:00,2025-12-22 16:00:00+00:00,reference_validation,19,76
1970,SIDEWAYS,2025-12-22 20:00:00+00:00,2025-12-22 20:00:00+00:00,reference_validation,1,4
1971,BULL,2025-12-23 00:00:00+00:00,2025-12-23 00:00:00+00:00,reference_validation,1,4
