rule,source_tf,family,side_type,mode,signal_i,signal_ts,side,level,instance,week,entry_ts,exit_ts,entry,tp,sl,reason,net_ret,hours,WIN,event_key,p_hold,route,partition
H1|R3_LOW|RESISTANCE|HOLD,H1,R3_LOW,RESISTANCE,HOLD,35569,2024-01-22 01:00:00+00:00,SHORT,41460.0,H1|R3_LOW|2024-01-22T00:00:00+00:00,2024-W04,2024-01-22 02:00:00+00:00,2024-01-22 04:00:00+00:00,41363.9,40888.21515,41715.49315,TP,0.009999999999999955,3,1,H1|R3_LOW|SHORT|H1|R3_LOW|2024-01-22T00:00:00+00:00,0.6518945544037932,LEVEL_SURVIVAL_TRIGGER,development
H4|R6_HIGH|SUPPORT|HOLD,H4,R6_HIGH,SUPPORT,HOLD,35751,2024-01-29 15:00:00+00:00,LONG,42525.0,H4|R6_HIGH|2024-01-28T12:00:00+00:00,2024-W05,2024-01-29 16:00:00+00:00,2024-01-29 16:00:00+00:00,42623.1,43113.26565,42260.80365,TP,0.010000000000000066,1,1,H4|R6_HIGH|LONG|H4|R6_HIGH|2024-01-28T12:00:00+00:00,0.6237708808356555,LEVEL_SURVIVAL_TRIGGER,development
H1|PREV_LOW|RESISTANCE|HOLD,H1,PREV_LOW,RESISTANCE,HOLD,35904,2024-02-05 00:00:00+00:00,SHORT,42490.0,H1|PREV_LOW|2024-02-04T23:00:00+00:00,2024-W06,2024-02-05 01:00:00+00:00,2024-02-05 03:00:00+00:00,42339.3,41852.39805,42699.18405,SL,-0.009999999999999952,3,0,H1|PREV_LOW|SHORT|H1|PREV_LOW|2024-02-04T23:00:00+00:00,0.5687259732085318,LEVEL_SURVIVAL_TRIGGER,development
W1|PREV_HIGH|RESISTANCE|HOLD,W1,PREV_HIGH,RESISTANCE,HOLD,36073,2024-02-12 01:00:00+00:00,SHORT,48600.0,W1|PREV_HIGH|2024-02-05T00:00:00+00:00,2024-W07,2024-02-12 02:00:00+00:00,2024-02-12 06:00:00+00:00,48479.7,47922.18345,48891.777449999994,TP,0.009999999999999955,5,1,W1|PREV_HIGH|SHORT|W1|PREV_HIGH|2024-02-05T00:00:00+00:00,0.6265732831036289,LEVEL_SURVIVAL_TRIGGER,development
H1|PREV_OPEN|RESISTANCE|HOLD,H1,PREV_OPEN,RESISTANCE,HOLD,36240,2024-02-19 00:00:00+00:00,SHORT,52285.4,H1|PREV_OPEN|2024-02-18T23:00:00+00:00,2024-W08,2024-02-19 01:00:00+00:00,2024-02-20 00:00:00+00:00,52219.9,51619.371150000006,52663.76915,TP,0.009999999999999955,24,1,H1|PREV_OPEN|SHORT|H1|PREV_OPEN|2024-02-18T23:00:00+00:00,0.5707230304793326,LEVEL_SURVIVAL_TRIGGER,development
H1|PREV_HIGH|SUPPORT|HOLD,H1,PREV_HIGH,SUPPORT,HOLD,36426,2024-02-26 18:00:00+00:00,LONG,53567.7,H1|PREV_HIGH|2024-02-26T17:00:00+00:00,2024-W09,2024-02-26 19:00:00+00:00,2024-02-26 19:00:00+00:00,53624.8,54241.48520000001,53168.9892,TP,0.010000000000000066,1,1,H1|PREV_HIGH|LONG|H1|PREV_HIGH|2024-02-26T17:00:00+00:00,0.6519992828482415,LEVEL_SURVIVAL_TRIGGER,development
D1|PREV_HIGH|SUPPORT|HOLD,D1,PREV_HIGH,SUPPORT,HOLD,36576,2024-03-04 00:00:00+00:00,LONG,63330.9,D1|PREV_HIGH|2024-03-03T00:00:00+00:00,2024-W10,2024-03-04 01:00:00+00:00,2024-03-04 07:00:00+00:00,63544.5,64275.261750000005,63004.371750000006,TP,0.010000000000000066,7,1,D1|PREV_HIGH|LONG|D1|PREV_HIGH|2024-03-03T00:00:00+00:00,0.5858004206335998,LEVEL_SURVIVAL_TRIGGER,development
H4|R3_LOW|SUPPORT|HOLD,H4,R3_LOW,SUPPORT,HOLD,36745,2024-03-11 01:00:00+00:00,LONG,68155.0,H4|R3_LOW|2024-03-10T20:00:00+00:00,2024-W11,2024-03-11 02:00:00+00:00,2024-03-11 06:00:00+00:00,68365.5,69151.70325,67784.39325000001,TP,0.010000000000000066,5,1,H4|R3_LOW|LONG|H4|R3_LOW|2024-03-10T20:00:00+00:00,0.5672936866063024,LEVEL_SURVIVAL_TRIGGER,development
H4|R3_HIGH|RESISTANCE|HOLD,H4,R3_HIGH,RESISTANCE,HOLD,36917,2024-03-18 05:00:00+00:00,SHORT,68972.4,H4|R3_HIGH|2024-03-17T20:00:00+00:00,2024-W12,2024-03-18 06:00:00+00:00,2024-03-18 08:00:00+00:00,68746.6,67956.01410000001,69330.9461,TP,0.009999999999999844,3,1,H4|R3_HIGH|SHORT|H4|R3_HIGH|2024-03-17T20:00:00+00:00,0.6019327929215212,LEVEL_SURVIVAL_TRIGGER,development
H1|R3_LOW|SUPPORT|HOLD,H1,R3_LOW,SUPPORT,HOLD,37081,2024-03-25 01:00:00+00:00,LONG,66529.8,H1|R3_LOW|2024-03-24T22:00:00+00:00,2024-W13,2024-03-25 02:00:00+00:00,2024-03-25 03:00:00+00:00,66613.3,67379.35295,66047.08695000001,TP,0.010000000000000066,2,1,H1|R3_LOW|LONG|H1|R3_LOW|2024-03-24T22:00:00+00:00,0.584555913122193,LEVEL_SURVIVAL_TRIGGER,development
H4|PREV_OPEN|SUPPORT|HOLD,H4,PREV_OPEN,SUPPORT,HOLD,37248,2024-04-01 00:00:00+00:00,LONG,71135.1,H4|PREV_OPEN|2024-03-31T20:00:00+00:00,2024-W14,2024-04-01 01:00:00+00:00,2024-04-01 03:00:00+00:00,71234.1,72053.29215000001,70628.61015000001,SL,-0.009999999999999952,3,0,H4|PREV_OPEN|LONG|H4|PREV_OPEN|2024-03-31T20:00:00+00:00,0.5691572607681268,LEVEL_SURVIVAL_TRIGGER,development
H1|PREV_HIGH|SUPPORT|HOLD,H1,PREV_HIGH,SUPPORT,HOLD,37419,2024-04-08 03:00:00+00:00,LONG,69460.0,H1|PREV_HIGH|2024-04-08T02:00:00+00:00,2024-W15,2024-04-08 04:00:00+00:00,2024-04-08 07:00:00+00:00,69485.0,70284.0775,68894.3775,TP,0.010000000000000066,4,1,H1|PREV_HIGH|LONG|H1|PREV_HIGH|2024-04-08T02:00:00+00:00,0.5778797575247332,LEVEL_SURVIVAL_TRIGGER,development
D1|PREV_HIGH|RESISTANCE|HOLD,D1,PREV_HIGH,RESISTANCE,HOLD,37584,2024-04-15 00:00:00+00:00,SHORT,65822.1,D1|PREV_HIGH|2024-04-14T00:00:00+00:00,2024-W16,2024-04-15 01:00:00+00:00,2024-04-15 04:00:00+00:00,65454.1,64701.377850000004,66010.45985,TP,0.009999999999999955,4,1,D1|PREV_HIGH|SHORT|D1|PREV_HIGH|2024-04-14T00:00:00+00:00,0.6283482717647704,LEVEL_SURVIVAL_TRIGGER,development
H1|R12_HIGH|SUPPORT|HOLD,H1,R12_HIGH,SUPPORT,HOLD,37755,2024-04-22 03:00:00+00:00,LONG,65654.9,H1|R12_HIGH|2024-04-22T01:00:00+00:00,2024-W17,2024-04-22 04:00:00+00:00,2024-04-22 07:00:00+00:00,65677.5,66432.79125000001,65119.24125000001,TP,0.010000000000000066,4,1,H1|R12_HIGH|LONG|H1|R12_HIGH|2024-04-22T01:00:00+00:00,0.6200571217697436,LEVEL_SURVIVAL_TRIGGER,development
H1|PREV_HIGH|RESISTANCE|HOLD,H1,PREV_HIGH,RESISTANCE,HOLD,37921,2024-04-29 01:00:00+00:00,SHORT,63294.1,H1|PREV_HIGH|2024-04-29T00:00:00+00:00,2024-W18,2024-04-29 02:00:00+00:00,2024-04-29 03:00:00+00:00,63197.9,62471.12415,63735.08215,TP,0.009999999999999955,2,1,H1|PREV_HIGH|SHORT|H1|PREV_HIGH|2024-04-29T00:00:00+00:00,0.5694045086301939,LEVEL_SURVIVAL_TRIGGER,development
H1|PREV_OPEN|SUPPORT|HOLD,H1,PREV_OPEN,SUPPORT,HOLD,38094,2024-05-06 06:00:00+00:00,LONG,64120.5,H1|PREV_OPEN|2024-05-06T05:00:00+00:00,2024-W19,2024-05-06 07:00:00+00:00,2024-05-06 08:00:00+00:00,64199.1,64937.389650000005,63653.40765,TP,0.010000000000000066,2,1,H1|PREV_OPEN|LONG|H1|PREV_OPEN|2024-05-06T05:00:00+00:00,0.5726710779674334,LEVEL_SURVIVAL_TRIGGER,development
H4|PREV_HIGH|RESISTANCE|HOLD,H4,PREV_HIGH,RESISTANCE,HOLD,38256,2024-05-13 00:00:00+00:00,SHORT,61527.5,H4|PREV_HIGH|2024-05-12T20:00:00+00:00,2024-W20,2024-05-13 01:00:00+00:00,2024-05-13 03:00:00+00:00,61485.5,60778.416750000004,62008.126749999996,TP,0.009999999999999955,3,1,H4|PREV_HIGH|SHORT|H4|PREV_HIGH|2024-05-12T20:00:00+00:00,0.5677626188842624,LEVEL_SURVIVAL_TRIGGER,development
H1|PREV_HIGH|SUPPORT|HOLD,H1,PREV_HIGH,SUPPORT,HOLD,38424,2024-05-20 00:00:00+00:00,LONG,66322.8,H1|PREV_HIGH|2024-05-19T23:00:00+00:00,2024-W21,2024-05-20 01:00:00+00:00,2024-05-20 05:00:00+00:00,66428.9,67192.83235,65864.25435,TP,0.010000000000000066,5,1,H1|PREV_HIGH|LONG|H1|PREV_HIGH|2024-05-19T23:00:00+00:00,0.585878573773682,LEVEL_SURVIVAL_TRIGGER,development
H1|R3_HIGH|SUPPORT|HOLD,H1,R3_HIGH,SUPPORT,HOLD,38592,2024-05-27 00:00:00+00:00,LONG,68732.1,H1|R3_HIGH|2024-05-26T21:00:00+00:00,2024-W22,2024-05-27 01:00:00+00:00,2024-05-27 15:00:00+00:00,68851.6,69643.39340000002,68266.36140000001,TP,0.010000000000000066,15,1,H1|R3_HIGH|LONG|H1|R3_HIGH|2024-05-26T21:00:00+00:00,0.5770264374667461,LEVEL_SURVIVAL_TRIGGER,development
H1|SWING2_HIGH|SUPPORT|HOLD,H1,SWING2_HIGH,SUPPORT,HOLD,38764,2024-06-03 04:00:00+00:00,LONG,68545.9,H1|SWING2_HIGH|2024-06-02T14:00:00+00:00,2024-W23,2024-06-03 05:00:00+00:00,2024-06-03 08:00:00+00:00,68553.5,69341.86525,67970.79525000001,TP,0.010000000000000066,4,1,H1|SWING2_HIGH|LONG|H1|SWING2_HIGH|2024-06-02T14:00:00+00:00,0.6434793899459744,LEVEL_SURVIVAL_TRIGGER,development
H1|PREV_HIGH|RESISTANCE|HOLD,H1,PREV_HIGH,RESISTANCE,HOLD,38929,2024-06-10 01:00:00+00:00,SHORT,69684.9,H1|PREV_HIGH|2024-06-10T00:00:00+00:00,2024-W24,2024-06-10 02:00:00+00:00,2024-06-11 01:00:00+00:00,69645.0,68844.0825,70236.9825,TP,0.009999999999999955,24,1,H1|PREV_HIGH|SHORT|H1|PREV_HIGH|2024-06-10T00:00:00+00:00,0.5734339087702977,LEVEL_SURVIVAL_TRIGGER,development
H1|PREV_OPEN|RESISTANCE|HOLD,H1,PREV_OPEN,RESISTANCE,HOLD,39096,2024-06-17 00:00:00+00:00,SHORT,66731.9,H1|PREV_OPEN|2024-06-16T23:00:00+00:00,2024-W25,2024-06-17 01:00:00+00:00,2024-06-17 09:00:00+00:00,66565.5,65799.99675,67131.30675,TP,0.009999999999999955,9,1,H1|PREV_OPEN|SHORT|H1|PREV_OPEN|2024-06-16T23:00:00+00:00,0.5758265142468453,LEVEL_SURVIVAL_TRIGGER,development
W1|R3_LOW|RESISTANCE|HOLD,W1,R3_LOW,RESISTANCE,HOLD,39264,2024-06-24 00:00:00+00:00,SHORT,63137.9,W1|R3_LOW|2024-06-17T00:00:00+00:00,2024-W26,2024-06-24 01:00:00+00:00,2024-06-24 05:00:00+00:00,63056.0,62330.856,63591.975999999995,TP,0.009999999999999955,5,1,W1|R3_LOW|SHORT|W1|R3_LOW|2024-06-17T00:00:00+00:00,0.7722615312709412,LEVEL_SURVIVAL_TRIGGER,development
H1|PREV_OPEN|SUPPORT|HOLD,H1,PREV_OPEN,SUPPORT,HOLD,39432,2024-07-01 00:00:00+00:00,LONG,62894.9,H1|PREV_OPEN|2024-06-30T23:00:00+00:00,2024-W27,2024-07-01 01:00:00+00:00,2024-07-01 01:00:00+00:00,62924.7,63648.33405,62389.84005,TP,0.010000000000000066,1,1,H1|PREV_OPEN|LONG|H1|PREV_OPEN|2024-06-30T23:00:00+00:00,0.6314860772544317,LEVEL_SURVIVAL_TRIGGER,development
H1|PREV_HIGH|RESISTANCE|HOLD,H1,PREV_HIGH,RESISTANCE,HOLD,39603,2024-07-08 03:00:00+00:00,SHORT,55425.9,H1|PREV_HIGH|2024-07-08T02:00:00+00:00,2024-W28,2024-07-08 04:00:00+00:00,2024-07-08 04:00:00+00:00,55136.6,54502.5291,55605.261099999996,SL,-0.009999999999999952,1,0,H1|PREV_HIGH|SHORT|H1|PREV_HIGH|2024-07-08T02:00:00+00:00,0.5678835801161536,LEVEL_SURVIVAL_TRIGGER,development
H1|PREV_HIGH|SUPPORT|HOLD,H1,PREV_HIGH,SUPPORT,HOLD,39769,2024-07-15 01:00:00+00:00,LONG,61294.5,H1|PREV_HIGH|2024-07-15T00:00:00+00:00,2024-W29,2024-07-15 02:00:00+00:00,2024-07-15 02:00:00+00:00,61373.1,62078.89065,60851.42865,TP,0.010000000000000066,1,1,H1|PREV_HIGH|LONG|H1|PREV_HIGH|2024-07-15T00:00:00+00:00,0.5805003836169605,LEVEL_SURVIVAL_TRIGGER,development
W1|R3_HIGH|RESISTANCE|HOLD,W1,R3_HIGH,RESISTANCE,HOLD,39936,2024-07-22 00:00:00+00:00,SHORT,68351.2,W1|R3_HIGH|2024-07-15T00:00:00+00:00,2024-W30,2024-07-22 01:00:00+00:00,2024-07-22 06:00:00+00:00,68163.7,67379.81745,68743.09144999999,TP,0.009999999999999955,6,1,W1|R3_HIGH|SHORT|W1|R3_HIGH|2024-07-15T00:00:00+00:00,0.6276826344101927,LEVEL_SURVIVAL_TRIGGER,development
D1|PREV_HIGH|SUPPORT|HOLD,D1,PREV_HIGH,SUPPORT,HOLD,40105,2024-07-29 01:00:00+00:00,LONG,68300.0,D1|PREV_HIGH|2024-07-28T00:00:00+00:00,2024-W31,2024-07-29 02:00:00+00:00,2024-07-29 02:00:00+00:00,68509.4,69297.25809999999,67927.0701,TP,0.010000000000000066,1,1,D1|PREV_HIGH|LONG|D1|PREV_HIGH|2024-07-28T00:00:00+00:00,0.5964793259330852,LEVEL_SURVIVAL_TRIGGER,development
H1|R12_HIGH|RESISTANCE|HOLD,H1,R12_HIGH,RESISTANCE,HOLD,40297,2024-08-06 01:00:00+00:00,SHORT,56066.3,H1|R12_HIGH|2024-08-06T00:00:00+00:00,2024-W32,2024-08-06 02:00:00+00:00,2024-08-06 08:00:00+00:00,55689.9,55049.46615000001,56163.264149999995,TP,0.009999999999999844,7,1,H1|R12_HIGH|SHORT|H1|R12_HIGH|2024-08-06T00:00:00+00:00,0.5629781072821867,LEVEL_SURVIVAL_TRIGGER,development
H1|PREV_LOW|RESISTANCE|HOLD,H1,PREV_LOW,RESISTANCE,HOLD,40440,2024-08-12 00:00:00+00:00,SHORT,58672.0,H1|PREV_LOW|2024-08-11T23:00:00+00:00,2024-W33,2024-08-12 01:00:00+00:00,2024-08-12 07:00:00+00:00,58433.4,57761.41590000001,58930.0839,SL,-0.009999999999999952,7,0,H1|PREV_LOW|SHORT|H1|PREV_LOW|2024-08-11T23:00:00+00:00,0.5738305721273678,LEVEL_SURVIVAL_TRIGGER,development
W1|PREV_OPEN|RESISTANCE|HOLD,W1,PREV_OPEN,RESISTANCE,HOLD,40610,2024-08-19 02:00:00+00:00,SHORT,58693.1,W1|PREV_OPEN|2024-08-12T00:00:00+00:00,2024-W34,2024-08-19 03:00:00+00:00,2024-08-19 09:00:00+00:00,58631.5,57957.23775,59129.86775,TP,0.009999999999999955,7,1,W1|PREV_OPEN|SHORT|W1|PREV_OPEN|2024-08-12T00:00:00+00:00,0.589193769882644,LEVEL_SURVIVAL_TRIGGER,development
D1|PREV_OPEN|RESISTANCE|HOLD,D1,PREV_OPEN,RESISTANCE,HOLD,40776,2024-08-26 00:00:00+00:00,SHORT,64116.6,D1|PREV_OPEN|2024-08-25T00:00:00+00:00,2024-W35,2024-08-26 01:00:00+00:00,2024-08-26 09:00:00+00:00,64068.1,63331.31685,64612.67885,TP,0.009999999999999955,9,1,D1|PREV_OPEN|SHORT|D1|PREV_OPEN|2024-08-25T00:00:00+00:00,0.5691402339445343,LEVEL_SURVIVAL_TRIGGER,development
D1|R3_LOW|SUPPORT|HOLD,D1,R3_LOW,SUPPORT,HOLD,40944,2024-09-02 00:00:00+00:00,LONG,57123.0,D1|R3_LOW|2024-09-01T00:00:00+00:00,2024-W36,2024-09-02 01:00:00+00:00,2024-09-02 08:00:00+00:00,57443.8,58104.40370000001,56955.527700000006,TP,0.010000000000000066,8,1,D1|R3_LOW|LONG|D1|R3_LOW|2024-09-01T00:00:00+00:00,0.6419071880615075,LEVEL_SURVIVAL_TRIGGER,development
H1|PREV_HIGH|SUPPORT|HOLD,H1,PREV_HIGH,SUPPORT,HOLD,41112,2024-09-09 00:00:00+00:00,LONG,54944.0,H1|PREV_HIGH|2024-09-08T23:00:00+00:00,2024-W37,2024-09-09 01:00:00+00:00,2024-09-09 13:00:00+00:00,55007.0,55639.580500000004,54539.440500000004,TP,0.010000000000000066,13,1,H1|PREV_HIGH|LONG|H1|PREV_HIGH|2024-09-08T23:00:00+00:00,0.6060538327787393,LEVEL_SURVIVAL_TRIGGER,development
H1|PREV_OPEN|RESISTANCE|HOLD,H1,PREV_OPEN,RESISTANCE,HOLD,41283,2024-09-16 03:00:00+00:00,SHORT,58578.0,H1|PREV_OPEN|2024-09-16T02:00:00+00:00,2024-W38,2024-09-16 04:00:00+00:00,2024-09-16 08:00:00+00:00,58546.4,57873.116400000006,59044.0444,SL,-0.009999999999999952,5,0,H1|PREV_OPEN|SHORT|H1|PREV_OPEN|2024-09-16T02:00:00+00:00,0.582282385143013,LEVEL_SURVIVAL_TRIGGER,development
D1|PREV_OPEN|SUPPORT|HOLD,D1,PREV_OPEN,SUPPORT,HOLD,41448,2024-09-23 00:00:00+00:00,LONG,63320.6,D1|PREV_OPEN|2024-09-22T00:00:00+00:00,2024-W39,2024-09-23 01:00:00+00:00,2024-09-23 03:00:00+00:00,63551.6,64282.443400000004,63011.411400000005,TP,0.010000000000000066,3,1,D1|PREV_OPEN|LONG|D1|PREV_OPEN|2024-09-22T00:00:00+00:00,0.5670000036547836,LEVEL_SURVIVAL_TRIGGER,development
H1|R12_LOW|RESISTANCE|HOLD,H1,R12_LOW,RESISTANCE,HOLD,41616,2024-09-30 00:00:00+00:00,SHORT,65480.0,H1|R12_LOW|2024-09-29T15:00:00+00:00,2024-W40,2024-09-30 01:00:00+00:00,2024-09-30 02:00:00+00:00,65436.4,64683.881400000006,65992.6094,TP,0.009999999999999955,2,1,H1|R12_LOW|SHORT|H1|R12_LOW|2024-09-29T15:00:00+00:00,0.6495712256860241,LEVEL_SURVIVAL_TRIGGER,development
H1|R3_LOW|SUPPORT|HOLD,H1,R3_LOW,SUPPORT,HOLD,41789,2024-10-07 05:00:00+00:00,LONG,63302.2,H1|R3_LOW|2024-10-07T03:00:00+00:00,2024-W41,2024-10-07 06:00:00+00:00,2024-10-07 11:00:00+00:00,63350.4,64078.9296,62811.9216,SL,-0.009999999999999952,6,0,H1|R3_LOW|LONG|H1|R3_LOW|2024-10-07T03:00:00+00:00,0.5681998498504722,LEVEL_SURVIVAL_TRIGGER,development
W1|PREV_HIGH|SUPPORT|HOLD,W1,PREV_HIGH,SUPPORT,HOLD,41959,2024-10-14 07:00:00+00:00,LONG,64448.2,W1|PREV_HIGH|2024-10-07T00:00:00+00:00,2024-W42,2024-10-14 08:00:00+00:00,2024-10-14 14:00:00+00:00,64599.5,65342.394250000005,64050.40425,TP,0.010000000000000066,7,1,W1|PREV_HIGH|LONG|W1|PREV_HIGH|2024-10-07T00:00:00+00:00,0.6086185334771179,LEVEL_SURVIVAL_TRIGGER,development
H1|PREV_OPEN|SUPPORT|HOLD,H1,PREV_OPEN,SUPPORT,HOLD,42120,2024-10-21 00:00:00+00:00,LONG,69132.5,H1|PREV_OPEN|2024-10-20T23:00:00+00:00,2024-W43,2024-10-21 01:00:00+00:00,2024-10-21 07:00:00+00:00,69153.9,69949.16985,68566.09185,SL,-0.009999999999999952,7,0,H1|PREV_OPEN|LONG|H1|PREV_OPEN|2024-10-20T23:00:00+00:00,0.6243495886967324,LEVEL_SURVIVAL_TRIGGER,development
H4|PREV_OPEN|SUPPORT|HOLD,H4,PREV_OPEN,SUPPORT,HOLD,42288,2024-10-28 00:00:00+00:00,LONG,67816.8,H4|PREV_OPEN|2024-10-27T20:00:00+00:00,2024-W44,2024-10-28 01:00:00+00:00,2024-10-28 07:00:00+00:00,67835.2,68615.3048,67258.6008,TP,0.010000000000000066,7,1,H4|PREV_OPEN|LONG|H4|PREV_OPEN|2024-10-27T20:00:00+00:00,0.5768549438914239,LEVEL_SURVIVAL_TRIGGER,development
H4|PREV_HIGH|RESISTANCE|HOLD,H4,PREV_HIGH,RESISTANCE,HOLD,42459,2024-11-04 03:00:00+00:00,SHORT,69348.0,H4|PREV_HIGH|2024-11-03T20:00:00+00:00,2024-W45,2024-11-04 04:00:00+00:00,2024-11-04 14:00:00+00:00,69034.0,68240.109,69620.78899999999,TP,0.010000000000000066,11,1,H4|PREV_HIGH|SHORT|H4|PREV_HIGH|2024-11-03T20:00:00+00:00,0.5801925785732007,LEVEL_SURVIVAL_TRIGGER,development
H1|PREV_OPEN|RESISTANCE|HOLD,H1,PREV_OPEN,RESISTANCE,HOLD,42624,2024-11-11 00:00:00+00:00,SHORT,80683.6,H1|PREV_OPEN|2024-11-10T23:00:00+00:00,2024-W46,2024-11-11 01:00:00+00:00,2024-11-11 01:00:00+00:00,80618.9,79691.78265,81304.16064999999,SL,-0.009999999999999952,1,0,H1|PREV_OPEN|SHORT|H1|PREV_OPEN|2024-11-10T23:00:00+00:00,0.5632680695592399,LEVEL_SURVIVAL_TRIGGER,development
H1|R3_HIGH|SUPPORT|HOLD,H1,R3_HIGH,SUPPORT,HOLD,42792,2024-11-18 00:00:00+00:00,LONG,89923.0,H1|R3_HIGH|2024-11-17T23:00:00+00:00,2024-W47,2024-11-18 01:00:00+00:00,2024-11-18 06:00:00+00:00,89988.9,91023.77235,89223.99435,TP,0.010000000000000066,6,1,H1|R3_HIGH|LONG|H1|R3_HIGH|2024-11-17T23:00:00+00:00,0.565339177287348,LEVEL_SURVIVAL_TRIGGER,development
H1|R3_LOW|RESISTANCE|HOLD,H1,R3_LOW,RESISTANCE,HOLD,42979,2024-11-25 19:00:00+00:00,SHORT,94900.0,H1|R3_LOW|2024-11-25T17:00:00+00:00,2024-W48,2024-11-25 20:00:00+00:00,2024-11-25 21:00:00+00:00,94723.7,93634.37745,95528.85144999999,TP,0.009999999999999955,2,1,H1|R3_LOW|SHORT|H1|R3_LOW|2024-11-25T17:00:00+00:00,0.581499468085044,LEVEL_SURVIVAL_TRIGGER,development
H1|PREV_OPEN|RESISTANCE|HOLD,H1,PREV_OPEN,RESISTANCE,HOLD,43128,2024-12-02 00:00:00+00:00,SHORT,97645.5,H1|PREV_OPEN|2024-12-01T23:00:00+00:00,2024-W49,2024-12-02 01:00:00+00:00,2024-12-02 03:00:00+00:00,97524.5,96402.96825,98353.45825,TP,0.009999999999999955,3,1,H1|PREV_OPEN|SHORT|H1|PREV_OPEN|2024-12-01T23:00:00+00:00,0.5790156682179332,LEVEL_SURVIVAL_TRIGGER,development
H1|R12_LOW|RESISTANCE|HOLD,H1,R12_LOW,RESISTANCE,HOLD,43298,2024-12-09 02:00:00+00:00,SHORT,99409.3,H1|R12_LOW|2024-12-08T15:00:00+00:00,2024-W50,2024-12-09 03:00:00+00:00,2024-12-09 11:00:00+00:00,99277.1,98135.41335000002,100120.95535,TP,0.009999999999999844,9,1,H1|R12_LOW|SHORT|H1|R12_LOW|2024-12-08T15:00:00+00:00,0.5976473493707406,LEVEL_SURVIVAL_TRIGGER,development
H1|PREV_HIGH|SUPPORT|HOLD,H1,PREV_HIGH,SUPPORT,HOLD,43469,2024-12-16 05:00:00+00:00,LONG,104784.5,H1|PREV_HIGH|2024-12-16T04:00:00+00:00,2024-W51,2024-12-16 06:00:00+00:00,2024-12-16 11:00:00+00:00,105003.4,106210.9391,104110.8711,SL,-0.009999999999999952,6,0,H1|PREV_HIGH|LONG|H1|PREV_HIGH|2024-12-16T04:00:00+00:00,0.5665415986936527,LEVEL_SURVIVAL_TRIGGER,development
D1|PREV_LOW|SUPPORT|HOLD,D1,PREV_LOW,SUPPORT,HOLD,43633,2024-12-23 01:00:00+00:00,LONG,94200.0,D1|PREV_LOW|2024-12-22T00:00:00+00:00,2024-W52,2024-12-23 02:00:00+00:00,2024-12-23 03:00:00+00:00,94431.0,95516.9565,93628.3365,TP,0.010000000000000066,2,1,D1|PREV_LOW|LONG|D1|PREV_LOW|2024-12-22T00:00:00+00:00,0.6065947826187256,LEVEL_SURVIVAL_TRIGGER,development
H1|R3_HIGH|SUPPORT|HOLD,H1,R3_HIGH,SUPPORT,HOLD,128,2020-01-06 08:00:00+00:00,LONG,7539.0,H1|R3_HIGH|2020-01-06T05:00:00+00:00,2020-W02,2020-01-06 09:00:00+00:00,2020-01-06 22:00:00+00:00,7544.99,7631.757385,7480.857585,TP,0.010000000000000066,14,1,H1|R3_HIGH|LONG|H1|R3_HIGH|2020-01-06T05:00:00+00:00,0.5722931141750649,LEVEL_SURVIVAL_TRIGGER,external
D1|PREV_HIGH|RESISTANCE|HOLD,D1,PREV_HIGH,RESISTANCE,HOLD,288,2020-01-13 00:00:00+00:00,SHORT,8195.0,D1|PREV_HIGH|2020-01-12T00:00:00+00:00,2020-W03,2020-01-13 01:00:00+00:00,2020-01-13 06:00:00+00:00,8155.16,8061.375660000001,8224.47886,TP,0.009999999999999955,6,1,D1|PREV_HIGH|SHORT|D1|PREV_HIGH|2020-01-12T00:00:00+00:00,0.568556922380383,LEVEL_SURVIVAL_TRIGGER,external
H1|R12_LOW|RESISTANCE|HOLD,H1,R12_LOW,RESISTANCE,HOLD,468,2020-01-20 12:00:00+00:00,SHORT,8601.0,H1|R12_LOW|2020-01-20T08:00:00+00:00,2020-W04,2020-01-20 13:00:00+00:00,2020-01-20 14:00:00+00:00,8590.26,8491.472010000001,8663.27721,SL,-0.009999999999999952,2,0,H1|R12_LOW|SHORT|H1|R12_LOW|2020-01-20T08:00:00+00:00,0.5973009033194222,LEVEL_SURVIVAL_TRIGGER,external
H1|PREV_LOW|SUPPORT|HOLD,H1,PREV_LOW,SUPPORT,HOLD,626,2020-01-27 02:00:00+00:00,LONG,8649.06,H1|PREV_LOW|2020-01-27T01:00:00+00:00,2020-W05,2020-01-27 03:00:00+00:00,2020-01-27 08:00:00+00:00,8653.52,8753.03548,8579.96508,SL,-0.010000000000000063,6,0,H1|PREV_LOW|LONG|H1|PREV_LOW|2020-01-27T01:00:00+00:00,0.5692395168739453,LEVEL_SURVIVAL_TRIGGER,external
H4|PREV_LOW|SUPPORT|HOLD,H4,PREV_LOW,SUPPORT,HOLD,828,2020-02-04 12:00:00+00:00,LONG,9114.0,H4|PREV_LOW|2020-02-04T08:00:00+00:00,2020-W06,2020-02-04 13:00:00+00:00,2020-02-05 01:00:00+00:00,9144.28,9249.439220000002,9066.55362,TP,0.010000000000000066,13,1,H4|PREV_LOW|LONG|H4|PREV_LOW|2020-02-04T08:00:00+00:00,0.5684619845461649,LEVEL_SURVIVAL_TRIGGER,external
