zone_id,activation_ts,origin_ts,demand_low,demand_high,h4_bos_ts,broken_h4_swing_ts,broken_h4_level,first_touch_ts,touch_open,touch_high,touch_low,touch_close,h1_bos_ts,broken_h1_swing_ts,broken_h1_level,new_high_pivot_ts,new_high_confirm_ts,new_high_price,has_h1_bos,has_confirmed_new_high,retrace_ge2_bars,has_lower_high,has_lower_low,retest_close_holds_demand,exact_structural_twin
H4D_2024-08-22T08:00:00+00:00,2024-08-22 08:00:00+00:00,2024-08-22 04:00:00+00:00,559.03,569.79,2024-08-22 08:00:00+00:00,2024-08-21 00:00:00+00:00,574.88,2024-08-25 08:00:00+00:00,576.98,577.02,568.0,570.58,2024-08-23 20:00:00+00:00,2024-08-23 15:00:00+00:00,585.99,2024-08-23 23:00:00+00:00,2024-08-24 01:00:00+00:00,597.87,True,True,True,True,True,True,True
H4D_2024-09-03T00:00:00+00:00,2024-09-03 00:00:00+00:00,2024-09-02 08:00:00+00:00,501.7,514.74,2024-09-03 00:00:00+00:00,2024-09-02 12:00:00+00:00,525.18,2024-09-04 02:00:00+00:00,515.68,515.92,501.06,512.43,2024-09-03 02:00:00+00:00,2024-09-02 21:00:00+00:00,530.6,2024-09-03 03:00:00+00:00,2024-09-03 05:00:00+00:00,538.54,True,True,True,True,True,True,True
H4D_2024-09-19T00:00:00+00:00,2024-09-19 00:00:00+00:00,2024-09-18 16:00:00+00:00,536.64,539.58,2024-09-19 00:00:00+00:00,2024-09-17 16:00:00+00:00,552.29,2024-10-01 18:00:00+00:00,556.48,556.48,538.02,551.66,2024-09-19 13:00:00+00:00,2024-09-19 06:00:00+00:00,561.83,2024-09-19 14:00:00+00:00,2024-09-19 16:00:00+00:00,567.33,True,True,True,True,True,True,True
H4D_2024-09-19T16:00:00+00:00,2024-09-19 16:00:00+00:00,2024-09-19 08:00:00+00:00,556.18,559.81,2024-09-19 16:00:00+00:00,2024-09-19 04:00:00+00:00,562.61,2024-09-20 02:00:00+00:00,560.66,563.3,558.78,563.1,2024-09-19 17:00:00+00:00,2024-09-19 14:00:00+00:00,567.33,2024-09-19 18:00:00+00:00,2024-09-19 20:00:00+00:00,571.74,True,True,True,True,True,True,True
H4D_2024-09-20T08:00:00+00:00,2024-09-20 08:00:00+00:00,2024-09-19 08:00:00+00:00,556.18,559.81,2024-09-20 08:00:00+00:00,2024-09-19 20:00:00+00:00,571.74,2024-10-01 16:00:00+00:00,561.45,565.66,547.4,561.35,2024-09-21 01:00:00+00:00,2024-09-20 22:00:00+00:00,570.24,2024-09-21 01:00:00+00:00,2024-09-21 03:00:00+00:00,572.99,True,True,True,True,True,True,True
H4D_2024-09-21T08:00:00+00:00,2024-09-21 08:00:00+00:00,2024-09-21 04:00:00+00:00,566.31,568.83,2024-09-21 08:00:00+00:00,2024-09-20 08:00:00+00:00,577.0,2024-09-30 19:00:00+00:00,573.45,573.85,568.0,571.64,2024-09-21 23:00:00+00:00,2024-09-21 20:00:00+00:00,586.09,2024-09-22 00:00:00+00:00,2024-09-22 02:00:00+00:00,590.8,True,True,True,True,True,True,True
H4D_2024-09-23T04:00:00+00:00,2024-09-23 04:00:00+00:00,2024-09-22 16:00:00+00:00,577.3,581.53,2024-09-23 04:00:00+00:00,2024-09-22 00:00:00+00:00,590.8,2024-09-26 02:00:00+00:00,584.78,586.55,581.15,586.54,2024-09-23 16:00:00+00:00,2024-09-23 04:00:00+00:00,599.72,2024-09-23 20:00:00+00:00,2024-09-23 22:00:00+00:00,616.69,True,True,True,True,True,True,True
H4D_2024-09-23T16:00:00+00:00,2024-09-23 16:00:00+00:00,2024-09-23 08:00:00+00:00,589.42,597.0,2024-09-23 16:00:00+00:00,2024-09-23 04:00:00+00:00,599.72,2024-09-25 07:00:00+00:00,601.7,601.77,593.01,594.7,2024-09-24 14:00:00+00:00,2024-09-24 09:00:00+00:00,606.46,2024-09-24 23:00:00+00:00,2024-09-25 01:00:00+00:00,613.9,True,True,True,True,True,True,True
H4D_2024-10-05T08:00:00+00:00,2024-10-05 08:00:00+00:00,2024-10-05 04:00:00+00:00,551.61,555.28,2024-10-05 08:00:00+00:00,2024-10-04 20:00:00+00:00,557.97,2024-10-10 18:00:00+00:00,563.09,564.33,555.09,556.8,2024-10-06 02:00:00+00:00,2024-10-05 23:00:00+00:00,564.12,2024-10-06 02:00:00+00:00,2024-10-06 04:00:00+00:00,566.32,True,True,True,True,True,True,True
H4D_2024-10-06T16:00:00+00:00,2024-10-06 16:00:00+00:00,2024-10-06 12:00:00+00:00,561.06,562.67,2024-10-06 16:00:00+00:00,2024-10-06 04:00:00+00:00,566.32,2024-10-08 06:00:00+00:00,569.42,570.02,562.5,564.88,2024-10-07 00:00:00+00:00,2024-10-06 20:00:00+00:00,567.95,2024-10-07 03:00:00+00:00,2024-10-07 05:00:00+00:00,577.13,True,True,True,True,True,True,True
H4D_2024-10-08T20:00:00+00:00,2024-10-08 20:00:00+00:00,2024-10-08 08:00:00+00:00,559.04,569.78,2024-10-08 20:00:00+00:00,2024-10-07 16:00:00+00:00,581.95,2024-10-09 21:00:00+00:00,571.6,572.99,566.66,566.96,2024-10-09 07:00:00+00:00,2024-10-09 02:00:00+00:00,581.7,2024-10-09 07:00:00+00:00,2024-10-09 09:00:00+00:00,584.91,True,True,True,True,True,True,True
H4D_2024-10-14T04:00:00+00:00,2024-10-14 04:00:00+00:00,2024-10-13 16:00:00+00:00,564.95,572.39,2024-10-14 04:00:00+00:00,2024-10-13 04:00:00+00:00,578.45,2024-10-26 00:00:00+00:00,580.85,581.36,564.74,574.64,2024-10-14 15:00:00+00:00,2024-10-14 05:00:00+00:00,582.71,2024-10-14 17:00:00+00:00,2024-10-14 19:00:00+00:00,592.31,True,True,True,True,True,True,True
H4D_2024-10-15T20:00:00+00:00,2024-10-15 20:00:00+00:00,2024-10-15 08:00:00+00:00,581.16,585.23,2024-10-15 20:00:00+00:00,2024-10-15 04:00:00+00:00,592.56,2024-10-17 19:00:00+00:00,589.11,589.45,584.56,587.13,2024-10-16 02:00:00+00:00,2024-10-15 19:00:00+00:00,595.85,2024-10-16 03:00:00+00:00,2024-10-16 05:00:00+00:00,597.7,True,True,True,True,True,True,True
H4D_2024-10-16T20:00:00+00:00,2024-10-16 20:00:00+00:00,2024-10-16 16:00:00+00:00,593.59,599.43,2024-10-16 20:00:00+00:00,2024-10-15 16:00:00+00:00,600.34,2024-10-17 07:00:00+00:00,600.54,601.41,598.44,598.78,2024-10-16 21:00:00+00:00,2024-10-16 13:00:00+00:00,601.76,2024-10-16 21:00:00+00:00,2024-10-16 23:00:00+00:00,605.84,True,True,True,True,True,True,True
H4D_2024-10-20T16:00:00+00:00,2024-10-20 16:00:00+00:00,2024-10-20 12:00:00+00:00,595.93,597.65,2024-10-20 16:00:00+00:00,2024-10-20 04:00:00+00:00,598.5,2024-10-21 14:00:00+00:00,605.35,605.68,594.71,596.43,2024-10-20 23:00:00+00:00,2024-10-20 15:00:00+00:00,600.85,2024-10-21 01:00:00+00:00,2024-10-21 03:00:00+00:00,609.0,True,True,True,True,True,True,True
H4D_2024-10-27T16:00:00+00:00,2024-10-27 16:00:00+00:00,2024-10-27 12:00:00+00:00,581.74,584.78,2024-10-27 16:00:00+00:00,2024-10-27 00:00:00+00:00,587.1,2024-10-31 09:00:00+00:00,588.13,588.17,581.75,584.29,2024-10-27 23:00:00+00:00,2024-10-27 18:00:00+00:00,589.68,2024-10-28 00:00:00+00:00,2024-10-28 02:00:00+00:00,590.94,True,True,True,True,True,True,True
H4D_2024-11-09T04:00:00+00:00,2024-11-09 04:00:00+00:00,2024-11-08 12:00:00+00:00,594.59,599.46,2024-11-09 04:00:00+00:00,2024-11-08 16:00:00+00:00,601.99,2024-11-13 05:00:00+00:00,606.53,613.89,598.81,606.39,2024-11-09 23:00:00+00:00,2024-11-09 20:00:00+00:00,621.21,2024-11-10 06:00:00+00:00,2024-11-10 08:00:00+00:00,635.52,True,True,True,True,True,True,True
H4D_2024-11-21T20:00:00+00:00,2024-11-21 20:00:00+00:00,2024-11-21 12:00:00+00:00,607.44,612.94,2024-11-21 20:00:00+00:00,2024-11-20 16:00:00+00:00,621.08,2024-11-26 12:00:00+00:00,620.74,622.72,610.57,620.4,2024-11-22 01:00:00+00:00,2024-11-21 21:00:00+00:00,626.08,2024-11-22 01:00:00+00:00,2024-11-22 03:00:00+00:00,640.57,True,True,True,True,True,True,True
H4D_2024-11-23T04:00:00+00:00,2024-11-23 04:00:00+00:00,2024-11-22 20:00:00+00:00,618.76,624.97,2024-11-23 04:00:00+00:00,2024-11-22 04:00:00+00:00,640.57,2024-11-26 10:00:00+00:00,628.38,632.26,624.24,630.51,2024-11-23 08:00:00+00:00,2024-11-23 02:00:00+00:00,651.44,2024-11-23 09:00:00+00:00,2024-11-23 11:00:00+00:00,677.2,True,True,True,True,True,True,True
H4D_2024-12-03T20:00:00+00:00,2024-12-03 20:00:00+00:00,2024-12-03 16:00:00+00:00,622.5,651.2,2024-12-03 20:00:00+00:00,2024-12-03 08:00:00+00:00,661.68,2024-12-09 22:00:00+00:00,698.24,698.57,633.0,681.75,2024-12-04 09:00:00+00:00,2024-12-04 02:00:00+00:00,775.68,2024-12-04 11:00:00+00:00,2024-12-04 13:00:00+00:00,794.0,True,True,True,True,True,True,True
H4D_2024-12-06T20:00:00+00:00,2024-12-06 20:00:00+00:00,2024-12-06 12:00:00+00:00,712.18,726.03,2024-12-06 20:00:00+00:00,2024-12-06 08:00:00+00:00,735.18,2024-12-09 03:00:00+00:00,728.59,730.94,719.0,721.56,2024-12-07 06:00:00+00:00,2024-12-06 22:00:00+00:00,744.66,2024-12-07 06:00:00+00:00,2024-12-07 08:00:00+00:00,749.76,True,True,True,True,True,True,True
H4D_2024-12-11T20:00:00+00:00,2024-12-11 20:00:00+00:00,2024-12-11 08:00:00+00:00,676.26,679.56,2024-12-11 20:00:00+00:00,2024-12-10 12:00:00+00:00,705.0,2024-12-19 03:00:00+00:00,686.05,689.59,668.06,689.4,2024-12-12 10:00:00+00:00,2024-12-12 04:00:00+00:00,724.47,2024-12-12 10:00:00+00:00,2024-12-12 12:00:00+00:00,726.15,True,True,True,True,True,True,True
H4D_2024-12-13T20:00:00+00:00,2024-12-13 20:00:00+00:00,2024-12-13 16:00:00+00:00,708.0,716.09,2024-12-13 20:00:00+00:00,2024-12-12 12:00:00+00:00,726.15,2024-12-14 13:00:00+00:00,719.66,719.99,713.52,713.58,2024-12-14 04:00:00+00:00,2024-12-13 21:00:00+00:00,730.24,2024-12-14 05:00:00+00:00,2024-12-14 07:00:00+00:00,731.92,True,True,True,True,True,True,True
H4D_2024-12-21T04:00:00+00:00,2024-12-21 04:00:00+00:00,2024-12-20 12:00:00+00:00,618.62,672.58,2024-12-21 04:00:00+00:00,2024-12-20 08:00:00+00:00,679.65,2024-12-21 13:00:00+00:00,677.23,677.3,666.58,668.01,2024-12-21 06:00:00+00:00,2024-12-21 02:00:00+00:00,686.68,2024-12-21 07:00:00+00:00,2024-12-21 09:00:00+00:00,693.5,True,True,True,True,True,True,True
H4D_2024-12-25T04:00:00+00:00,2024-12-25 04:00:00+00:00,2024-12-24 20:00:00+00:00,692.12,694.86,2024-12-25 04:00:00+00:00,2024-12-24 00:00:00+00:00,698.38,2024-12-26 09:00:00+00:00,706.33,709.79,689.37,697.76,2024-12-25 10:00:00+00:00,2024-12-25 07:00:00+00:00,705.84,2024-12-25 11:00:00+00:00,2024-12-25 13:00:00+00:00,713.21,True,True,True,True,True,True,True
H4D_2024-12-28T16:00:00+00:00,2024-12-28 16:00:00+00:00,2024-12-28 08:00:00+00:00,693.88,696.94,2024-12-28 16:00:00+00:00,2024-12-27 12:00:00+00:00,710.93,2024-12-29 21:00:00+00:00,700.7,700.7,693.45,697.33,2024-12-28 20:00:00+00:00,2024-12-28 15:00:00+00:00,727.78,2024-12-28 20:00:00+00:00,2024-12-28 22:00:00+00:00,731.25,True,True,True,True,True,True,True
