target,feature,period,band,n,expanders,expansion_rate
R_1_00,minutes_entry_to_tp1,REF,Q4,31,14,0.45161290322580644
R_1_00,minutes_tp1_to_tp2,DEV,Q1,83,42,0.5060240963855421
R_1_00,minutes_tp1_to_tp2,DEV,Q2,23,13,0.5652173913043478
R_1_00,minutes_tp1_to_tp2,DEV,Q3,29,18,0.6206896551724138
R_1_00,minutes_tp1_to_tp2,DEV,Q4,43,29,0.6744186046511628
R_1_00,minutes_tp1_to_tp2,REF,Q1,55,30,0.5454545454545454
R_1_00,minutes_tp1_to_tp2,REF,Q2,17,11,0.6470588235294118
R_1_00,minutes_tp1_to_tp2,REF,Q3,20,12,0.6
R_1_00,minutes_tp1_to_tp2,REF,Q4,38,20,0.5263157894736842
R_1_00,minutes_entry_to_tp2,DEV,Q1,48,18,0.375
R_1_00,minutes_entry_to_tp2,DEV,Q2,42,23,0.5476190476190477
R_1_00,minutes_entry_to_tp2,DEV,Q3,44,31,0.7045454545454546
R_1_00,minutes_entry_to_tp2,DEV,Q4,44,30,0.6818181818181818
R_1_00,minutes_entry_to_tp2,REF,Q1,35,18,0.5142857142857142
R_1_00,minutes_entry_to_tp2,REF,Q2,37,21,0.5675675675675675
R_1_00,minutes_entry_to_tp2,REF,Q3,22,17,0.7727272727272727
R_1_00,minutes_entry_to_tp2,REF,Q4,36,17,0.4722222222222222
R_1_00,cluster_gap_r_per_minute,DEV,Q1,24,17,0.7083333333333334
R_1_00,cluster_gap_r_per_minute,DEV,Q2,24,16,0.6666666666666666
R_1_00,cluster_gap_r_per_minute,DEV,Q3,23,12,0.5217391304347826
R_1_00,cluster_gap_r_per_minute,DEV,Q4,24,15,0.625
R_1_00,cluster_gap_r_per_minute,REF,Q1,23,6,0.2608695652173913
R_1_00,cluster_gap_r_per_minute,REF,Q2,14,12,0.8571428571428571
R_1_00,cluster_gap_r_per_minute,REF,Q3,22,14,0.6363636363636364
R_1_00,cluster_gap_r_per_minute,REF,Q4,16,11,0.6875
R_1_00,cluster_path_efficiency,DEV,Q1,18,11,0.6111111111111112
R_1_00,cluster_path_efficiency,DEV,Q2,18,14,0.7777777777777778
R_1_00,cluster_path_efficiency,DEV,Q3,18,13,0.7222222222222222
R_1_00,cluster_path_efficiency,DEV,Q4,18,9,0.5
R_1_00,cluster_path_efficiency,REF,Q1,5,4,0.8
R_1_00,cluster_path_efficiency,REF,Q2,16,2,0.125
R_1_00,cluster_path_efficiency,REF,Q3,17,14,0.8235294117647058
R_1_00,cluster_path_efficiency,REF,Q4,20,12,0.6
R_1_00,cluster_green_rate,DEV,Q1,31,21,0.6774193548387096
R_1_00,cluster_green_rate,DEV,Q2,5,2,0.4
R_1_00,cluster_green_rate,DEV,Q3,22,16,0.7272727272727273
R_1_00,cluster_green_rate,DEV,Q4,14,8,0.5714285714285714
R_1_00,cluster_green_rate,REF,Q1,26,10,0.38461538461538464
R_1_00,cluster_green_rate,REF,Q2,1,1,1.0
R_1_00,cluster_green_rate,REF,Q3,17,13,0.7647058823529411
R_1_00,cluster_green_rate,REF,Q4,14,8,0.5714285714285714
R_1_00,cluster_close_above_tp1_rate,DEV,Q1,18,11,0.6111111111111112
R_1_00,cluster_close_above_tp1_rate,DEV,Q2,18,14,0.7777777777777778
R_1_00,cluster_close_above_tp1_rate,DEV,Q3,18,13,0.7222222222222222
R_1_00,cluster_close_above_tp1_rate,DEV,Q4,18,9,0.5
R_1_00,cluster_close_above_tp1_rate,REF,Q1,17,4,0.23529411764705882
R_1_00,cluster_close_above_tp1_rate,REF,Q2,10,6,0.6
R_1_00,cluster_close_above_tp1_rate,REF,Q3,14,11,0.7857142857142857
R_1_00,cluster_close_above_tp1_rate,REF,Q4,17,11,0.6470588235294118
R_1_00,cluster_max_pullback_r,DEV,Q1,24,13,0.5416666666666666
R_1_00,cluster_max_pullback_r,DEV,Q2,24,12,0.5
R_1_00,cluster_max_pullback_r,DEV,Q3,23,15,0.6521739130434783
R_1_00,cluster_max_pullback_r,DEV,Q4,24,20,0.8333333333333334
R_1_00,cluster_max_pullback_r,REF,Q1,28,11,0.39285714285714285
R_1_00,cluster_max_pullback_r,REF,Q2,27,18,0.6666666666666666
R_1_00,cluster_max_pullback_r,REF,Q3,13,10,0.7692307692307693
R_1_00,cluster_max_pullback_r,REF,Q4,7,4,0.5714285714285714
R_1_00,cluster_mae_from_tp1_r,DEV,Q1,18,14,0.7777777777777778
R_1_00,cluster_mae_from_tp1_r,DEV,Q2,18,14,0.7777777777777778
R_1_00,cluster_mae_from_tp1_r,DEV,Q3,18,9,0.5
R_1_00,cluster_mae_from_tp1_r,DEV,Q4,18,10,0.5555555555555556
R_1_00,cluster_mae_from_tp1_r,REF,Q1,8,5,0.625
R_1_00,cluster_mae_from_tp1_r,REF,Q2,11,9,0.8181818181818182
R_1_00,cluster_mae_from_tp1_r,REF,Q3,24,7,0.2916666666666667
R_1_00,cluster_mae_from_tp1_r,REF,Q4,15,11,0.7333333333333333
R_1_00,last1_progress_r,DEV,Q1,18,11,0.6111111111111112
R_1_00,last1_progress_r,DEV,Q2,18,12,0.6666666666666666
R_1_00,last1_progress_r,DEV,Q3,18,13,0.7222222222222222
R_1_00,last1_progress_r,DEV,Q4,18,11,0.6111111111111112
R_1_00,last1_progress_r,REF,Q1,2,2,1.0
R_1_00,last1_progress_r,REF,Q2,22,9,0.4090909090909091
R_1_00,last1_progress_r,REF,Q3,15,9,0.6
R_1_00,last1_progress_r,REF,Q4,19,12,0.631578947368421
R_1_00,last3_progress_r,DEV,Q1,16,9,0.5625
R_1_00,last3_progress_r,DEV,Q2,15,10,0.6666666666666666
R_1_00,last3_progress_r,DEV,Q3,15,10,0.6666666666666666
R_1_00,last3_progress_r,DEV,Q4,15,11,0.7333333333333333
R_1_00,last3_progress_r,REF,Q1,17,5,0.29411764705882354
R_1_00,last3_progress_r,REF,Q2,8,5,0.625
R_1_00,last3_progress_r,REF,Q3,7,7,1.0
R_1_00,last3_progress_r,REF,Q4,14,9,0.6428571428571429
R_1_00,last3_green_rate,DEV,Q1,51,32,0.6274509803921569
R_1_00,last3_green_rate,DEV,Q4,10,8,0.8
R_1_00,last3_green_rate,REF,Q1,28,20,0.7142857142857143
R_1_00,last3_green_rate,REF,Q4,18,6,0.3333333333333333
R_1_00,distance_remaining_tp2_r,DEV,Q1,24,13,0.5416666666666666
R_1_00,distance_remaining_tp2_r,DEV,Q2,24,12,0.5
R_1_00,distance_remaining_tp2_r,DEV,Q3,23,18,0.782608695652174
R_1_00,distance_remaining_tp2_r,DEV,Q4,24,17,0.7083333333333334
R_1_00,distance_remaining_tp2_r,REF,Q1,41,16,0.3902439024390244
R_1_00,distance_remaining_tp2_r,REF,Q2,14,10,0.7142857142857143
R_1_00,distance_remaining_tp2_r,REF,Q3,11,10,0.9090909090909091
R_1_00,distance_remaining_tp2_r,REF,Q4,9,7,0.7777777777777778
R_1_00,tp2_close_above_r,DEV,Q1,45,19,0.4222222222222222
R_1_00,tp2_close_above_r,DEV,Q2,44,24,0.5454545454545454
R_1_00,tp2_close_above_r,DEV,Q3,44,29,0.6590909090909091
R_1_00,tp2_close_above_r,DEV,Q4,45,30,0.6666666666666666
R_1_00,tp2_close_above_r,REF,Q1,30,17,0.5666666666666667
R_1_00,tp2_close_above_r,REF,Q2,12,7,0.5833333333333334
R_1_00,tp2_close_above_r,REF,Q3,46,23,0.5
R_1_00,tp2_close_above_r,REF,Q4,42,26,0.6190476190476191
R_1_00,tp2_bar_body_r,DEV,Q1,45,20,0.4444444444444444
R_1_00,tp2_bar_body_r,DEV,Q2,44,20,0.45454545454545453
R_1_00,tp2_bar_body_r,DEV,Q3,44,31,0.7045454545454546
R_1_00,tp2_bar_body_r,DEV,Q4,45,31,0.6888888888888889
R_1_00,tp2_bar_body_r,REF,Q1,26,13,0.5
R_1_00,tp2_bar_body_r,REF,Q2,37,13,0.35135135135135137
R_1_00,tp2_bar_body_r,REF,Q3,38,27,0.7105263157894737
R_1_00,tp2_bar_body_r,REF,Q4,29,20,0.6896551724137931
R_1_00,tp2_bar_range_r,DEV,Q1,45,25,0.5555555555555556
R_1_00,tp2_bar_range_r,DEV,Q2,44,26,0.5909090909090909
R_1_00,tp2_bar_range_r,DEV,Q3,44,21,0.4772727272727273
R_1_00,tp2_bar_range_r,DEV,Q4,45,30,0.6666666666666666
R_1_00,tp2_bar_range_r,REF,Q1,38,15,0.39473684210526316
R_1_00,tp2_bar_range_r,REF,Q2,27,17,0.6296296296296297
R_1_00,tp2_bar_range_r,REF,Q3,35,23,0.6571428571428571
R_1_00,tp2_bar_range_r,REF,Q4,30,18,0.6
R_1_00,tp2_close_location,DEV,Q1,45,18,0.4
R_1_00,tp2_close_location,DEV,Q2,44,22,0.5
R_1_00,tp2_close_location,DEV,Q3,44,30,0.6818181818181818
R_1_00,tp2_close_location,DEV,Q4,45,32,0.7111111111111111
R_1_00,tp2_close_location,REF,Q1,26,14,0.5384615384615384
R_1_00,tp2_close_location,REF,Q2,28,17,0.6071428571428571
R_1_00,tp2_close_location,REF,Q3,41,19,0.4634146341463415
R_1_00,tp2_close_location,REF,Q4,35,23,0.6571428571428571
