label,feature,period,band,n,success,success_rate
CLEAN1R,h1_nearest_high_room_zw,REF,Q1,169,59,0.34911242603550297
CLEAN1R,h1_nearest_high_room_zw,REF,Q2,120,41,0.3416666666666667
CLEAN1R,h1_nearest_high_room_zw,REF,Q3,82,32,0.3902439024390244
CLEAN1R,h1_nearest_high_room_zw,REF,Q4,91,38,0.4175824175824176
CLEAN1R,h1_nearest_low_distance_zw,DEV,Q1,197,64,0.3248730964467005
CLEAN1R,h1_nearest_low_distance_zw,DEV,Q2,196,60,0.30612244897959184
CLEAN1R,h1_nearest_low_distance_zw,DEV,Q3,196,68,0.3469387755102041
CLEAN1R,h1_nearest_low_distance_zw,DEV,Q4,196,45,0.22959183673469388
CLEAN1R,h1_nearest_low_distance_zw,REF,Q1,163,53,0.32515337423312884
CLEAN1R,h1_nearest_low_distance_zw,REF,Q2,121,52,0.4297520661157025
CLEAN1R,h1_nearest_low_distance_zw,REF,Q3,84,25,0.2976190476190476
CLEAN1R,h1_nearest_low_distance_zw,REF,Q4,95,40,0.42105263157894735
CLEAN1R,h1_close_to_demand_high_zw,DEV,Q1,197,74,0.3756345177664975
CLEAN1R,h1_close_to_demand_high_zw,DEV,Q2,196,60,0.30612244897959184
CLEAN1R,h1_close_to_demand_high_zw,DEV,Q3,196,53,0.27040816326530615
CLEAN1R,h1_close_to_demand_high_zw,DEV,Q4,196,50,0.25510204081632654
CLEAN1R,h1_close_to_demand_high_zw,REF,Q1,127,41,0.3228346456692913
CLEAN1R,h1_close_to_demand_high_zw,REF,Q2,117,52,0.4444444444444444
CLEAN1R,h1_close_to_demand_high_zw,REF,Q3,112,36,0.32142857142857145
CLEAN1R,h1_close_to_demand_high_zw,REF,Q4,107,41,0.38317757009345793
CLEAN1R,h1_close_to_demand_low_zw,DEV,Q1,197,74,0.3756345177664975
CLEAN1R,h1_close_to_demand_low_zw,DEV,Q2,196,60,0.30612244897959184
CLEAN1R,h1_close_to_demand_low_zw,DEV,Q3,196,53,0.27040816326530615
CLEAN1R,h1_close_to_demand_low_zw,DEV,Q4,196,50,0.25510204081632654
CLEAN1R,h1_close_to_demand_low_zw,REF,Q1,127,41,0.3228346456692913
CLEAN1R,h1_close_to_demand_low_zw,REF,Q2,117,52,0.4444444444444444
CLEAN1R,h1_close_to_demand_low_zw,REF,Q3,112,36,0.32142857142857145
CLEAN1R,h1_close_to_demand_low_zw,REF,Q4,107,41,0.38317757009345793
CLEAN1_5R,demand_width_pct,DEV,Q1,197,32,0.16243654822335024
CLEAN1_5R,demand_width_pct,DEV,Q2,196,44,0.22448979591836735
CLEAN1_5R,demand_width_pct,DEV,Q3,196,38,0.19387755102040816
CLEAN1_5R,demand_width_pct,DEV,Q4,196,56,0.2857142857142857
CLEAN1_5R,demand_width_pct,REF,Q1,149,42,0.28187919463087246
CLEAN1_5R,demand_width_pct,REF,Q2,118,34,0.288135593220339
CLEAN1_5R,demand_width_pct,REF,Q3,112,35,0.3125
CLEAN1_5R,demand_width_pct,REF,Q4,84,24,0.2857142857142857
CLEAN1_5R,bos_break_pct,DEV,Q1,197,41,0.20812182741116753
CLEAN1_5R,bos_break_pct,DEV,Q2,196,42,0.21428571428571427
CLEAN1_5R,bos_break_pct,DEV,Q3,196,44,0.22448979591836735
CLEAN1_5R,bos_break_pct,DEV,Q4,196,43,0.2193877551020408
CLEAN1_5R,bos_break_pct,REF,Q1,139,53,0.381294964028777
CLEAN1_5R,bos_break_pct,REF,Q2,141,36,0.2553191489361702
CLEAN1_5R,bos_break_pct,REF,Q3,120,33,0.275
CLEAN1_5R,bos_break_pct,REF,Q4,63,13,0.20634920634920634
CLEAN1_5R,bos_body_zw,DEV,Q1,197,51,0.25888324873096447
CLEAN1_5R,bos_body_zw,DEV,Q2,196,43,0.2193877551020408
CLEAN1_5R,bos_body_zw,DEV,Q3,196,35,0.17857142857142858
CLEAN1_5R,bos_body_zw,DEV,Q4,196,41,0.20918367346938777
CLEAN1_5R,bos_body_zw,REF,Q1,157,52,0.33121019108280253
CLEAN1_5R,bos_body_zw,REF,Q2,116,36,0.3103448275862069
CLEAN1_5R,bos_body_zw,REF,Q3,88,24,0.2727272727272727
CLEAN1_5R,bos_body_zw,REF,Q4,102,23,0.22549019607843138
CLEAN1_5R,bos_range_zw,DEV,Q1,197,53,0.26903553299492383
CLEAN1_5R,bos_range_zw,DEV,Q2,196,46,0.23469387755102042
CLEAN1_5R,bos_range_zw,DEV,Q3,196,34,0.17346938775510204
CLEAN1_5R,bos_range_zw,DEV,Q4,196,37,0.18877551020408162
CLEAN1_5R,bos_range_zw,REF,Q1,157,48,0.3057324840764331
CLEAN1_5R,bos_range_zw,REF,Q2,121,36,0.2975206611570248
CLEAN1_5R,bos_range_zw,REF,Q3,79,28,0.35443037974683544
CLEAN1_5R,bos_range_zw,REF,Q4,106,23,0.2169811320754717
CLEAN1_5R,bos_close_location,DEV,Q1,197,43,0.2182741116751269
CLEAN1_5R,bos_close_location,DEV,Q2,196,44,0.22448979591836735
CLEAN1_5R,bos_close_location,DEV,Q3,196,34,0.17346938775510204
CLEAN1_5R,bos_close_location,DEV,Q4,196,49,0.25
CLEAN1_5R,bos_close_location,REF,Q1,128,40,0.3125
CLEAN1_5R,bos_close_location,REF,Q2,108,32,0.2962962962962963
CLEAN1_5R,bos_close_location,REF,Q3,118,34,0.288135593220339
CLEAN1_5R,bos_close_location,REF,Q4,109,29,0.26605504587155965
CLEAN1_5R,zone_age_hours,DEV,Q1,197,40,0.20304568527918782
CLEAN1_5R,zone_age_hours,DEV,Q2,198,36,0.18181818181818182
CLEAN1_5R,zone_age_hours,DEV,Q3,194,41,0.211340206185567
CLEAN1_5R,zone_age_hours,DEV,Q4,196,53,0.27040816326530615
CLEAN1_5R,zone_age_hours,REF,Q1,97,24,0.24742268041237114
CLEAN1_5R,zone_age_hours,REF,Q2,111,33,0.2972972972972973
CLEAN1_5R,zone_age_hours,REF,Q3,120,36,0.3
CLEAN1_5R,zone_age_hours,REF,Q4,135,42,0.3111111111111111
CLEAN1_5R,origin_to_activation_hours,DEV,Q1,468,90,0.19230769230769232
CLEAN1_5R,origin_to_activation_hours,DEV,Q3,187,47,0.25133689839572193
CLEAN1_5R,origin_to_activation_hours,DEV,Q4,130,33,0.25384615384615383
CLEAN1_5R,origin_to_activation_hours,REF,Q1,279,77,0.27598566308243727
CLEAN1_5R,origin_to_activation_hours,REF,Q3,103,36,0.34951456310679613
CLEAN1_5R,origin_to_activation_hours,REF,Q4,81,22,0.2716049382716049
CLEAN1_5R,broken_swing_to_activation_hours,DEV,Q1,308,75,0.2435064935064935
CLEAN1_5R,broken_swing_to_activation_hours,DEV,Q2,136,28,0.20588235294117646
CLEAN1_5R,broken_swing_to_activation_hours,DEV,Q3,163,35,0.2147239263803681
CLEAN1_5R,broken_swing_to_activation_hours,DEV,Q4,178,32,0.1797752808988764
CLEAN1_5R,broken_swing_to_activation_hours,REF,Q1,191,57,0.29842931937172773
CLEAN1_5R,broken_swing_to_activation_hours,REF,Q2,78,21,0.2692307692307692
CLEAN1_5R,broken_swing_to_activation_hours,REF,Q3,91,27,0.2967032967032967
CLEAN1_5R,broken_swing_to_activation_hours,REF,Q4,103,30,0.2912621359223301
CLEAN1_5R,expansion_room_zw,DEV,Q1,197,44,0.2233502538071066
CLEAN1_5R,expansion_room_zw,DEV,Q2,196,43,0.2193877551020408
CLEAN1_5R,expansion_room_zw,DEV,Q3,196,40,0.20408163265306123
CLEAN1_5R,expansion_room_zw,DEV,Q4,196,43,0.2193877551020408
CLEAN1_5R,expansion_room_zw,REF,Q1,102,30,0.29411764705882354
CLEAN1_5R,expansion_room_zw,REF,Q2,116,33,0.28448275862068967
CLEAN1_5R,expansion_room_zw,REF,Q3,125,40,0.32
CLEAN1_5R,expansion_room_zw,REF,Q4,120,32,0.26666666666666666
CLEAN1_5R,pullback_bars,DEV,Q1,269,50,0.18587360594795538
CLEAN1_5R,pullback_bars,DEV,Q2,165,31,0.18787878787878787
CLEAN1_5R,pullback_bars,DEV,Q3,180,38,0.2111111111111111
CLEAN1_5R,pullback_bars,DEV,Q4,171,51,0.2982456140350877
CLEAN1_5R,pullback_bars,REF,Q1,150,44,0.29333333333333333
CLEAN1_5R,pullback_bars,REF,Q2,95,31,0.3263157894736842
CLEAN1_5R,pullback_bars,REF,Q3,101,32,0.31683168316831684
CLEAN1_5R,pullback_bars,REF,Q4,117,28,0.23931623931623933
CLEAN1_5R,pullback_duration_hours,DEV,Q1,269,50,0.18587360594795538
CLEAN1_5R,pullback_duration_hours,DEV,Q2,165,31,0.18787878787878787
CLEAN1_5R,pullback_duration_hours,DEV,Q3,180,38,0.2111111111111111
CLEAN1_5R,pullback_duration_hours,DEV,Q4,171,51,0.2982456140350877
CLEAN1_5R,pullback_duration_hours,REF,Q1,150,44,0.29333333333333333
CLEAN1_5R,pullback_duration_hours,REF,Q2,95,31,0.3263157894736842
CLEAN1_5R,pullback_duration_hours,REF,Q3,101,32,0.31683168316831684
CLEAN1_5R,pullback_duration_hours,REF,Q4,117,28,0.23931623931623933
CLEAN1_5R,retracement_expansion_to_preclose_zw,DEV,Q1,197,44,0.2233502538071066
CLEAN1_5R,retracement_expansion_to_preclose_zw,DEV,Q2,196,43,0.2193877551020408
CLEAN1_5R,retracement_expansion_to_preclose_zw,DEV,Q3,196,40,0.20408163265306123
CLEAN1_5R,retracement_expansion_to_preclose_zw,DEV,Q4,196,43,0.2193877551020408
CLEAN1_5R,retracement_expansion_to_preclose_zw,REF,Q1,102,30,0.29411764705882354
CLEAN1_5R,retracement_expansion_to_preclose_zw,REF,Q2,116,33,0.28448275862068967
CLEAN1_5R,retracement_expansion_to_preclose_zw,REF,Q3,125,40,0.32
CLEAN1_5R,retracement_expansion_to_preclose_zw,REF,Q4,120,32,0.26666666666666666
CLEAN1_5R,pullback_total_range_zw,DEV,Q1,197,45,0.22842639593908629
CLEAN1_5R,pullback_total_range_zw,DEV,Q2,196,42,0.21428571428571427
CLEAN1_5R,pullback_total_range_zw,DEV,Q3,196,44,0.22448979591836735
CLEAN1_5R,pullback_total_range_zw,DEV,Q4,196,39,0.1989795918367347
CLEAN1_5R,pullback_total_range_zw,REF,Q1,105,31,0.29523809523809524
CLEAN1_5R,pullback_total_range_zw,REF,Q2,119,31,0.2605042016806723
CLEAN1_5R,pullback_total_range_zw,REF,Q3,119,40,0.33613445378151263
CLEAN1_5R,pullback_total_range_zw,REF,Q4,120,33,0.275
CLEAN1_5R,lower_high_count,DEV,Q1,261,46,0.17624521072796934
CLEAN1_5R,lower_high_count,DEV,Q2,197,46,0.233502538071066
CLEAN1_5R,lower_high_count,DEV,Q3,142,24,0.16901408450704225
CLEAN1_5R,lower_high_count,DEV,Q4,185,54,0.2918918918918919
CLEAN1_5R,lower_high_count,REF,Q1,148,41,0.27702702702702703
CLEAN1_5R,lower_high_count,REF,Q2,110,38,0.34545454545454546
CLEAN1_5R,lower_high_count,REF,Q3,85,29,0.3411764705882353
CLEAN1_5R,lower_high_count,REF,Q4,120,27,0.225
CLEAN1_5R,lower_high_rate,DEV,Q1,197,40,0.20304568527918782
CLEAN1_5R,lower_high_rate,DEV,Q2,200,51,0.255
CLEAN1_5R,lower_high_rate,DEV,Q3,388,79,0.2036082474226804
CLEAN1_5R,lower_high_rate,REF,Q1,111,29,0.26126126126126126
CLEAN1_5R,lower_high_rate,REF,Q2,120,30,0.25
CLEAN1_5R,lower_high_rate,REF,Q3,232,76,0.3275862068965517
CLEAN1_5R,lower_low_count,DEV,Q1,278,54,0.19424460431654678
CLEAN1_5R,lower_low_count,DEV,Q2,121,22,0.18181818181818182
CLEAN1_5R,lower_low_count,DEV,Q3,216,45,0.20833333333333334
CLEAN1_5R,lower_low_count,DEV,Q4,170,49,0.28823529411764703
CLEAN1_5R,lower_low_count,REF,Q1,151,45,0.2980132450331126
CLEAN1_5R,lower_low_count,REF,Q2,62,18,0.2903225806451613
CLEAN1_5R,lower_low_count,REF,Q3,134,45,0.3358208955223881
CLEAN1_5R,lower_low_count,REF,Q4,116,27,0.23275862068965517
CLEAN1_5R,lower_low_rate,DEV,Q1,198,38,0.1919191919191919
CLEAN1_5R,lower_low_rate,DEV,Q2,195,48,0.24615384615384617
CLEAN1_5R,lower_low_rate,DEV,Q3,392,84,0.21428571428571427
CLEAN1_5R,lower_low_rate,REF,Q1,102,35,0.3431372549019608
CLEAN1_5R,lower_low_rate,REF,Q2,128,36,0.28125
CLEAN1_5R,lower_low_rate,REF,Q3,233,64,0.27467811158798283
CLEAN1_5R,pullback_close_slope_zw_per_bar,DEV,Q1,197,36,0.18274111675126903
CLEAN1_5R,pullback_close_slope_zw_per_bar,DEV,Q2,196,33,0.1683673469387755
CLEAN1_5R,pullback_close_slope_zw_per_bar,DEV,Q3,196,60,0.30612244897959184
CLEAN1_5R,pullback_close_slope_zw_per_bar,DEV,Q4,196,41,0.20918367346938777
CLEAN1_5R,pullback_close_slope_zw_per_bar,REF,Q1,127,34,0.2677165354330709
CLEAN1_5R,pullback_close_slope_zw_per_bar,REF,Q2,113,39,0.34513274336283184
CLEAN1_5R,pullback_close_slope_zw_per_bar,REF,Q3,110,30,0.2727272727272727
CLEAN1_5R,pullback_close_slope_zw_per_bar,REF,Q4,113,32,0.2831858407079646
CLEAN1_5R,pullback_path_efficiency,DEV,Q1,208,37,0.1778846153846154
CLEAN1_5R,pullback_path_efficiency,DEV,Q2,185,46,0.24864864864864866
CLEAN1_5R,pullback_path_efficiency,DEV,Q3,196,42,0.21428571428571427
CLEAN1_5R,pullback_path_efficiency,DEV,Q4,196,45,0.22959183673469388
CLEAN1_5R,pullback_path_efficiency,REF,Q1,124,39,0.31451612903225806
CLEAN1_5R,pullback_path_efficiency,REF,Q2,109,32,0.29357798165137616
CLEAN1_5R,pullback_path_efficiency,REF,Q3,128,34,0.265625
CLEAN1_5R,pullback_path_efficiency,REF,Q4,102,30,0.29411764705882354
CLEAN1_5R,pullback_overlap_rate,DEV,Q1,785,170,0.21656050955414013
CLEAN1_5R,pullback_overlap_rate,REF,Q1,463,135,0.2915766738660907
CLEAN1_5R,compression_last3_vs_earlier,DEV,Q1,104,20,0.19230769230769232
CLEAN1_5R,compression_last3_vs_earlier,DEV,Q2,104,26,0.25
CLEAN1_5R,compression_last3_vs_earlier,DEV,Q3,104,26,0.25
CLEAN1_5R,compression_last3_vs_earlier,DEV,Q4,104,22,0.21153846153846154
CLEAN1_5R,compression_last3_vs_earlier,REF,Q1,81,22,0.2716049382716049
CLEAN1_5R,compression_last3_vs_earlier,REF,Q2,59,19,0.3220338983050847
CLEAN1_5R,compression_last3_vs_earlier,REF,Q3,59,18,0.3050847457627119
CLEAN1_5R,compression_last3_vs_earlier,REF,Q4,58,15,0.25862068965517243
CLEAN1_5R,last1_progress_zw,DEV,Q1,197,45,0.22842639593908629
CLEAN1_5R,last1_progress_zw,DEV,Q2,196,33,0.1683673469387755
CLEAN1_5R,last1_progress_zw,DEV,Q3,196,49,0.25
CLEAN1_5R,last1_progress_zw,DEV,Q4,196,43,0.2193877551020408
CLEAN1_5R,last1_progress_zw,REF,Q1,103,27,0.2621359223300971
CLEAN1_5R,last1_progress_zw,REF,Q2,127,37,0.29133858267716534
CLEAN1_5R,last1_progress_zw,REF,Q3,98,30,0.30612244897959184
CLEAN1_5R,last1_progress_zw,REF,Q4,135,41,0.3037037037037037
CLEAN1_5R,last3_progress_zw,DEV,Q1,152,34,0.2236842105263158
CLEAN1_5R,last3_progress_zw,DEV,Q2,152,26,0.17105263157894737
CLEAN1_5R,last3_progress_zw,DEV,Q3,151,41,0.271523178807947
CLEAN1_5R,last3_progress_zw,DEV,Q4,152,36,0.23684210526315788
CLEAN1_5R,last3_progress_zw,REF,Q1,85,23,0.27058823529411763
CLEAN1_5R,last3_progress_zw,REF,Q2,99,37,0.37373737373737376
CLEAN1_5R,last3_progress_zw,REF,Q3,86,20,0.23255813953488372
CLEAN1_5R,last3_progress_zw,REF,Q4,95,28,0.29473684210526313
CLEAN1_5R,last3_green_rate,DEV,Q1,228,52,0.22807017543859648
CLEAN1_5R,last3_green_rate,DEV,Q2,353,79,0.2237960339943343
CLEAN1_5R,last3_green_rate,DEV,Q4,114,23,0.20175438596491227
CLEAN1_5R,last3_green_rate,REF,Q1,142,39,0.2746478873239437
CLEAN1_5R,last3_green_rate,REF,Q2,197,59,0.29949238578680204
CLEAN1_5R,last3_green_rate,REF,Q4,72,22,0.3055555555555556
CLEAN1_5R,last3_range_vs_pullback_median,DEV,Q1,174,35,0.20114942528735633
CLEAN1_5R,last3_range_vs_pullback_median,DEV,Q2,196,47,0.23979591836734693
CLEAN1_5R,last3_range_vs_pullback_median,DEV,Q3,151,37,0.24503311258278146
CLEAN1_5R,last3_range_vs_pullback_median,DEV,Q4,174,35,0.20114942528735633
CLEAN1_5R,last3_range_vs_pullback_median,REF,Q1,113,34,0.3008849557522124
CLEAN1_5R,last3_range_vs_pullback_median,REF,Q2,119,32,0.2689075630252101
CLEAN1_5R,last3_range_vs_pullback_median,REF,Q3,87,22,0.25287356321839083
CLEAN1_5R,last3_range_vs_pullback_median,REF,Q4,92,32,0.34782608695652173
CLEAN1_5R,preclose_to_demand_high_zw,DEV,Q1,197,50,0.25380710659898476
CLEAN1_5R,preclose_to_demand_high_zw,DEV,Q2,196,42,0.21428571428571427
CLEAN1_5R,preclose_to_demand_high_zw,DEV,Q3,196,43,0.2193877551020408
CLEAN1_5R,preclose_to_demand_high_zw,DEV,Q4,196,35,0.17857142857142858
CLEAN1_5R,preclose_to_demand_high_zw,REF,Q1,132,33,0.25
CLEAN1_5R,preclose_to_demand_high_zw,REF,Q2,120,35,0.2916666666666667
CLEAN1_5R,preclose_to_demand_high_zw,REF,Q3,110,38,0.34545454545454546
CLEAN1_5R,preclose_to_demand_high_zw,REF,Q4,101,29,0.2871287128712871
CLEAN1_5R,preclose_to_demand_low_zw,DEV,Q1,197,50,0.25380710659898476
CLEAN1_5R,preclose_to_demand_low_zw,DEV,Q2,196,42,0.21428571428571427
CLEAN1_5R,preclose_to_demand_low_zw,DEV,Q3,196,43,0.2193877551020408
CLEAN1_5R,preclose_to_demand_low_zw,DEV,Q4,196,35,0.17857142857142858
CLEAN1_5R,preclose_to_demand_low_zw,REF,Q1,132,33,0.25
CLEAN1_5R,preclose_to_demand_low_zw,REF,Q2,120,35,0.2916666666666667
CLEAN1_5R,preclose_to_demand_low_zw,REF,Q3,110,38,0.34545454545454546
CLEAN1_5R,preclose_to_demand_low_zw,REF,Q4,101,29,0.2871287128712871
CLEAN1_5R,last_bar_close_location,DEV,Q1,197,46,0.233502538071066
CLEAN1_5R,last_bar_close_location,DEV,Q2,196,40,0.20408163265306123
CLEAN1_5R,last_bar_close_location,DEV,Q3,196,42,0.21428571428571427
CLEAN1_5R,last_bar_close_location,DEV,Q4,196,42,0.21428571428571427
CLEAN1_5R,last_bar_close_location,REF,Q1,111,24,0.21621621621621623
CLEAN1_5R,last_bar_close_location,REF,Q2,116,34,0.29310344827586204
CLEAN1_5R,last_bar_close_location,REF,Q3,127,36,0.28346456692913385
CLEAN1_5R,last_bar_close_location,REF,Q4,109,41,0.3761467889908257
CLEAN1_5R,last_bar_body_zw,DEV,Q1,197,45,0.22842639593908629
CLEAN1_5R,last_bar_body_zw,DEV,Q2,196,34,0.17346938775510204
CLEAN1_5R,last_bar_body_zw,DEV,Q3,196,48,0.24489795918367346
CLEAN1_5R,last_bar_body_zw,DEV,Q4,196,43,0.2193877551020408
CLEAN1_5R,last_bar_body_zw,REF,Q1,101,27,0.26732673267326734
CLEAN1_5R,last_bar_body_zw,REF,Q2,130,37,0.2846153846153846
CLEAN1_5R,last_bar_body_zw,REF,Q3,98,30,0.30612244897959184
CLEAN1_5R,last_bar_body_zw,REF,Q4,134,41,0.30597014925373134
CLEAN1_5R,last_bar_range_zw,DEV,Q1,197,49,0.24873096446700507
CLEAN1_5R,last_bar_range_zw,DEV,Q2,196,46,0.23469387755102042
CLEAN1_5R,last_bar_range_zw,DEV,Q3,196,39,0.1989795918367347
CLEAN1_5R,last_bar_range_zw,DEV,Q4,196,36,0.1836734693877551
CLEAN1_5R,last_bar_range_zw,REF,Q1,133,34,0.2556390977443609
CLEAN1_5R,last_bar_range_zw,REF,Q2,114,40,0.3508771929824561
CLEAN1_5R,last_bar_range_zw,REF,Q3,115,32,0.2782608695652174
CLEAN1_5R,last_bar_range_zw,REF,Q4,101,29,0.2871287128712871
CLEAN1_5R,h1_nearest_high_room_zw,DEV,Q1,197,61,0.3096446700507614
CLEAN1_5R,h1_nearest_high_room_zw,DEV,Q2,197,38,0.19289340101522842
CLEAN1_5R,h1_nearest_high_room_zw,DEV,Q3,195,34,0.17435897435897435
CLEAN1_5R,h1_nearest_high_room_zw,DEV,Q4,196,37,0.18877551020408162
CLEAN1_5R,h1_nearest_high_room_zw,REF,Q1,169,48,0.28402366863905326
CLEAN1_5R,h1_nearest_high_room_zw,REF,Q2,120,31,0.25833333333333336
CLEAN1_5R,h1_nearest_high_room_zw,REF,Q3,82,28,0.34146341463414637
CLEAN1_5R,h1_nearest_high_room_zw,REF,Q4,91,28,0.3076923076923077
CLEAN1_5R,h1_nearest_low_distance_zw,DEV,Q1,197,48,0.2436548223350254
CLEAN1_5R,h1_nearest_low_distance_zw,DEV,Q2,196,42,0.21428571428571427
CLEAN1_5R,h1_nearest_low_distance_zw,DEV,Q3,196,49,0.25
CLEAN1_5R,h1_nearest_low_distance_zw,DEV,Q4,196,31,0.15816326530612246
CLEAN1_5R,h1_nearest_low_distance_zw,REF,Q1,163,40,0.24539877300613497
CLEAN1_5R,h1_nearest_low_distance_zw,REF,Q2,121,44,0.36363636363636365
CLEAN1_5R,h1_nearest_low_distance_zw,REF,Q3,84,22,0.2619047619047619
CLEAN1_5R,h1_nearest_low_distance_zw,REF,Q4,95,29,0.30526315789473685
CLEAN1_5R,h1_close_to_demand_high_zw,DEV,Q1,197,55,0.27918781725888325
CLEAN1_5R,h1_close_to_demand_high_zw,DEV,Q2,196,40,0.20408163265306123
CLEAN1_5R,h1_close_to_demand_high_zw,DEV,Q3,196,39,0.1989795918367347
CLEAN1_5R,h1_close_to_demand_high_zw,DEV,Q4,196,36,0.1836734693877551
CLEAN1_5R,h1_close_to_demand_high_zw,REF,Q1,127,33,0.25984251968503935
CLEAN1_5R,h1_close_to_demand_high_zw,REF,Q2,117,43,0.36752136752136755
CLEAN1_5R,h1_close_to_demand_high_zw,REF,Q3,112,27,0.24107142857142858
CLEAN1_5R,h1_close_to_demand_high_zw,REF,Q4,107,32,0.29906542056074764
CLEAN1_5R,h1_close_to_demand_low_zw,DEV,Q1,197,55,0.27918781725888325
CLEAN1_5R,h1_close_to_demand_low_zw,DEV,Q2,196,40,0.20408163265306123
CLEAN1_5R,h1_close_to_demand_low_zw,DEV,Q3,196,39,0.1989795918367347
CLEAN1_5R,h1_close_to_demand_low_zw,DEV,Q4,196,36,0.1836734693877551
CLEAN1_5R,h1_close_to_demand_low_zw,REF,Q1,127,33,0.25984251968503935
CLEAN1_5R,h1_close_to_demand_low_zw,REF,Q2,117,43,0.36752136752136755
CLEAN1_5R,h1_close_to_demand_low_zw,REF,Q3,112,27,0.24107142857142858
CLEAN1_5R,h1_close_to_demand_low_zw,REF,Q4,107,32,0.29906542056074764
